ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
39795	ENSG00000079263	SP140	chr2	+	230245862	230245940	230244987	230245080	230247915	230248065	39795	17,14,7,20,18,11,65,23,20,46,40	0,0,0,0,0,0,0,0,0,2,2	15,14,31,20,29,17,18,9,33	3,0,6,0,0,0,8,0,0	178	100	0.000183946806902	0.00804656095543	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.928,0.918	0.737,1.0,0.744,1.0,1.0,1.0,0.558,1.0,1.0	0.093
39903	ENSG00000015153	YAF2	chr12	-	42210354	42210454	42161612	42161765	42210547	42210619	39903	26,21,33,52,51,45,57,101,60,81,88	1,1,0,1,4,2,11,8,5,29,2	46,28,65,38,17,39,69,56,16	0,0,11,0,3,1,0,1,0	200	100	0.00153473472649	0.0456187807228	0.929,0.913,1.0,0.963,0.864,0.918,0.722,0.863,0.857,0.583,0.957	1.0,1.0,0.747,1.0,0.739,0.951,1.0,0.966,1.0	-0.064
39943	ENSG00000050426	LETMD1	chr12	+	51052091	51052207	51048342	51049185	51053777	51053860	39943	46,34,19,59,74,15,28,118,101,81,71	4,2,0,4,5,0,4,10,5,1,6	45,55,52,10,34,65,38,33,3	0,4,0,0,0,0,2,1,0	216	100	6.66838314567e-08	1.0635300206e-05	0.842,0.887,1.0,0.872,0.873,1.0,0.764,0.845,0.903,0.974,0.846	1.0,0.864,1.0,1.0,1.0,1.0,0.898,0.939,1.0	-0.075
39947	ENSG00000050426	LETMD1	chr12	+	51052091	51052246	51049033	51049185	51053777	51053860	39947	28,13,7,31,40,14,23,99,56,49,44	4,2,0,4,5,0,4,10,5,1,6	14,21,46,10,38,44,26,21,3	0,4,0,0,0,0,2,1,0	255	100	4.57464957027e-08	7.81556926428e-06	0.733,0.718,1.0,0.752,0.758,1.0,0.693,0.795,0.815,0.951,0.742	1.0,0.673,1.0,1.0,1.0,1.0,0.836,0.892,1.0	-0.119
39948	ENSG00000050426	LETMD1	chr12	+	51053777	51053860	51049033	51049185	51055834	51055848	39948	29,24,9,48,49,8,14,33,60,27,18	12,1,2,15,7,1,0,23,22,20,7	27,30,20,0,3,23,26,7,0	27,25,7,5,3,11,32,10,2	183	100	7.07519850806e-05	0.00367291325748	0.569,0.929,0.711,0.636,0.793,0.814,1.0,0.439,0.598,0.425,0.584	0.353,0.396,0.61,0.0,0.353,0.533,0.307,0.277,0.0	0.367
39961	ENSG00000050426	LETMD1	chr12	+	51058005	51058128	51056349	51056502	51059360	51060363	39961	73,62,31,107,94,34,66,154,144,124,77	8,0,0,0,1,4,0,6,1,3,2	105,88,98,32,78,52,81,65,36	8,2,12,10,0,6,0,8,18	223	100	1.22244945211e-06	0.000124923015029	0.804,1.0,1.0,1.0,0.977,0.792,1.0,0.92,0.985,0.949,0.945	0.855,0.952,0.786,0.589,1.0,0.795,1.0,0.785,0.473	0.139
39962	ENSG00000050426	LETMD1	chr12	+	51058031	51058128	51055879	51056502	51059360	51059412	39962	128,80,52,145,136,50,115,199,204,168,112	8,0,0,0,1,4,0,6,1,3,2	127,114,133,32,116,58,92,84,59	8,2,12,10,0,6,0,8,18	197	100	1.8955378378e-09	5.24318117811e-07	0.89,1.0,1.0,1.0,0.986,0.864,1.0,0.944,0.99,0.966,0.966	0.89,0.967,0.849,0.619,1.0,0.831,1.0,0.842,0.625	0.117
39963	ENSG00000050426	LETMD1	chr12	+	51058074	51058128	51056370	51056502	51059360	51059649	39963	67,43,19,73,74,31,39,118,118,98,56	8,0,0,0,1,4,0,6,1,3,2	90,60,81,26,72,38,73,47,28	8,2,12,10,0,6,0,8,18	154	100	4.4242143038e-07	5.2196990767e-05	0.845,1.0,1.0,1.0,0.98,0.834,1.0,0.927,0.987,0.955,0.948	0.88,0.951,0.814,0.628,1.0,0.804,1.0,0.792,0.503	0.133
40140	ENSG00000115137	DNAJC27	chr2	-	24953549	24953635	24951393	24951554	24957042	24957165	40140	3,1,6,3,3,1,8,6,4,4,0	14,3,10,21,44,1,43,46,45,51,42	0,2,5,0,0,0,0,0,0	19,16,30,11,26,43,34,2,23	186	100	1.26521841881e-06	0.00012846098989	0.103,0.152,0.244,0.071,0.035,0.35,0.091,0.066,0.046,0.04,0.0	0.0,0.063,0.082,0.0,0.0,0.0,0.0,0.0,0.0	0.093
40141	ENSG00000115137	DNAJC27	chr2	-	24958546	24958601	24957809	24957974	24963404	24963474	40141	2,9,0,11,16,3,12,4,11,16,9	21,13,28,34,51,12,69,54,64,83,65	0,2,6,0,0,2,0,4,2	44,39,29,10,31,28,42,42,7	155	100	4.75348259643e-08	8.08355716853e-06	0.058,0.309,0.0,0.173,0.168,0.139,0.101,0.046,0.1,0.111,0.082	0.0,0.032,0.118,0.0,0.0,0.044,0.0,0.058,0.156	0.072
40185	ENSG00000166037	CEP57	chr11	+	95817786	95817903	95813467	95813589	95818826	95818903	40185	148,75,40,153,153,54,137,198,193,147,209	3,0,2,5,1,1,0,9,0,2,2	105,109,101,42,68,175,149,76,35	0,1,4,4,13,2,0,10,0	217	100	0.00072481565251	0.0247892793012	0.958,1.0,0.902,0.934,0.986,0.961,1.0,0.91,1.0,0.971,0.98	1.0,0.98,0.921,0.829,0.707,0.976,1.0,0.778,1.0	0.054
40328	ENSG00000108523	RNF167	chr17	+	4940486	4940726	4940007	4940230	4940922	4940993	40328	62,49,27,90,81,34,14,60,84,60,27	0,0,0,4,2,0,1,5,5,3,0	135,100,66,45,37,81,96,48,17	0,0,0,0,0,2,0,0,0	340	100	0.000394055695655	0.0151270785762	1.0,1.0,1.0,0.869,0.923,1.0,0.805,0.779,0.832,0.855,1.0	1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,1.0	-0.077
40536	ENSG00000261832	NA	chr16	-	28491481	28491560	28489289	28489386	28491713	28491790	40536	2,10,8,19,8,7,5,18,30,13,14	0,2,0,0,2,0,3,4,0,0,0	30,26,20,5,8,24,7,13,24	0,4,1,2,6,2,1,2,0	179	100	0.000175565724988	0.00774130515542	1.0,0.736,1.0,1.0,0.691,1.0,0.482,0.715,1.0,1.0,1.0	1.0,0.784,0.918,0.583,0.427,0.87,0.796,0.784,1.0	0.079
40599	ENSG00000106415	GLCCI1	chr7	+	8024714	8024814	8022482	8022569	8055432	8055549	40599	7,4,5,7,7,4,8,1,3,6,8	15,6,21,21,38,23,20,38,15,28,23	0,4,0,0,0,0,0,1,0	12,5,6,22,2,17,23,10,16	200	100	2.52036946868e-10	9.36369467212e-08	0.189,0.25,0.106,0.143,0.084,0.08,0.167,0.013,0.091,0.097,0.148	0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.048,0.0	0.087
40600	ENSG00000106415	GLCCI1	chr7	+	8024714	8024814	8022482	8022569	8055435	8055549	40600	7,4,5,8,5,5,5,1,2,6,11	14,31,10,40,55,38,24,36,36,68,36	0,2,0,0,0,0,0,1,0	40,24,24,26,10,38,33,12,18	200	100	5.26856336336e-12	3.52246738203e-09	0.2,0.061,0.2,0.091,0.043,0.062,0.094,0.014,0.027,0.042,0.133	0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0	0.079
41197	ENSG00000178927	CYBC1	chr17	-	82449430	82449956	82449173	82449292	82450699	82450774	41197	35,46,28,68,50,33,15,53,39,26,4	0,0,0,4,1,4,0,0,16,0,0	107,86,73,83,118,100,110,89,39	0,1,0,0,0,0,0,0,0	626	100	1.33949497219e-05	0.000905849890323	1.0,1.0,1.0,0.731,0.889,0.569,1.0,1.0,0.28,1.0,1.0	1.0,0.932,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.132
41198	ENSG00000178927	CYBC1	chr17	-	82449430	82450254	82449169	82449292	82450699	82450768	41198	41,53,36,92,95,43,43,71,61,36,10	0,0,0,4,1,4,0,0,16,0,0	137,141,107,104,154,160,136,120,39	0,1,0,0,0,0,0,0,0	924	100	1.36020894266e-05	0.0009164885236	1.0,1.0,1.0,0.713,0.911,0.538,1.0,1.0,0.292,1.0,1.0	1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.134
41454	ENSG00000075413	MARK3	chr14	+	103438020	103438333	103428386	103428440	103451917	103451983	41454	3,11,0,7,5,1,0,7,7,2,1	4,8,3,1,6,3,21,6,14,12,11	0,5,1,3,0,0,0,1,0	9,9,16,83,72,8,6,3,22	413	100	8.82681150394e-10	2.69855922007e-07	0.154,0.25,0.0,0.629,0.168,0.075,0.0,0.22,0.108,0.039,0.022	0.0,0.119,0.015,0.009,0.0,0.0,0.0,0.075,0.0	0.127
41456	ENSG00000075413	MARK3	chr14	+	103438024	103438333	103428386	103428440	103451917	103451983	41456	3,11,0,7,5,2,0,7,6,2,1	4,8,3,1,6,3,21,6,14,12,11	0,7,2,2,0,0,0,1,0	9,9,16,83,72,8,6,3,22	409	100	2.86723889076e-09	7.30821449001e-07	0.155,0.252,0.0,0.631,0.169,0.14,0.0,0.222,0.095,0.039,0.022	0.0,0.16,0.03,0.006,0.0,0.0,0.0,0.075,0.0	0.127
41461	ENSG00000075413	MARK3	chr14	+	103448918	103448967	103428386	103428440	103451917	103451983	41461	96,114,80,129,152,86,166,235,168,210,220	4,8,3,1,6,3,21,6,14,12,11	99,72,157,126,219,122,140,67,57	9,9,16,83,72,8,6,3,22	149	100	3.16684979906e-07	4.00358012512e-05	0.942,0.905,0.947,0.989,0.944,0.951,0.841,0.963,0.89,0.922,0.931	0.881,0.843,0.868,0.505,0.671,0.911,0.94,0.937,0.635	0.131
41486	ENSG00000075413	MARK3	chr14	+	103487378	103487707	103480386	103480490	103491776	103492034	41486	28,44,24,63,37,38,19,16,38,16,25	77,57,41,105,86,32,88,150,151,135,84	54,46,28,121,108,63,61,56,17	124,85,88,39,68,87,94,44,28	429	100	3.55388263262e-08	6.34672832737e-06	0.078,0.152,0.12,0.123,0.091,0.217,0.048,0.024,0.055,0.027,0.065	0.092,0.112,0.069,0.42,0.27,0.144,0.131,0.229,0.124	-0.086
41488	ENSG00000075413	MARK3	chr14	+	103489052	103491107	103480386	103480490	103491776	103492034	41488	375,395,246,414,341,294,213,244,326,178,245	77,57,41,105,86,32,88,150,151,135,84	412,393,476,629,933,442,589,262,196	124,85,88,39,68,87,94,44,28	2155	100	7.07411710987e-07	7.76857720346e-05	0.184,0.243,0.218,0.155,0.155,0.299,0.101,0.07,0.091,0.058,0.119	0.134,0.177,0.201,0.428,0.389,0.191,0.225,0.216,0.245	-0.091
41495	ENSG00000075413	MARK3	chr14	+	103490977	103491107	103487378	103487707	103491776	103492034	41495	15,11,2,30,22,4,6,26,25,16,12	0,4,0,2,0,0,0,0,2,0,0	43,39,22,14,4,24,9,11,3	0,2,5,0,5,0,3,0,0	230	100	0.00117053661688	0.0365039401691	1.0,0.545,1.0,0.867,1.0,1.0,1.0,1.0,0.845,1.0,1.0	1.0,0.894,0.657,1.0,0.258,1.0,0.566,1.0,1.0	0.113
41548	ENSG00000241058	NSUN6	chr10	-	18658218	18658497	18654863	18655175	18659192	18659238	41548	13,14,9,21,7,15,8,17,14,6,5	0,0,0,0,0,1,0,1,4,0,0	6,9,20,22,11,5,6,7,17	0,6,8,6,0,0,2,5,0	379	100	5.07213715473e-10	1.66756011893e-07	1.0,1.0,1.0,1.0,1.0,0.798,1.0,0.818,0.48,1.0,1.0	1.0,0.284,0.397,0.492,1.0,1.0,0.442,0.27,1.0	0.264
41621	ENSG00000182670	TTC3	chr21	+	37150819	37150884	37150077	37150170	37151892	37152029	41621	2762,1396,871,3062,3739,952,4319,4533,2761,5356,4760	122,45,23,70,85,27,117,133,33,82,140	2763,2055,4111,2333,3032,1993,3703,1324,1832	108,80,75,527,442,49,199,63,62	165	100	2.31148433727e-13	2.55109280367e-10	0.932,0.949,0.958,0.964,0.964,0.955,0.957,0.954,0.981,0.975,0.954	0.939,0.94,0.971,0.728,0.806,0.961,0.919,0.927,0.947	0.054
41664	ENSG00000113578	FGF1	chr5	-	142680710	142680849	142614004	142614161	142697621	142698070	41664	2,3,10,5,9,7,10,7,0,6,1	21,19,8,31,6,16,0,30,23,19,9	1,12,1,5,3,0,0,2,0	35,44,16,62,79,19,29,17,13	239	100	1.96249226871e-05	0.00124621646564	0.038,0.062,0.343,0.063,0.386,0.155,1.0,0.089,0.0,0.117,0.044	0.012,0.102,0.025,0.033,0.016,0.0,0.0,0.047,0.0	0.183
41666	ENSG00000113578	FGF1	chr5	-	142685956	142686088	142613958	142614161	142697621	142698070	41666	243,481,386,376,367,634,186,361,399,256,151	21,19,8,31,6,16,0,30,23,19,9	363,305,230,223,260,446,389,291,129	35,44,16,62,79,19,29,17,13	232	100	9.24770739985e-08	1.40196768529e-05	0.833,0.916,0.954,0.839,0.963,0.945,1.0,0.838,0.882,0.853,0.879	0.817,0.749,0.861,0.608,0.587,0.91,0.853,0.881,0.811	0.114
41878	ENSG00000178904	DPY19L3	chr19	+	32467473	32468813	32464727	32464784	32477521	32477654	41878	182,116,48,244,168,109,166,225,197,179,142	0,0,0,0,0,0,0,0,2,1,4	202,119,195,70,163,201,104,100,84	2,0,3,0,5,0,1,4,10	1440	100	5.16588660737e-10	1.6867995305e-07	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.872,0.926,0.711	0.875,1.0,0.819,1.0,0.694,1.0,0.878,0.635,0.368	0.148
41929	ENSG00000147050	KDM6A	chrX	+	45062646	45062748	45061323	45061419	45063421	45063817	41929	60,101,37,66,70,37,58,57,59,56,53	1,1,0,3,0,0,4,3,1,8,1	47,59,46,64,119,78,60,24,24	4,5,4,14,4,0,5,7,0	202	100	0.000117308396955	0.00551869502913	0.967,0.98,1.0,0.916,1.0,1.0,0.878,0.904,0.967,0.776,0.963	0.853,0.854,0.851,0.694,0.936,1.0,0.856,0.629,1.0	0.088
41949	ENSG00000165238	WNK2	chr9	+	93306776	93306821	93297852	93298067	93308327	93308584	41949	44,72,27,152,117,36,7,57,61,31,10	0,0,0,3,2,0,0,0,0,0,0	111,101,16,18,20,60,45,57,16	4,0,0,0,0,22,5,0,0	145	100	8.78460246767e-08	1.35030840661e-05	1.0,1.0,1.0,0.972,0.976,1.0,1.0,1.0,1.0,1.0,1.0	0.95,1.0,1.0,1.0,1.0,0.653,0.861,1.0,1.0	0.055
42000	ENSG00000143797	MBOAT2	chr2	-	8862270	8862322	8860612	8860764	8862589	8862722	42000	3,0,4,8,12,7,1,19,11,4,5	17,16,10,36,38,16,15,31,22,51,17	0,5,2,0,0,6,0,0,0	17,20,11,9,5,39,34,31,9	152	100	1.99876539764e-08	3.91821921627e-06	0.104,0.0,0.208,0.128,0.172,0.223,0.042,0.287,0.248,0.049,0.162	0.0,0.141,0.107,0.0,0.0,0.092,0.0,0.0,0.0	0.11
42011	ENSG00000143797	MBOAT2	chr2	-	8958496	8958642	8908620	8908716	9003539	9003658	42011	38,37,25,48,75,55,43,43,44,34,22	4,0,0,0,2,1,0,6,3,1,4	45,41,24,11,6,45,17,17,39	1,0,0,0,0,0,0,1,0	246	100	9.99080173448e-05	0.00484253326407	0.794,1.0,1.0,1.0,0.938,0.957,1.0,0.744,0.856,0.933,0.691	0.948,1.0,1.0,1.0,1.0,1.0,1.0,0.874,1.0	-0.079
42399	ENSG00000132471	WBP2	chr17	-	75847795	75847930	75847099	75847609	75848569	75848662	42399	357,386,160,719,656,213,67,623,872,114,68	38,12,4,32,48,8,5,46,46,11,6	970,1318,324,115,318,489,568,333,70	27,56,15,0,10,31,9,21,0	235	100	0.000106346035777	0.00510081989768	0.8,0.932,0.945,0.905,0.853,0.919,0.851,0.852,0.89,0.815,0.828	0.939,0.909,0.902,1.0,0.931,0.87,0.964,0.871,1.0	-0.06
42874	ENSG00000025039	RRAGD	chr6	-	89379223	89379338	89377670	89377813	89387294	89387590	42874	59,35,29,146,86,45,89,152,117,110,124	1,0,0,0,1,0,0,0,0,6,0	55,53,82,62,25,55,65,51,35	1,1,2,3,5,4,2,0,0	215	100	0.00162769676623	0.0477518291605	0.965,1.0,1.0,1.0,0.976,1.0,1.0,1.0,1.0,0.895,1.0	0.962,0.961,0.95,0.906,0.699,0.865,0.938,1.0,1.0	0.065
42913	ENSG00000156313	RPGR	chrX	-	38287093	38288041	38276586	38276772	38290958	38291024	42913	56,191,351,102,84,144,278,153,94,132,127	25,9,33,25,25,19,68,40,31,51,42	69,111,260,305,269,116,157,92,335	15,7,49,4,12,10,26,6,13	1048	100	4.04388872641e-05	0.00228407279007	0.176,0.669,0.504,0.28,0.243,0.42,0.281,0.267,0.224,0.198,0.224	0.305,0.602,0.336,0.879,0.681,0.525,0.366,0.594,0.711	-0.239
42914	ENSG00000156313	RPGR	chrX	-	38287860	38288041	38276586	38276772	38290958	38291024	42914	10,48,143,43,19,47,144,82,28,53,40	25,9,33,25,25,19,68,40,31,51,42	20,37,101,75,39,39,42,33,103	15,7,49,4,12,10,26,6,13	281	100	0.000873283204024	0.0288306234207	0.125,0.655,0.607,0.38,0.213,0.468,0.43,0.422,0.243,0.27,0.253	0.322,0.653,0.423,0.87,0.536,0.581,0.365,0.662,0.738	-0.203
42916	ENSG00000156313	RPGR	chrX	-	38287864	38288041	38276586	38276772	38290958	38291024	42916	10,48,143,43,19,45,144,81,28,50,40	25,9,33,25,25,19,68,40,31,51,42	20,37,101,75,39,39,42,32,103	15,7,49,4,12,10,26,6,13	277	100	0.000776442503265	0.026253937903	0.126,0.658,0.61,0.383,0.215,0.461,0.433,0.422,0.246,0.261,0.256	0.325,0.656,0.427,0.871,0.54,0.585,0.368,0.658,0.741	-0.204
42972	ENSG00000225830	ERCC6	chr10	-	49488157	49488379	49483345	49483516	49493116	49493252	42972	3,8,0,1,6,2,0,1,2,1,0	11,9,18,17,19,18,23,20,17,28,36	3,8,3,0,6,7,9,0,13	20,34,20,7,22,10,12,8,4	322	100	2.18059651993e-05	0.00136430677732	0.078,0.216,0.0,0.018,0.089,0.033,0.0,0.015,0.035,0.011,0.0	0.045,0.068,0.045,0.0,0.078,0.179,0.189,0.0,0.502	-0.078
42973	ENSG00000225830	ERCC6	chr10	-	49493116	49493252	49483345	49483516	49500537	49500696	42973	25,35,47,58,57,51,36,60,63,58,48	4,0,4,2,0,3,0,6,0,1,0	54,71,51,37,76,52,42,16,14	0,0,0,0,0,0,0,0,0	236	100	0.000632044232106	0.0221870845167	0.726,1.0,0.833,0.925,1.0,0.878,1.0,0.809,1.0,0.961,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.079
42989	ENSG00000125991	ERGIC3	chr20	+	35554371	35554386	35548807	35548865	35555043	35555075	42989	42,24,14,106,74,11,35,141,175,124,102	44,136,68,175,103,98,79,111,149,74,33	120,84,70,20,32,20,48,25,6	134,154,80,123,81,202,135,101,244	115	100	0.00121179349056	0.0375993253807	0.454,0.133,0.152,0.345,0.385,0.089,0.278,0.525,0.505,0.593,0.729	0.438,0.322,0.432,0.124,0.256,0.079,0.236,0.177,0.021	0.149
43020	ENSG00000213918	DNASE1	chr16	+	3651316	3651921	3642891	3643036	3654960	3655044	43020	44,14,2,43,37,24,21,44,48,20,16	1,2,7,9,2,9,2,4,4,0,0	37,34,46,113,72,4,54,25,20	0,2,0,0,0,0,0,2,6	705	100	5.17306546122e-06	0.000410151251935	0.862,0.498,0.039,0.404,0.724,0.274,0.598,0.609,0.63,1.0,1.0	1.0,0.707,1.0,1.0,1.0,1.0,1.0,0.639,0.321	-0.248
43031	ENSG00000134086	VHL	chr3	+	10146513	10146636	10141801	10143021	10149786	10153667	43031	57,42,22,50,56,25,23,40,79,76,42	0,2,0,0,0,2,0,0,0,0,1	50,30,63,44,94,27,50,35,24	0,0,0,0,5,5,15,2,0	223	100	1.22267585057e-07	1.78756006584e-05	1.0,0.904,1.0,1.0,1.0,0.849,1.0,1.0,1.0,1.0,0.95	1.0,1.0,1.0,1.0,0.894,0.708,0.599,0.887,1.0	0.074
43044	ENSG00000048028	USP28	chr11	-	113828843	113828920	113827232	113827360	113829196	113829345	43044	2,2,0,4,13,0,6,6,7,12,5	22,6,4,7,18,3,31,7,11,28,15	0,2,8,0,0,18,0,1,0	23,17,8,10,21,10,38,25,25	177	100	0.000475819446518	0.0176994570389	0.049,0.158,0.0,0.244,0.29,0.0,0.099,0.326,0.264,0.195,0.158	0.0,0.062,0.361,0.0,0.0,0.504,0.0,0.022,0.0	0.057
43132	ENSG00000291010	MRPS31P5	chr13	-	52170703	52170822	52169362	52170056	52171157	52171248	43132	4,0,1,3,0,0,6,2,3,0,0	42,35,9,29,10,14,46,18,9,14,18	3,2,9,8,2,2,3,2,3	8,10,34,0,18,7,6,5,4	219	100	8.89265224857e-06	0.00064188780776	0.042,0.0,0.048,0.045,0.0,0.0,0.056,0.048,0.132,0.0,0.0	0.146,0.084,0.108,1.0,0.048,0.115,0.186,0.154,0.255	-0.199
43135	ENSG00000291010	MRPS31P5	chr13	-	52189638	52189914	52186682	52186823	52194253	52194410	43135	133,70,82,108,55,68,248,128,117,86,109	2,3,2,8,2,0,2,4,5,1,3	117,90,177,113,133,114,146,94,41	0,4,1,0,0,0,0,0,0	376	100	6.2643709553e-08	1.01523284119e-05	0.946,0.861,0.916,0.782,0.88,1.0,0.971,0.895,0.862,0.958,0.906	1.0,0.857,0.979,1.0,1.0,1.0,1.0,1.0,1.0	-0.075
43137	ENSG00000291010	MRPS31P5	chr13	-	52193110	52193233	52189632	52189914	52194253	52194412	43137	1,2,0,1,2,0,6,2,3,1,4	11,2,8,6,4,2,17,13,14,10,12	2,1,4,8,4,2,6,3,2	4,3,10,3,0,1,13,2,0	223	100	0.000220461573701	0.00939801546662	0.039,0.31,0.0,0.07,0.183,0.0,0.137,0.065,0.088,0.043,0.13	0.183,0.13,0.152,0.545,1.0,0.473,0.171,0.402,1.0	-0.354
43523	ENSG00000115459	ELMOD3	chr2	+	85355554	85355896	85354805	85354829	85356966	85357252	43523	9,26,11,53,32,33,18,49,46,28,22	8,0,0,4,0,0,1,2,0,4,0	49,29,17,53,11,35,53,35,18	0,0,0,0,0,0,0,0,0	442	100	1.42365290986e-05	0.000952259860907	0.203,1.0,1.0,0.75,1.0,1.0,0.803,0.847,1.0,0.613,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.162
43539	ENSG00000161835	TAMALIN	chr12	+	52011038	52011207	52010880	52010935	52013686	52013780	43539	21,9,37,106,88,26,20,83,34,43,23	2,0,0,0,0,0,0,0,0,0,1	39,18,47,18,14,37,29,25,17	0,0,0,7,0,6,0,2,0	269	100	0.00165734591723	0.0484542091393	0.796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.895	1.0,1.0,1.0,0.489,1.0,0.696,1.0,0.823,1.0	0.082
43569	ENSG00000197381	ADARB1	chr21	+	45120793	45120959	45074568	45074793	45128401	45128573	43569	1,7,6,3,4,0,2,10,1,7,8	35,25,5,50,54,11,21,28,34,2,2	7,1,0,0,2,0,0,2,0	64,41,60,39,83,50,25,19,20	266	100	4.98885038835e-08	8.36777297813e-06	0.011,0.095,0.311,0.022,0.027,0.0,0.035,0.118,0.011,0.568,0.601	0.039,0.009,0.0,0.0,0.009,0.0,0.0,0.038,0.0	0.153
43583	ENSG00000197381	ADARB1	chr21	+	45175729	45176664	45171609	45171684	45180329	45180444	43583	401,182,133,645,709,163,97,742,544,262,137	0,4,0,5,5,0,1,3,5,5,4	866,691,453,314,534,538,739,449,331	3,2,5,0,3,1,1,1,0	1035	100	0.000690050161822	0.0238339320383	1.0,0.815,1.0,0.926,0.932,1.0,0.904,0.96,0.913,0.835,0.768	0.965,0.971,0.897,1.0,0.945,0.981,0.986,0.977,1.0	-0.055
43591	ENSG00000134480	CCNH	chr5	-	87394404	87394484	87391493	87392904	87395043	87395104	43591	20,8,16,71,34,17,40,39,47,40,15	46,85,42,71,50,59,91,55,49,85,84	22,22,33,8,1,9,16,8,11	98,89,87,349,312,100,137,100,15	180	100	1.11022302463e-15	2.11260128166e-12	0.195,0.05,0.175,0.357,0.274,0.138,0.196,0.283,0.348,0.207,0.09	0.111,0.121,0.174,0.013,0.002,0.048,0.061,0.043,0.289	0.114
43803	ENSG00000133138	TBC1D8B	chrX	+	106839307	106839457	106827169	106827337	106840047	106840198	43803	73,31,15,60,14,19,32,73,27,58,53	0,0,0,0,1,0,3,0,0,4,7	14,42,55,30,45,68,89,23,98	6,4,4,1,6,9,0,0,0	250	100	0.000620750237856	0.0218810989304	1.0,1.0,1.0,1.0,0.848,1.0,0.81,1.0,1.0,0.853,0.752	0.483,0.808,0.846,0.923,0.75,0.751,1.0,1.0,1.0	0.093
43804	ENSG00000133138	TBC1D8B	chrX	+	106839325	106839457	106827169	106827337	106840047	106840198	43804	50,30,11,39,11,15,29,63,18,46,50	0,0,0,0,1,0,3,0,0,4,7	11,31,44,23,45,40,77,19,83	6,4,4,1,6,9,0,0,0	232	100	0.000777250058561	0.0262731944757	1.0,1.0,1.0,1.0,0.826,1.0,0.806,1.0,1.0,0.832,0.755	0.441,0.77,0.826,0.908,0.764,0.657,1.0,1.0,1.0	0.111
43955	ENSG00000115568	ZNF142	chr2	-	218651700	218651822	218650358	218650526	218656149	218656463	43955	60,63,33,95,55,57,13,47,69,42,26	6,0,12,4,6,14,0,2,10,2,0	77,45,27,38,67,54,55,55,12	13,14,13,2,24,7,17,5,8	222	100	0.000206252556027	0.00885041586255	0.818,1.0,0.553,0.915,0.805,0.647,1.0,0.914,0.757,0.904,1.0	0.727,0.591,0.483,0.895,0.557,0.777,0.593,0.832,0.403	0.196
43957	ENSG00000115568	ZNF142	chr2	-	218651700	218652300	218650358	218650526	218656149	218656463	43957	81,103,47,156,94,87,15,79,131,43,29	6,0,12,4,6,14,0,2,10,2,0	139,109,44,38,84,80,60,68,23	13,14,13,2,24,7,17,5,8	700	100	0.000302405330293	0.0122118205624	0.659,1.0,0.359,0.848,0.691,0.47,1.0,0.849,0.652,0.754,1.0	0.604,0.527,0.326,0.731,0.333,0.62,0.335,0.66,0.291	0.261
44030	ENSG00000122870	BICC1	chr10	+	58796339	58796526	58793483	58793615	58798398	58798560	44030	20,33,29,22,31,2,16,26,12,21,13	0,0,0,0,2,0,0,1,1,0,0	44,20,14,11,15,3,33,6,16	0,5,0,8,10,0,0,0,0	287	100	7.60983306669e-06	0.000562913429114	1.0,1.0,1.0,1.0,0.844,1.0,1.0,0.901,0.807,1.0,1.0	1.0,0.582,1.0,0.324,0.343,1.0,1.0,1.0,1.0	0.154
44122	ENSG00000198556	ZNF789	chr7	+	99485207	99485368	99484029	99484143	99486475	99486800	44122	29,11,11,7,10,2,7,4,9,11,3	4,2,1,3,4,4,1,3,4,5,2	14,14,3,19,51,17,8,6,18	0,0,2,0,0,9,0,2,0	261	100	1.61736514415e-06	0.000158652841796	0.735,0.678,0.808,0.472,0.489,0.161,0.728,0.338,0.463,0.457,0.365	1.0,1.0,0.365,1.0,1.0,0.42,1.0,0.535,1.0	-0.296
44126	ENSG00000261371	PECAM1	chr17	-	64341633	64341690	64329699	64329722	64348259	64348322	44126	18,75,120,75,27,110,51,36,53,57,34	1,2,12,6,0,0,0,4,1,12,0	61,74,46,70,82,72,93,47,120	0,1,0,0,0,0,0,0,0	157	100	3.2441604958e-11	1.6349087547e-08	0.92,0.96,0.864,0.888,1.0,1.0,1.0,0.851,0.971,0.752,1.0	1.0,0.979,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.07
