gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR22776675_Aligned.sortedByCoord.out	countData.SRR22776676_Aligned.sortedByCoord.out	countData.SRR22776677_Aligned.sortedByCoord.out	countData.SRR22776686_Aligned.sortedByCoord.out	countData.SRR22776687_Aligned.sortedByCoord.out	countData.SRR22776688_Aligned.sortedByCoord.out	countData.SRR22776689_Aligned.sortedByCoord.out	countData.SRR22776690_Aligned.sortedByCoord.out	countData.SRR22776691_Aligned.sortedByCoord.out	countData.SRR22776692_Aligned.sortedByCoord.out	countData.SRR22776693_Aligned.sortedByCoord.out	countData.SRR22776660_Aligned.sortedByCoord.out	countData.SRR22776678_Aligned.sortedByCoord.out	countData.SRR22776679_Aligned.sortedByCoord.out	countData.SRR22776680_Aligned.sortedByCoord.out	countData.SRR22776681_Aligned.sortedByCoord.out	countData.SRR22776682_Aligned.sortedByCoord.out	countData.SRR22776683_Aligned.sortedByCoord.out	countData.SRR22776684_Aligned.sortedByCoord.out	countData.SRR22776685_Aligned.sortedByCoord.out
SLC1A2	ENSG00000110436	E064	110.092776337972	0.0431091212937772	14.2254856642583	0.000162159391628726	0.0254975770861707	8.98277588216755	9.94023430429549	0.679634532316491	11	35315176	35317376	2201	-	163	119	59	150	121	150	73	112	119	83	132	174	147	104	82	149	115	85	64	86
PTPN5	ENSG00000110786	E007	17.862694303101	0.0570805620940797	12.2137568705801	0.000474384096973528	0.0464740361439418	5.41404102142721	6.52492550942008	0.865603758987905	11	18732592	18732702	111	-	14	1	1	35	26	1	11	14	19	16	18	27	22	40	22	34	45	38	38	0
PTPN5	ENSG00000110786	E018	5.80305010036574	0.179212352909977	14.2950773403475	0.000156273017869536	0.0250119325206893	4.63550262379061	2.86459919885727	-1.73974699815741	11	18744006	18744199	194	-	3	3	6	10	13	9	8	12	14	9	7	4	4	1	4	1	2	4	7	0
SLC11A2	ENSG00000110911	E027	17.4754530191312	0.101236185671642	13.4336445607386	0.000247151491560437	0.0320738081783288	5.23162203310443	6.48194574446259	0.980943982281889	12	50992930	50993144	215	-	11	7	15	22	13	4	23	16	7	8	11	16	15	34	28	54	58	30	15	6
PTGES3	ENSG00000110958	E015	13.9631168724117	0.185572591438271	12.9652269063581	0.000317329997954839	0.0370139479250851	3.95490174756199	6.15492721279431	1.84105841261994	12	56672952	56673065	114	-	2	3	3	7	3	6	5	1	4	8	9	7	20	10	147	23	9	10	5	11
METAP2	ENSG00000111142	E013	6.20510402436614	0.082355293301351	12.0707887542187	0.000512180267791441	0.0483086842023739	3.45628180516818	4.77885917039437	1.22013974374977	12	95484794	95484873	80	+	1	4	1	4	9	4	6	5	5	5	7	8	9	6	7	20	5	23	5	4
METAP2	ENSG00000111142	E027	113.665412434522	0.0310652044476463	23.630301064038	1.16734785382404e-06	0.0013616157612068	9.84176455346535	8.91916049610137	-0.655436622482464	12	95513652	95514299	648	+	119	87	76	216	159	115	159	200	217	166	147	125	108	98	45	48	86	118	68	52
CDKN1B	ENSG00000111276	E013	83.2997044980429	0.025472254582557	18.1047717682048	2.09076818863146e-05	0.00797141209435465	8.6165147495964	9.23200710779552	0.439572503425633	12	12717861	12718053	193	+	70	83	43	143	101	73	46	76	72	45	44	118	85	81	112	148	134	144	127	55
BLTP3B	ENSG00000111647	E014	8.00004181487251	0.0939504323824304	17.0575237682636	3.62644095672356e-05	0.0112389887293085	3.73674364924674	5.32251428964689	1.39217208136688	12	100069908	100070169	262	-	16	3	1	7	12	1	3	10	5	7	5	8	15	19	7	18	5	15	7	10
BLTP3B	ENSG00000111647	E031	48.9111355712944	0.0342269406566303	12.5490442575266	0.000396408996956158	0.0418270170752112	8.10129686328732	7.1337041154522	-0.707969206146511	12	100098352	100098541	190	-	68	29	27	86	67	17	78	129	95	103	90	48	31	39	19	13	28	62	37	5
TPI1	ENSG00000111669	E011	15.4240982209622	0.158547534037871	20.0948365689874	7.36953673898642e-06	0.00420138293068454	4.55287368514604	6.51818868119373	1.57945731899391	12	6868510	6868863	354	+	2	9	10	16	9	4	4	2	18	8	15	37	31	36	34	28	26	20	11	14
CMAS	ENSG00000111726	E006	12.7433952592088	0.0481048189004103	38.1081061693675	6.69314869763662e-10	7.12679353740455e-06	4.39835075429232	6.25292860192109	1.51278431121004	12	22055455	22055610	156	+	10	2	2	10	11	5	9	14	14	12	18	25	17	27	24	19	13	18	22	7
CEP85L	ENSG00000111860	E021	13.76156924978	0.0423597220563726	19.3091062838348	1.1117486432031e-05	0.00524426549319182	4.81378481333474	6.07398732570653	1.01563073258006	6	118632453	118632611	159	-	12	6	5	18	9	6	19	6	13	16	13	10	17	13	27	33	18	26	20	10
HBS1L	ENSG00000112339	E004	30.437964495437	0.0593582938287452	15.9015696842607	6.67233565126342e-05	0.015771823369454	7.24184935080787	6.12854241776753	-0.838964356473107	6	134964633	134964841	209	-	32	24	25	65	44	32	52	66	51	41	43	28	36	10	11	16	26	21	24	3
EPM2A	ENSG00000112425	E012	116.681281153082	0.0252417658908979	13.4992596662334	0.00023865759297319	0.031568248581462	9.70248055619188	9.04752276362287	-0.4652796239747	6	145625996	145626759	764	-	109	77	149	241	152	114	188	189	128	137	222	75	74	129	52	41	96	87	87	60
QKI	ENSG00000112531	E017	60.5189879196869	0.0301870326430382	12.0945325223748	0.000505698924514755	0.0480980031199334	7.86768305104508	8.69145157555213	0.594259595061295	6	163478803	163478896	94	+	67	50	51	78	32	61	92	59	42	47	52	66	51	92	64	97	64	122	77	20
EXOC2	ENSG00000112685	E007	20.6841063783801	0.067469796197202	15.5044468231101	8.23113895290467e-05	0.0177305182580501	5.5708336695424	6.75350118407922	0.912376508121307	6	549175	549291	117	-	19	12	9	21	13	5	21	12	11	26	22	36	30	35	41	46	14	32	18	19
SENP6	ENSG00000112701	E031	48.9381658316127	0.0131880544577584	13.6556948214485	0.000219574359230663	0.0303807258180485	7.54305095547154	8.14268354905063	0.436303381351185	6	75677257	75678582	1326	+	56	34	24	73	48	40	57	38	45	51	70	48	52	62	59	66	52	71	54	36
VEGFA	ENSG00000112715	E043	365.686108152218	0.0446178635740098	17.6876447112519	2.60311944357318e-05	0.0090759740034538	12.3595165718696	11.5429921493123	-0.57107979465631	6	43784950	43786439	1490	+	194	504	415	509	418	400	121	245	373	113	137	1359	1100	299	117	128	146	351	105	394
FBRSL1	ENSG00000112787	E021	30.2418102763051	0.0712955540039902	16.5085797541229	4.84304268933239e-05	0.0132492843347011	6.34137172188088	7.38126545851725	0.778392794808251	12	132571307	132571524	218	+	26	38	6	43	34	25	3	28	29	4	4	54	42	33	48	59	72	27	41	33
NUDT12	ENSG00000112874	E001	135.242030329497	0.0179146954944197	14.4392732415463	0.000144751934197967	0.0239511242606562	9.96877017977931	9.49678458939111	-0.334120660844729	5	103548855	103550507	1653	-	133	95	106	204	153	81	239	277	182	264	234	99	91	134	61	88	117	161	91	54
BRD8	ENSG00000112983	E047	41.6220441414823	0.0320243053904798	13.5977328319126	0.000226458855138254	0.0307796926561111	7.14749200984222	7.84832617037212	0.514229491768234	5	138168470	138168688	219	-	33	47	17	44	37	31	21	40	46	22	29	56	62	51	60	56	51	61	56	48
NNT	ENSG00000112992	E068	74.3569618788866	0.0336790429619071	14.7265071544365	0.000124286582304109	0.0222719472473618	9.00323157273857	8.04117753431445	-0.691222003414484	5	43704955	43705451	497	+	76	43	35	142	152	38	89	175	162	124	115	86	62	55	11	46	76	76	43	28
HSPA9	ENSG00000113013	E002	19.2543893130788	0.0616101960551191	18.2171737648648	1.97093603149757e-05	0.00776569881802478	6.57241438038477	4.98811628346416	-1.25029863680017	5	138554888	138555218	331	-	15	24	17	30	33	12	25	23	40	51	32	21	17	14	8	11	8	8	9	5
CERT1	ENSG00000113163	E007	11.6125419547739	0.114087547361006	12.8424045745714	0.00033885188712324	0.0382319769891168	4.45348507676107	5.85036473487548	1.15226611510583	5	75368659	75369236	578	-	14	10	6	10	22	3	3	11	5	4	9	18	13	11	16	24	35	23	17	6
CERT1	ENSG00000113163	E021	16.3469227938496	0.0442898931473841	12.8783612665439	0.000332403174239551	0.0379442363647507	5.301553104231	6.21493697273758	0.720124306738946	5	75377775	75378517	743	-	14	8	9	31	16	6	15	16	19	16	10	14	22	17	23	27	30	23	19	17
GNPDA1	ENSG00000113552	E001	10.4850704539657	0.109242296846381	16.0152256156325	6.28351264067661e-05	0.0153392342956088	4.29958786792658	5.49140704297536	1.00453848265145	5	141991749	141991920	172	-	4	2	6	16	14	4	6	3	9	7	3	7	13	16	18	32	16	25	24	7
SKP1	ENSG00000113558	E005	17.505041396053	0.0897552386144541	14.7031299824091	0.000125837344381056	0.0223934622859304	6.3067149769554	4.72814858541122	-1.26745793520574	5	134158596	134158628	33	-	17	6	17	29	22	7	24	39	31	48	53	10	13	14	1	12	11	4	11	3
SMAD5	ENSG00000113658	E019	21.3195969700916	0.0772929336920541	16.3851431808098	5.16887930643401e-05	0.0137024427332918	5.43938634155801	6.94415252169365	1.16024955797975	5	136160856	136160985	130	+	24	10	9	10	18	9	19	13	13	18	19	14	23	43	42	26	50	52	15	26
CPEB4	ENSG00000113742	E003	1746.68621931267	0.0237074498677625	19.8702742319314	8.28790602575665e-06	0.00444164154494775	14.9465114826858	15.4506892229144	0.350852212821675	5	173889531	173890665	1135	+	2290	1116	691	2308	1863	889	2069	2212	1886	1362	1461	2237	2083	2501	2383	2955	2441	2350	1613	1177
CPEB4	ENSG00000113742	E029	2124.35209661919	0.0372004668127552	12.2865147740216	0.000456242942081247	0.0455199898341185	15.8647310620642	15.196059698158	-0.46523153664935	5	173956846	173960309	3464	+	2331	1595	1758	2792	2595	1318	3371	3090	1938	2869	3699	1855	1251	2039	2289	2218	2407	2304	1682	1213
BCL6	ENSG00000113916	E025	130.478674027961	0.0645571385474361	20.9087343845526	4.81693197490114e-06	0.00315327180597789	8.59783099113249	9.99258696134217	0.992023196401053	3	187736570	187737088	519	-	32	54	47	104	38	50	19	40	39	22	28	162	108	85	407	945	92	337	72	183
BCL6	ENSG00000113916	E027	80.0986951265178	0.0345484326415157	31.3858844358082	2.11513059170364e-08	9.77561884506666e-05	7.78482945265849	8.96766969027375	0.852061565551078	3	187737597	187737944	348	-	15	31	20	83	28	27	13	39	28	15	27	112	94	78	229	467	66	242	40	115
FAM162A	ENSG00000114023	E008	18.1100038306209	0.0935125904202825	12.6941875948157	0.000366793923811957	0.0398491627337993	5.39541949921975	6.41885022708981	0.800065790199378	3	122387464	122387515	52	+	10	16	8	8	26	5	18	9	21	11	13	17	26	25	32	48	28	36	14	18
FAM162A	ENSG00000114023	E025	256.235215567597	0.0729202370723145	15.9352612455187	6.55461649864031e-05	0.0156032492339197	11.7064168368986	10.5189634417014	-0.833200345604321	3	122409927	122412322	2396	+	319	149	117	335	474	114	257	571	627	387	332	296	316	322	98	116	257	264	168	90
KAT2B	ENSG00000114166	E010	13.2357358760122	0.0656837803135777	12.9828943913449	0.000314349649689989	0.0366996780283201	4.7785616554304	5.80300999002171	0.834298761190491	3	20111644	20111787	144	+	9	7	7	20	8	13	4	3	9	11	16	10	12	17	16	21	28	25	11	24
KAT2B	ENSG00000114166	E028	1069.35941394057	0.0203668743070431	14.6835115818092	0.000127153786043418	0.0224438595549328	14.3992974634349	13.8364478189984	-0.392036773614061	3	20152332	20154404	2073	+	788	1028	1045	1272	1082	1115	1660	1283	1061	1239	1380	1167	900	883	1025	810	1105	1296	690	888
CEP15	ENSG00000114405	E015	112.611822616771	0.0714549439546328	14.6264339125082	0.000131063219688455	0.0226328364271156	9.71269552868979	8.69648234638335	-0.723374920702713	3	62333255	62333646	392	+	106	35	20	136	177	25	210	343	264	299	275	92	61	184	25	22	55	110	45	6
CEP15	ENSG00000114405	E016	212.046472216373	0.0482903524377544	15.7874203036747	7.08721626501738e-05	0.0160401825812627	10.594466821654	10.9695661104796	0.263596024438187	3	62333647	62336213	2567	+	241	63	39	312	367	48	224	451	368	406	436	318	200	293	128	205	240	275	179	10
FXR1	ENSG00000114416	E054	44.3495336262143	0.0247482633158977	13.3930743660048	0.000252555089874514	0.0324053828904228	7.28851557222493	8.06664017282494	0.568407596953413	3	180976122	180976282	161	+	29	19	21	58	38	12	50	33	25	61	62	53	44	52	124	96	65	73	41	19
BBX	ENSG00000114439	E024	41.1646402703991	0.0401069361794301	17.3974620682692	3.03230592004509e-05	0.0100533086144007	6.97794407872653	7.97165494765377	0.729771366837051	3	107657062	107657172	111	+	42	28	31	35	14	21	70	29	24	31	36	45	39	41	83	59	54	71	48	45
SCAP	ENSG00000114650	E004	6.78058453946196	0.0692856876983912	14.1794008890683	0.000166179851565496	0.0258293889237137	4.71993375470135	3.29267779794722	-1.33938313339607	3	47414180	47414386	207	-	3	7	12	13	19	12	3	10	9	6	2	7	10	2	0	2	3	5	3	6
COMMD2	ENSG00000114744	E001	351.214255168883	0.0616546245793883	15.7814077502501	7.10977491014625e-05	0.0160401825812627	12.0907395853	11.4444768626437	-0.452256679862003	3	149738472	149741389	2918	-	376	216	261	530	500	237	473	623	465	536	607	395	249	322	190	217	463	409	254	170
EIF1B	ENSG00000114784	E003	27.6021655797141	0.0430604628447888	21.0467225749495	4.48218872494261e-06	0.00307269725600734	6.28643773077197	7.25696863520284	0.728778282774794	3	40309826	40309972	147	+	33	16	8	37	23	8	11	36	42	33	31	31	40	42	21	36	53	63	25	22
NEK4	ENSG00000114904	E003	8.4655904999347	0.0463240807526838	12.182011140342	0.000482525920391986	0.0468673424462494	4.00383395490599	5.09355267309314	0.951056409158615	3	52737498	52737585	88	-	6	1	8	6	7	3	10	2	3	6	15	8	10	22	9	17	12	17	9	8
INO80D	ENSG00000114933	E001	1312.48147793751	0.0203410298473701	11.9516843646077	0.000545980002181116	0.0498239759316147	14.781221267818	14.3794483155286	-0.279717927663629	2	205993721	206005533	11813	-	1428	1112	1009	2125	1360	964	1404	1644	1472	1481	1563	1413	1273	1274	1304	1736	1764	1731	1079	795
INO80D	ENSG00000114933	E009	183.654116463111	0.0175859424983343	12.340993715755	0.000443119081724958	0.0448764981741103	10.3928794079097	10.6727187590249	0.196930923366865	2	206056198	206056943	746	-	177	203	133	214	199	132	113	186	183	162	138	236	210	230	227	320	275	228	178	140
ADAM23	ENSG00000114948	E012	33.000290344685	0.0835974227688365	18.0278036290934	2.17702076498123e-05	0.00809637177599079	6.33461269506165	7.83146831617759	1.11292511982905	2	206559955	206560118	164	+	38	11	1	41	49	3	24	39	33	23	13	42	73	39	39	119	59	72	50	4
PIKFYVE	ENSG00000115020	E056	1036.24297977042	0.00877766902888528	31.4265329800236	2.0713094478247e-08	9.77561884506666e-05	14.2838455080316	13.8170465410725	-0.325158677800021	2	208355190	208358746	3557	+	1066	711	815	1706	1365	656	1458	1509	1333	1424	1356	1084	892	994	981	1039	1119	1288	764	535
SLC35F5	ENSG00000115084	E001	7.36567046587325	0.116205820109643	12.9375401792728	0.000322057921725779	0.037284501553612	3.24488376833951	5.00098616544891	1.6268926061042	2	113705011	113705548	538	-	5	2	3	7	2	1	9	5	2	1	1	6	9	2	12	6	28	12	5	25
GPD2	ENSG00000115159	E006	5.99537992655849	0.0982434711656566	15.9352195869631	6.55476075716077e-05	0.0156032492339197	3.22339244835282	4.88719336761596	1.55460930021166	2	156436514	156436615	102	+	5	4	1	7	3	3	6	10	2	3	2	15	5	18	9	15	3	8	10	3
TANC1	ENSG00000115183	E030	29.739652375179	0.0384742627689561	17.0612615892535	3.61931001643176e-05	0.0112389887293085	6.39608628213273	7.2237146564813	0.620467722266395	2	159224393	159225687	1295	+	23	26	18	54	15	32	10	15	19	12	16	35	46	46	30	55	39	59	34	38
PDE1A	ENSG00000115252	E023	11.2725444280469	0.0888654999987721	13.7414525560689	0.000209773213003261	0.0295558183306108	4.47967036465391	5.84223848358346	1.12291215554293	2	182522387	182522577	191	-	8	4	0	14	11	1	17	10	8	12	21	17	13	34	16	26	5	28	14	0
CCDC88A	ENSG00000115355	E026	89.9271269341046	0.0160998143783777	15.0422563278875	0.000105130703686667	0.0200727679571748	NA	NA	NA	2	55293553	55295596	2044	-	101	85	65	113	102	52	93	85	98	94	106	131	109	89	105	134	127	114	94	36
CCDC88A	ENSG00000115355	E125	10.1546444375299	0.0423339478465065	18.3267747942323	1.86073543699277e-05	0.00755517471451879	NA	NA	NA	2	55355752	55356203	452	-	10	9	10	10	7	3	13	5	5	7	8	21	12	11	21	15	16	28	13	0
CCDC88A	ENSG00000115355	E127	23.3914143749276	0.0355602955741576	12.3512259175229	0.000440696987858462	0.0448374497554639	NA	NA	NA	2	55361913	55362307	395	-	18	17	19	36	25	19	20	23	18	11	30	38	17	17	32	43	41	39	33	10
LANCL1	ENSG00000115365	E013	62.871150933709	0.0389699590361676	12.9981197149904	0.000311803921620614	0.0365354465456205	8.02656726259275	8.71576579323703	0.496345330821829	2	210455107	210455258	152	-	61	44	39	88	48	37	71	52	88	104	110	86	79	89	48	84	79	102	68	2
DNAH6	ENSG00000115423	E064	11.8283892976017	0.026035471146744	12.8439899408889	0.000338564915945443	0.0382319769891168	4.53112826175438	5.54495578506075	0.842862608452854	2	84710287	84710412	126	+	6	11	9	5	12	2	8	7	10	6	15	10	15	12	25	15	17	17	11	23
DNAH6	ENSG00000115423	E073	6.3200195427442	0.12198549668179	16.0275175226162	6.24285111883636e-05	0.0153392342956088	4.70758484345524	2.90785839737904	-1.75164273138376	2	84781493	84781653	161	+	18	13	4	11	7	0	13	7	12	8	9	1	2	2	7	0	2	1	5	6
EPAS1	ENSG00000116016	E003	227.466154342743	0.0120943763206469	45.2511155240063	1.73321787494313e-11	6.89220113620204e-07	10.6175452682587	11.1225261020319	0.354709034314967	2	46297407	46297741	335	+	136	145	364	282	148	291	65	127	128	63	58	243	275	219	274	319	236	339	150	470
EPAS1	ENSG00000116016	E034	1297.95556128472	0.0210408239213519	25.7633471253393	3.8594869173814e-07	0.000761838966802366	14.8676099499334	14.2268770287179	-0.446098737796191	2	46384551	46386696	2146	+	805	1069	2457	1895	941	2342	756	1083	869	559	671	1130	1137	1003	1204	1130	973	1321	526	2268
SUMO1	ENSG00000116030	E002	65.0310039999078	0.147199411813977	12.7662852348065	0.000352923018371656	0.038969140099134	8.96512241107058	7.36693655488285	-1.15620298169023	2	202206187	202206649	463	-	64	27	29	80	73	32	150	150	124	142	152	40	42	88	22	23	55	69	32	9
SUMO1	ENSG00000116030	E018	7.4601204080704	0.0754224049068765	22.8069074275031	1.79120765736674e-06	0.00169608267128442	3.64755974270706	5.08909839042332	1.28833764806805	2	202220032	202220106	75	-	5	6	2	11	10	3	3	7	3	3	3	12	6	18	10	19	12	12	12	7
CEP104	ENSG00000116198	E018	41.4807473596769	0.025011372030457	14.0912579899573	0.000174151300869228	0.0265073368502338	7.13493915012701	7.83438433715906	0.513388322038916	1	3829791	3829997	207	-	39	30	33	40	37	33	26	27	22	42	26	48	64	81	54	45	68	67	53	34
RPL22	ENSG00000116251	E007	136.085049056789	0.0591889178046675	13.5445956375769	0.000232961261791711	0.0310991990037561	9.58244891497325	10.2968828586261	0.504890656716313	1	6197758	6199369	1612	-	158	80	79	219	137	47	151	192	158	121	129	143	176	186	197	294	179	176	130	52
QSOX1	ENSG00000116260	E009	7.64967394817274	0.0563735019724822	18.0798168114852	2.11835054924097e-05	0.00797141209435465	3.80835612821269	4.95491443655579	1.02061082528181	1	180183916	180184050	135	+	9	7	7	6	5	1	0	6	10	2	3	12	23	11	15	16	8	16	3	6
STXBP3	ENSG00000116266	E030	157.222317530649	0.0313717217498168	21.6443897100298	3.28168452713616e-06	0.00258071606505554	10.4466128324801	9.59644210283675	-0.600447181236397	1	108808783	108809523	741	+	174	131	149	261	139	88	313	316	208	261	276	162	81	145	122	90	157	137	91	34
ELAPOR1	ENSG00000116299	E051	298.511070037735	0.0360010706460746	18.546695766648	1.65792376567675e-05	0.00704376048605698	11.9505970733945	11.0617713058293	-0.622599872800889	1	109203232	109206781	3550	+	468	176	50	423	561	57	194	606	741	459	328	393	430	329	210	344	316	412	242	40
MEF2D	ENSG00000116604	E005	95.875501477276	0.0502956041323215	13.3188465481704	0.000262751758607512	0.03334582308595	8.74821011509766	9.68488715063537	0.666642189628513	1	156468780	156469020	241	-	140	76	35	151	124	23	14	98	117	57	63	223	260	102	87	151	181	155	65	46
IVNS1ABP	ENSG00000116679	E026	9.92791943522503	0.0377441135976901	12.331579597531	0.000445359387767662	0.044993922525132	5.15758727873158	4.07714034433516	-0.935871413042268	1	185307489	185307662	174	-	11	8	10	27	11	16	15	21	8	10	19	10	8	7	4	7	9	2	5	1
PDC	ENSG00000116703	E002	75.4306262850924	0.111393670479962	12.2592079343205	0.000462967977891561	0.0457286908170552	8.25170441268993	9.22822690285822	0.699300784921089	1	186443582	186444506	925	-	110	38	26	100	80	31	127	78	58	69	152	83	101	119	59	105	128	128	79	9
GNPAT	ENSG00000116906	E003	26.4648857529468	0.0346599798621269	15.4115571416002	8.64579017839239e-05	0.0182451768853423	6.13784283429984	7.09624155355018	0.723984007345821	1	231241216	231241456	241	+	26	8	6	51	27	15	16	21	27	19	18	35	38	44	39	33	31	37	23	44
SIPA1L2	ENSG00000116991	E014	5.84527547326405	0.0603980599674406	14.3210397231846	0.000154132532084068	0.0248352266247605	3.23165754644946	4.6424654740058	1.33757771488185	1	232419875	232419920	46	-	4	2	5	9	0	5	3	2	2	5	1	15	7	11	8	17	7	16	8	2
KLHL12	ENSG00000117153	E002	515.596644094374	0.0257262224254382	18.1372281554023	2.05543365594885e-05	0.00794350815241485	12.8676111095463	12.2617777117287	-0.423026903166695	1	202891120	202892659	1540	-	544	217	211	665	832	204	668	1190	868	1050	858	512	354	651	315	448	517	711	378	139
KLHL12	ENSG00000117153	E003	64.0029935180935	0.0389274747375964	17.2825925347957	3.22124340047923e-05	0.0104107016559669	8.06796459705102	8.76646309566471	0.502652009975083	1	202893239	202893425	187	-	65	15	18	65	51	34	105	80	65	83	97	67	57	124	85	102	95	103	58	29
SSX2IP	ENSG00000117155	E007	10.0463664412029	0.0776836176312915	19.6019669433396	9.53709640691218e-06	0.00481182581951251	4.32973313419339	5.60486838606336	1.06815057247093	1	84649671	84649948	278	-	20	1	0	9	8	0	11	22	5	7	17	13	17	21	14	16	7	31	5	5
SSX2IP	ENSG00000117155	E023	13.8380383120147	0.0462323972802659	14.693441302079	0.000126485754323697	0.022430652765784	5.08985728904807	5.97190862137702	0.705633999507825	1	84664417	84664552	136	-	18	4	0	18	14	1	28	23	11	16	23	25	12	27	2	33	24	19	11	5
SLC2A1	ENSG00000117394	E029	16.292352099414	0.0823297955039917	13.0686153516201	0.000300285034823163	0.0358070368754839	4.93292206480191	6.12782055039225	0.956920386385747	1	42942966	42943225	260	-	6	14	37	20	1	16	0	11	5	0	1	20	28	15	27	12	9	10	9	46
TMED5	ENSG00000117500	E008	57.9291250774315	0.0244723397085396	16.9421500114676	3.85363396988376e-05	0.0115541605672704	7.81514680343015	8.52994396509541	0.516634006931438	1	93156300	93156483	184	-	52	22	15	84	45	15	94	65	41	62	65	63	37	87	74	56	62	116	75	85
DR1	ENSG00000117505	E007	47.9322764351579	0.0261272413481112	12.0701863063919	0.000512345804394882	0.0483086842023739	7.63359252484124	7.97961532661569	0.251947700039653	1	93360493	93360935	443	+	32	31	28	79	52	18	50	62	59	59	43	66	86	45	32	72	47	53	48	52
RCOR3	ENSG00000117625	E044	11.5447843925105	0.0430626772153909	17.1824294549372	3.39562567903425e-05	0.0107814718093344	4.67719896874824	5.748047026069	0.87760323161636	1	211313673	211313839	167	+	7	2	6	26	13	4	9	6	12	13	14	20	22	25	14	15	23	23	12	0
NSL1	ENSG00000117697	E002	961.420447880429	0.0171054924575542	12.9432220819209	0.000321081893376389	0.0372484027229213	14.1163732401672	13.7434572167111	-0.259797829423558	1	212727180	212738482	11303	-	1050	732	600	1415	1416	655	1086	1261	1279	1043	1297	1033	898	1027	897	1261	1392	1257	971	309
STX12	ENSG00000117758	E017	1024.41199361187	0.0834049947090604	14.4843848820441	0.000141326217802241	0.0236106792986124	14.4798943296775	13.4208708338852	-0.737784773040689	1	27822231	27824443	2213	+	1160	544	541	1685	1529	561	1274	2057	2022	1778	1706	1238	1086	1247	453	611	910	1145	516	302
NRP2	ENSG00000118257	E033	11.0504449338299	0.0540692774281382	13.7381695643581	0.000210140180386773	0.0295558183306108	4.48684400454988	5.59152010765047	0.918667619804108	2	205752835	205752975	141	+	16	3	11	6	4	2	6	11	18	7	5	17	22	22	15	25	21	9	18	3
CREB1	ENSG00000118260	E046	167.024976034382	0.0368449462311023	12.681202340388	0.000369349990060735	0.0399576895655419	9.98524092488876	10.7119337926136	0.512020229406181	2	207603432	207605988	2557	+	117	83	89	194	176	80	258	137	110	195	284	167	125	172	284	200	319	278	177	122
HMGN3	ENSG00000118418	E003	42.2360679155632	0.0332520766424213	13.0417821909575	0.000304618083550219	0.0360558701078867	7.79490000604039	7.24089398456541	-0.406243383844869	6	79201479	79201726	248	-	31	22	24	92	52	23	77	68	72	49	50	33	26	50	48	36	41	49	43	24
SGIP1	ENSG00000118473	E056	9.30336327654142	0.0203603869331517	12.532316512782	0.000399973625295493	0.042030316107423	4.46227576058976	5.2415628892646	0.658310254834925	1	66690190	66690316	127	+	8	1	3	9	13	2	8	12	9	13	19	19	15	19	5	15	15	16	11	0
ADGB	ENSG00000118492	E031	18.4371752394501	0.0283167417960946	16.9756739946334	3.78618249160362e-05	0.011449402726299	5.05070618325834	6.07846673947833	0.820682462330858	6	146724378	146726082	1705	+	0	40	44	0	7	7	6	6	6	7	1	0	9	11	33	19	11	6	11	70
SLC16A7	ENSG00000118596	E004	12.5840163794097	0.111750705059747	17.0915747091314	3.56199744259194e-05	0.0111469669236391	4.44896724377967	6.10082539862151	1.35105252604895	12	59597059	59597169	111	+	12	11	2	14	15	0	5	13	7	12	7	16	11	31	21	40	14	21	23	7
OLFM3	ENSG00000118733	E010	13.546589522569	0.0851910496966224	13.2295555511994	0.000275569146418159	0.0343273542721635	4.83743972345003	6.16501225587272	1.06588974729648	1	101837660	101837898	239	-	11	2	0	16	16	3	12	23	7	9	33	15	12	37	7	22	28	48	18	0
TJP2	ENSG00000119139	E035	29.7928804848365	0.0360019895296094	23.6911525851853	1.13101293682285e-06	0.00134366431362956	6.18518316488265	7.38770261549907	0.902849896180184	9	69251365	69252814	1450	+	12	22	15	38	6	11	29	11	19	17	24	32	39	29	97	70	80	39	46	15
RAD23B	ENSG00000119318	E007	12.3683124861935	0.0772353806368204	12.0133377273002	0.000528211773804158	0.0489333861730803	4.74356320377806	5.76616033150385	0.835108119710954	9	107300141	107300222	82	+	9	4	6	23	13	4	12	7	9	13	14	13	9	21	14	31	20	25	7	15
SET	ENSG00000119335	E036	737.373224211861	0.0320312902110389	18.5775601919855	1.63129541214412e-05	0.00695365412460345	13.6131568816573	12.8690114662743	-0.518925746400388	9	128695170	128696341	1172	+	775	479	469	1248	1226	740	830	1422	1431	1091	1011	813	736	630	382	409	613	617	405	346
RAB14	ENSG00000119396	E005	1432.15737293457	0.0160032099669998	14.588254316608	0.000133745590909671	0.0228379027464175	14.8863043171778	14.5147211327835	-0.258673483203086	9	121179321	121181498	2178	-	1578	1005	1005	2395	2120	961	1504	2208	2145	2246	2116	1799	1325	1449	1052	1323	1288	1787	1030	538
FBXW2	ENSG00000119402	E012	102.376812447601	0.0169423294863892	20.5942117073928	5.6767491420172e-06	0.00358763684756788	8.9679771963063	9.72578872268064	0.538524995551548	9	120778351	120778545	195	-	94	55	41	131	139	52	99	137	101	106	110	147	95	121	108	160	142	170	87	103
