ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6959	ENSG00000137752	CASP1	chr11	-	105031164	105031280	105033063	105033126	105030329	105030503	105034207	105034474	6959	2,0,1,2,0,0,1,0,1,0,0	1,1,2,13,1,1,14,3,8,7,2	1,12,2,0,5,2,0,0,2	16,8,12,6,10,2,11,10,1	163	216	7.59980721921e-06	0.000338290205577	0.726,0.0,0.399,0.169,0.0,0.0,0.086,0.0,0.142,0.0,0.0	0.076,0.665,0.181,0.0,0.399,0.57,0.0,0.0,0.726	-0.152
6973	ENSG00000173852	DPY19L1	chr7	-	34957983	34958070	34966893	34966971	34955307	34955367	34969432	34969532	6973	55,32,31,188,75,29,52,104,72,83,64	13,10,5,59,47,3,24,40,26,15,13	61,40,102,67,46,106,103,98,68	21,5,21,4,12,21,13,22,6	178	187	0.000452283740814	0.00863035334255	0.816,0.771,0.867,0.77,0.626,0.91,0.695,0.732,0.744,0.853,0.838	0.753,0.894,0.836,0.946,0.801,0.841,0.893,0.824,0.923	-0.073
6982	ENSG00000186952	TMEM232	chr5	-	110642259	110642371	110667227	110667364	110640890	110640996	110726626	110726671	6982	0,11,3,4,4,2,0,5,2,2,4	38,55,47,55,44,40,39,64,84,50,39	5,3,4,0,4,3,5,2,20	30,30,29,59,8,19,42,26,65	237	212	0.00123333720066	0.0182998455585	0.0,0.152,0.054,0.061,0.075,0.043,0.0,0.065,0.021,0.035,0.084	0.13,0.082,0.11,0.0,0.309,0.124,0.096,0.064,0.216	-0.072
7018	ENSG00000168958	MFF	chr2	+	227347225	227347384	227352513	227352573	227342744	227342819	227355676	227355761	7018	46,50,35,102,119,51,73,178,150,114,50	271,153,104,233,248,70,382,400,402,578,604	65,57,40,15,28,70,51,50,32	259,201,294,94,152,328,338,191,115	259	160	0.000567604532715	0.0101591322775	0.095,0.168,0.172,0.213,0.229,0.31,0.106,0.216,0.187,0.109,0.049	0.134,0.149,0.078,0.09,0.102,0.116,0.085,0.139,0.147	0.053
7104	ENSG00000244128	LINC01322	chr3	+	165460538	165460632	165497943	165498180	165382794	165382907	165511510	165511651	7104	10,3,1,9,2,0,3,20,20,13,4	74,54,33,20,30,22,141,54,48,99,43	2,3,0,0,0,0,0,9,0	28,32,41,40,38,21,37,10,5	194	337	0.000304766800491	0.00635603664861	0.19,0.088,0.05,0.439,0.104,0.0,0.036,0.391,0.42,0.186,0.139	0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.61,0.0	0.09
7141	ENSG00000145495	MARCHF6	chr5	+	10381799	10381943	10386993	10387066	10378758	10378832	10390331	10390500	7141	58,32,19,99,101,30,32,115,142,96,70	167,64,45,215,246,49,265,279,230,232,222	76,84,59,13,35,59,80,26,10	187,144,271,148,255,232,255,154,93	244	173	2.07003324127e-05	0.00076719673548	0.198,0.262,0.23,0.246,0.225,0.303,0.079,0.226,0.304,0.227,0.183	0.224,0.293,0.134,0.059,0.089,0.153,0.182,0.107,0.071	0.08
7161	ENSG00000150787	PTS	chr11	+	112228593	112228673	112230625	112230682	112226366	112226526	112233162	112233233	7161	73,22,25,60,70,21,42,112,97,117,71	22,2,2,29,16,8,9,32,49,30,21	65,33,44,20,25,94,22,38,24	6,8,8,0,2,5,8,5,9	180	157	0.00027243704601	0.00581168861272	0.743,0.906,0.916,0.643,0.792,0.696,0.803,0.753,0.633,0.773,0.747	0.904,0.783,0.828,1.0,0.916,0.943,0.706,0.869,0.699	-0.086
7182	ENSG00000125814	NAPB	chr20	-	23397071	23397188	23402992	23403072	23390208	23390264	23421304	23421472	7182	320,71,21,392,667,35,29,632,801,170,58	110,15,7,54,138,16,78,265,235,193,103	444,403,150,59,239,242,307,168,26	52,94,88,31,28,48,100,32,0	180	217	0.00148523235992	0.0212802957805	0.778,0.851,0.783,0.897,0.854,0.725,0.309,0.742,0.804,0.515,0.404	0.911,0.838,0.673,0.696,0.911,0.859,0.787,0.864,1.0	-0.141
7213	ENSG00000137601	NEK1	chr4	-	169555931	169556095	169561479	169561554	169537808	169537911	169561831	169561891	7213	0,1,0,0,0,0,1,0,1,2,0	35,37,56,27,23,28,33,28,25,25,36	2,1,6,22,14,5,1,0,0	29,15,45,90,21,13,14,16,27	175	264	2.63122856836e-14	2.50298053888e-11	0.0,0.039,0.0,0.0,0.0,0.0,0.044,0.0,0.057,0.108,0.0	0.094,0.091,0.167,0.269,0.501,0.367,0.097,0.0,0.0	-0.154
7215	ENSG00000137601	NEK1	chr4	-	169576927	169577079	169580841	169580902	169562136	169562196	169602007	169602104	7215	5,9,6,3,7,10,1,2,3,4,2	142,131,155,167,141,157,285,167,138,171,260	2,2,7,16,28,4,20,9,11	159,104,200,213,144,162,210,111,95	161	252	1.21775583062e-07	1.12912782504e-05	0.052,0.097,0.057,0.027,0.072,0.091,0.005,0.018,0.033,0.035,0.012	0.019,0.029,0.052,0.105,0.233,0.037,0.13,0.113,0.153	-0.051
7218	ENSG00000137601	NEK1	chr4	-	169590725	169590809	169599099	169599197	169589446	169589514	169602007	169602104	7218	104,80,84,74,84,77,158,84,95,143,167	68,50,53,70,85,97,68,62,78,73,102	56,60,176,189,168,98,106,123,105	51,51,63,67,53,70,55,48,26	198	184	0.00305253084177	0.0365800960545	0.587,0.598,0.596,0.496,0.479,0.425,0.683,0.557,0.531,0.645,0.603	0.505,0.522,0.722,0.724,0.747,0.565,0.642,0.704,0.79	-0.094
7262	ENSG00000186409	CCDC30	chr1	+	42521162	42521256	42536475	42536601	42498817	42498916	42545409	42545579	7262	0,6,0,1,5,2,0,1,5,1,0	32,24,55,12,24,25,72,35,27,29,36	8,3,7,0,2,8,0,4,0	21,25,19,55,10,22,41,13,42	194	226	0.000887251187869	0.0141982302238	0.0,0.226,0.0,0.088,0.195,0.085,0.0,0.032,0.177,0.039,0.0	0.307,0.123,0.3,0.0,0.189,0.298,0.0,0.264,0.0	-0.088
7290	ENSG00000186409	CCDC30	chr1	+	42610977	42611090	42637236	42637378	42581359	42581514	42642472	42642609	7290	3,11,7,4,3,4,7,10,4,13,7	56,48,59,32,52,8,130,69,38,86,128	2,5,14,30,46,10,4,15,8	39,18,67,43,34,41,42,33,40	213	242	1.73693974717e-05	0.000667837731532	0.057,0.207,0.119,0.124,0.062,0.362,0.058,0.141,0.107,0.147,0.058	0.055,0.24,0.192,0.442,0.606,0.217,0.098,0.341,0.185	-0.133
7295	ENSG00000285542	NA	chr2	+	44201185	44202045	44209209	44209327	44168850	44169274	44217966	44218078	7295	1229,978,1367,1780,1516,1185,1436,1868,1376,1256,1390	353,242,302,419,405,318,490,581,454,483,527	1381,1053,1588,1482,1564,1556,1889,1213,1255	362,212,433,275,311,354,439,285,315	960	218	2.85306612993e-05	0.000983599335317	0.442,0.479,0.507,0.491,0.459,0.458,0.4,0.422,0.408,0.371,0.375	0.464,0.53,0.454,0.55,0.533,0.5,0.494,0.491,0.475	-0.062
7297	ENSG00000285542	NA	chr2	+	44209209	44209327	44217966	44218078	44201185	44202045	44218479	44218537	7297	432,335,367,556,553,305,546,662,565,523,542	637,289,407,393,436,275,527,626,570,514,414	437,314,577,340,468,479,510,334,374	551,382,693,387,480,517,663,379,389	218	212	0.00119474158023	0.0178925613683	0.397,0.53,0.467,0.579,0.552,0.519,0.502,0.507,0.491,0.497,0.56	0.435,0.444,0.447,0.461,0.487,0.474,0.428,0.462,0.483	0.051
7309	ENSG00000117054	ACADM	chr1	+	75728400	75728488	75732643	75732745	75724708	75724817	75732852	75732922	7309	39,19,36,41,42,27,32,80,70,48,46	18,3,6,8,30,2,17,21,25,35,10	36,27,43,4,6,37,28,25,38	38,13,21,15,22,30,43,28,0	188	202	0.00150806106998	0.0214944730973	0.7,0.872,0.866,0.846,0.601,0.936,0.669,0.804,0.751,0.596,0.832	0.504,0.691,0.688,0.223,0.227,0.57,0.412,0.49,1.0	0.236
7441	ENSG00000197555	SIPA1L1	chr14	+	71587570	71589370	71618756	71618887	71529311	71529370	71624047	71624236	7441	4724,2254,1098,4020,4378,1206,4850,4853,4487,5109,5124	155,146,63,212,201,67,84,210,285,165,156	3620,3957,5224,2889,4046,4281,5195,2769,2287	161,173,117,66,116,143,177,88,71	1900	231	0.00143080207963	0.020633756661	0.787,0.652,0.679,0.697,0.726,0.686,0.875,0.738,0.657,0.79,0.8	0.732,0.736,0.844,0.842,0.809,0.784,0.781,0.793,0.797	-0.056
7445	ENSG00000197555	SIPA1L1	chr14	+	71650334	71650509	71658332	71658436	71587570	71589370	71661309	71661467	7445	144,61,48,88,101,38,76,100,100,123,111	620,325,130,437,601,73,380,618,617,535,601	63,99,76,84,61,63,94,43,33	462,792,594,299,498,533,631,343,297	275	204	5.39221073237e-07	3.83638616206e-05	0.147,0.122,0.215,0.13,0.111,0.279,0.129,0.107,0.107,0.146,0.12	0.092,0.085,0.087,0.172,0.083,0.081,0.1,0.085,0.076	0.051
7446	ENSG00000197555	SIPA1L1	chr14	+	71650334	71650509	71658332	71658436	71624047	71624236	71661309	71661467	7446	435,349,131,433,463,191,191,456,483,387,278	626,326,130,440,603,73,386,619,618,538,609	275,326,249,260,328,258,327,183,167	461,797,603,307,498,544,639,348,301	275	204	0.000212552041004	0.00476784857742	0.34,0.443,0.428,0.422,0.363,0.66,0.269,0.353,0.367,0.348,0.253	0.307,0.233,0.234,0.386,0.328,0.26,0.275,0.281,0.292	0.098
7456	ENSG00000108352	RAPGEFL1	chr17	+	40192925	40192990	40193362	40193417	40192605	40192693	40193663	40193788	7456	37,19,16,112,76,19,10,50,88,13,20	13,18,13,45,30,5,7,29,54,19,7	63,45,20,9,7,15,42,36,0	44,48,25,6,30,24,20,21,12	165	155	0.00405962788517	0.0455714521865	0.728,0.498,0.536,0.7,0.704,0.781,0.573,0.618,0.605,0.391,0.729	0.574,0.468,0.429,0.585,0.18,0.37,0.664,0.617,0.0	0.192
7471	ENSG00000242588	NA	chr7	+	128578889	128578933	128615859	128615970	128574719	128574791	128617867	128617977	7471	43,41,12,22,32,13,37,17,25,15,89	245,210,105,233,111,81,253,195,188,122,233	61,85,78,84,75,65,62,43,9	186,152,326,295,401,291,193,172,108	144	211	0.000764156185831	0.0127115203866	0.205,0.222,0.143,0.122,0.297,0.19,0.176,0.113,0.163,0.153,0.359	0.325,0.45,0.26,0.294,0.215,0.247,0.32,0.268,0.109	-0.082
7489	ENSG00000242588	NA	chr7	+	128608117	128608213	128609486	128609579	128591849	128592017	128615859	128615970	7489	316,310,263,454,235,173,214,266,336,221,169	429,477,372,526,335,262,558,347,248,370,700	292,362,436,491,593,644,298,363,234	289,265,571,704,749,499,404,309,296	196	193	0.00140144671493	0.0202787365782	0.42,0.39,0.41,0.459,0.409,0.394,0.274,0.43,0.572,0.37,0.192	0.499,0.574,0.429,0.407,0.438,0.56,0.421,0.536,0.438	-0.085
7492	ENSG00000242588	NA	chr7	+	128608117	128608217	128609486	128609579	128591849	128592017	128615859	128615970	7492	298,289,247,425,222,165,170,233,320,207,175	429,477,372,526,335,262,558,347,248,370,700	277,347,402,484,579,611,292,339,215	289,265,571,704,749,499,404,309,296	200	193	0.000587241806355	0.0104162420956	0.401,0.369,0.391,0.438,0.39,0.378,0.227,0.393,0.555,0.351,0.194	0.481,0.558,0.405,0.399,0.427,0.542,0.411,0.514,0.412	-0.089
7520	ENSG00000015153	YAF2	chr12	-	42199135	42199235	42210354	42210454	42161612	42161765	42210547	42210619	7520	26,21,33,52,51,45,57,101,60,81,88	16,3,0,5,4,0,22,10,9,7,2	46,28,65,38,17,39,69,56,16	2,4,2,1,1,5,2,4,0	200	200	0.000307352573805	0.00639193806122	0.619,0.875,1.0,0.912,0.927,1.0,0.722,0.91,0.87,0.92,0.978	0.958,0.875,0.97,0.974,0.944,0.886,0.972,0.933,1.0	-0.061
7528	ENSG00000104613	INTS10	chr8	+	19819572	19819676	19820378	19820518	19818274	19818342	19822438	19822520	7528	176,92,49,219,171,52,181,240,225,122,143	84,62,46,130,110,66,72,164,120,112,98	224,156,191,177,271,240,275,107,79	111,79,77,63,116,114,107,97,41	204	240	0.00249178952397	0.0314029058556	0.711,0.636,0.556,0.665,0.647,0.481,0.747,0.633,0.688,0.562,0.632	0.704,0.699,0.745,0.768,0.733,0.712,0.751,0.565,0.694	-0.075
7535	ENSG00000050426	LETMD1	chr12	+	51053777	51053860	51055986	51056021	51049033	51049185	51056143	51056245	7535	4,2,0,4,4,0,4,9,5,1,3	18,16,3,12,19,18,31,26,44,41,19	0,4,0,0,0,0,2,1,0	6,19,36,4,22,20,20,17,4	183	135	2.61776281762e-07	2.10766834507e-05	0.141,0.084,0.0,0.197,0.134,0.0,0.087,0.203,0.077,0.018,0.104	0.0,0.134,0.0,0.0,0.0,0.0,0.069,0.042,0.0	0.068
7537	ENSG00000091009	RBM27	chr5	+	146251710	146251875	146254942	146255092	146237297	146237432	146258448	146258593	7537	44,29,16,58,40,43,41,69,44,56,39	52,29,29,68,56,53,37,84,74,106,65	61,59,59,41,60,69,72,51,12	50,40,15,19,32,52,62,22,29	265	250	4.50232076704e-05	0.00141633710717	0.444,0.485,0.342,0.446,0.403,0.434,0.511,0.437,0.359,0.333,0.361	0.535,0.582,0.788,0.671,0.639,0.556,0.523,0.686,0.281	-0.17
7564	ENSG00000118454	ANKRD13C	chr1	-	70296129	70296261	70313744	70313790	70292387	70292549	70315480	70315566	7564	16,18,7,22,37,48,34,68,60,37,16	111,113,70,192,238,135,241,332,179,263,224	22,21,37,29,26,38,33,19,28	131,70,142,49,92,136,118,87,42	146	232	0.000110321692454	0.00285635317438	0.186,0.202,0.137,0.154,0.198,0.361,0.183,0.246,0.348,0.183,0.102	0.211,0.323,0.293,0.485,0.31,0.307,0.308,0.258,0.514	-0.125
7626	ENSG00000119185	ITGB1BP1	chr2	-	9412268	9412405	9419989	9420100	9408112	9408205	9422478	9422566	7626	44,12,18,44,56,8,14,17,34,16,24	64,46,48,139,139,75,54,212,192,101,93	33,52,17,11,12,36,37,38,20	102,75,72,4,13,77,90,28,58	211	237	0.000293432526538	0.0061761984206	0.436,0.227,0.296,0.262,0.312,0.107,0.226,0.083,0.166,0.151,0.225	0.267,0.438,0.21,0.755,0.509,0.344,0.316,0.604,0.279	-0.187
7627	ENSG00000119185	ITGB1BP1	chr2	-	9412268	9412405	9418625	9418732	9408112	9408205	9422478	9423250	7627	72,38,24,96,126,14,23,102,71,43,30	64,46,48,139,139,75,54,212,192,101,93	136,55,37,41,23,71,94,40,26	102,75,72,4,13,77,90,28,58	207	237	0.000566928304693	0.0101541050054	0.563,0.486,0.364,0.442,0.509,0.176,0.328,0.355,0.297,0.328,0.27	0.604,0.456,0.37,0.921,0.669,0.514,0.545,0.621,0.339	-0.186
7628	ENSG00000119185	ITGB1BP1	chr2	-	9419989	9420100	9422478	9422660	9414177	9414256	9423277	9423340	7628	15,28,9,19,46,9,3,59,57,7,5	11,1,0,6,4,0,6,6,7,6,8	62,25,26,39,14,14,27,7,23	4,3,2,3,0,0,5,1,0	282	211	0.000256254297322	0.00554009711483	0.505,0.954,1.0,0.703,0.896,1.0,0.272,0.88,0.859,0.466,0.319	0.921,0.862,0.907,0.907,1.0,1.0,0.802,0.84,1.0	-0.201
7629	ENSG00000119185	ITGB1BP1	chr2	-	9419989	9420100	9422478	9422660	9418625	9418732	9423277	9423340	7629	82,65,31,115,172,23,25,161,126,45,29	47,21,19,50,69,12,51,64,109,82,102	195,78,57,80,37,82,115,46,49	46,37,33,41,8,33,39,13,12	282	211	0.000212853195487	0.00477043758542	0.566,0.698,0.55,0.632,0.651,0.589,0.268,0.653,0.464,0.291,0.175	0.76,0.612,0.564,0.593,0.776,0.65,0.688,0.726,0.753	-0.177
7689	ENSG00000153310	CYRIB	chr8	-	129871374	129871496	129903311	129903350	129862228	129862334	129904498	129904585	7689	183,63,43,156,198,53,294,317,252,328,345	371,154,113,459,461,91,603,647,416,597,797	220,124,284,80,137,128,225,75,26	500,385,604,303,473,482,602,246,79	139	222	2.56339039991e-05	0.000901892041524	0.441,0.395,0.378,0.352,0.407,0.482,0.438,0.439,0.492,0.467,0.409	0.413,0.34,0.429,0.297,0.316,0.298,0.374,0.327,0.345	0.078
7732	ENSG00000163075	CFAP221	chr2	+	119605180	119605289	119608501	119608589	119604875	119604987	119611652	119611742	7732	105,58,41,73,92,11,137,77,62,72,94	26,21,27,43,28,7,65,29,21,34,55	29,64,63,39,81,47,78,54,86	12,15,23,16,0,22,15,20,13	209	188	0.00113026575677	0.0171977166451	0.784,0.713,0.577,0.604,0.747,0.586,0.655,0.705,0.726,0.656,0.606	0.685,0.793,0.711,0.687,1.0,0.658,0.824,0.708,0.856	-0.1
7739	ENSG00000055732	MCOLN3	chr1	-	85034097	85034251	85036709	85036868	85032871	85032956	85041009	85041177	7739	0,1,0,2,0,0,7,4,1,0,6	43,34,4,40,8,2,69,75,37,93,27	4,7,5,10,0,8,5,2,0	47,80,103,6,58,9,26,20,34	259	254	0.000460191756072	0.00872936858416	0.0,0.028,0.0,0.047,0.0,0.0,0.09,0.05,0.026,0.0,0.179	0.077,0.079,0.045,0.62,0.0,0.466,0.159,0.089,0.0	-0.132
7767	ENSG00000089916	GPATCH2L	chr14	+	76177987	76178042	76180763	76180849	76176622	76176690	76195877	76195972	7767	8,7,12,17,12,9,9,5,19,5,10	42,39,51,66,75,66,36,97,94,66,53	13,4,3,0,1,11,2,8,5	84,48,88,77,60,71,56,48,27	155	186	0.000183300365821	0.004256678658	0.186,0.177,0.22,0.236,0.161,0.141,0.231,0.058,0.195,0.083,0.185	0.157,0.091,0.039,0.0,0.02,0.157,0.041,0.167,0.182	0.075
7769	ENSG00000089916	GPATCH2L	chr14	+	76180763	76180849	76195877	76195972	76177987	76178042	76201690	76214343	7769	21,13,16,65,38,51,25,28,57,23,14	138,69,81,182,187,83,98,211,239,232,183	20,35,8,18,12,18,19,13,4	229,205,180,160,190,211,202,128,67	186	195	5.58949453389e-09	8.91680606264e-07	0.138,0.165,0.172,0.272,0.176,0.392,0.211,0.122,0.2,0.094,0.074	0.084,0.152,0.045,0.106,0.062,0.082,0.09,0.096,0.059	0.097
7804	ENSG00000138756	BMP2K	chr4	+	78844927	78845049	78847187	78847269	78842384	78842527	78850923	78851056	7804	77,28,46,132,90,80,88,125,128,101,84	19,24,7,68,54,36,17,60,53,30,15	102,87,98,123,86,110,103,80,12	30,52,21,6,5,36,14,17,4	222	182	0.00251718173718	0.0316297924353	0.769,0.489,0.843,0.614,0.577,0.646,0.809,0.631,0.664,0.734,0.821	0.736,0.578,0.793,0.944,0.934,0.715,0.858,0.794,0.711	-0.094
7836	ENSG00000140876	NUDT7	chr16	+	77725430	77725584	77735827	77735986	77722513	77722617	77736649	77736743	7836	24,2,4,56,33,2,69,25,28,12,17	0,3,0,17,4,3,0,10,13,1,0	25,13,4,39,39,21,32,14,14	5,2,0,2,0,0,0,2,3	254	259	0.00233524186518	0.0299293173978	1.0,0.405,1.0,0.771,0.894,0.405,1.0,0.718,0.687,0.924,1.0	0.836,0.869,1.0,0.952,1.0,1.0,1.0,0.877,0.826	-0.129
7839	ENSG00000075413	MARK3	chr14	+	103405075	103405267	103428386	103428440	103385414	103386080	103448918	103448967	7839	269,274,155,469,324,187,227,423,281,299,320	34,40,38,46,45,25,67,74,53,62,86	331,317,255,327,386,288,302,176,141	37,24,46,43,105,29,38,16,7	292	154	0.00382746154966	0.04342072546	0.807,0.783,0.683,0.843,0.792,0.798,0.641,0.751,0.737,0.718,0.662	0.825,0.874,0.745,0.8,0.66,0.84,0.807,0.853,0.914	-0.066
7862	ENSG00000075413	MARK3	chr14	+	103451917	103451983	103457141	103457212	103428386	103428440	103462404	103462461	7862	4,5,0,3,3,2,16,3,10,11,8	87,39,38,93,85,42,52,123,128,115,84	6,5,11,50,42,5,9,3,11	84,71,82,36,45,67,67,44,41	166	171	7.68843546802e-05	0.00213250298662	0.045,0.117,0.0,0.032,0.035,0.047,0.241,0.025,0.074,0.09,0.089	0.069,0.068,0.121,0.589,0.49,0.071,0.122,0.066,0.217	-0.129
7895	ENSG00000175782	SLC35E3	chr12	+	68759156	68759239	68783577	68784424	68752031	68752190	68793287	68793954	7895	43,13,18,36,46,4,52,60,52,69,31	28,22,20,37,26,10,21,15,11,12,11	26,35,47,17,12,23,35,22,6	26,32,6,48,27,41,24,21,16	183	947	0.000127673000262	0.0031960558857	0.888,0.754,0.823,0.834,0.902,0.674,0.928,0.954,0.961,0.967,0.936	0.838,0.85,0.976,0.647,0.697,0.744,0.883,0.844,0.66	0.081
7903	ENSG00000182670	TTC3	chr21	+	37148545	37148647	37150077	37150170	37144524	37144645	37151892	37152029	7903	29,14,16,56,49,5,26,58,38,38,45	123,45,23,66,83,26,117,128,33,82,137	33,45,26,8,12,19,53,23,15	103,78,75,509,437,49,194,56,62	202	193	1.75653766163e-05	0.000673573570202	0.184,0.229,0.399,0.448,0.361,0.155,0.175,0.302,0.524,0.307,0.239	0.234,0.355,0.249,0.015,0.026,0.27,0.207,0.282,0.188	0.099
7971	ENSG00000126777	KTN1	chr14	+	55637197	55637364	55637778	55637847	55636448	55636536	55639184	55639222	7971	694,539,648,813,652,579,1812,1049,735,1152,1526	123,128,114,165,146,110,315,226,155,409,338	646,506,1203,961,1068,1033,859,655,1350	128,60,151,123,84,137,152,105,257	267	169	1.87034210342e-09	3.43127618459e-07	0.781,0.727,0.783,0.757,0.739,0.769,0.785,0.746,0.75,0.641,0.741	0.762,0.842,0.835,0.832,0.889,0.827,0.782,0.798,0.769	-0.068
8018	ENSG00000204842	ATXN2	chr12	-	111519831	111520076	111520881	111520973	111518248	111518427	111525191	111525316	8018	250,145,144,239,299,115,432,330,227,443,444	528,370,240,428,439,323,476,455,337,372,484	182,111,362,173,222,203,265,162,79	481,275,616,455,740,517,463,310,252	192	345	7.27253907948e-05	0.00203694540586	0.46,0.413,0.519,0.501,0.55,0.39,0.62,0.566,0.548,0.682,0.622	0.405,0.42,0.514,0.406,0.35,0.414,0.507,0.484,0.36	0.105
8019	ENSG00000204842	ATXN2	chr12	-	111519878	111520076	111520881	111520973	111518248	111518427	111525191	111525316	8019	250,145,144,239,299,115,432,330,227,443,444	643,449,261,522,542,398,557,535,447,404,548	182,111,362,173,222,203,265,162,79	550,344,779,485,844,581,589,363,304	192	298	0.0001075494469	0.00280140476432	0.376,0.334,0.461,0.415,0.461,0.31,0.546,0.489,0.441,0.63,0.557	0.339,0.334,0.419,0.356,0.29,0.352,0.411,0.409,0.287	0.101
8055	ENSG00000164111	ANXA5	chr4	-	121684676	121684771	121686287	121686372	121683363	121683477	121696580	121696624	8055	19,13,26,124,41,93,21,61,34,23,4	96,91,138,253,98,82,215,194,151,187,168	30,56,32,84,45,73,52,57,80	70,156,172,174,106,163,95,118,130	185	195	0.000103679452675	0.00271724802296	0.173,0.131,0.166,0.341,0.306,0.545,0.093,0.249,0.192,0.115,0.024	0.311,0.275,0.164,0.337,0.309,0.321,0.366,0.337,0.393	-0.1
8133	ENSG00000071564	TCF3	chr19	-	1612206	1612430	1615284	1615520	1611703	1611849	1615685	1615821	8133	29,18,27,42,21,23,42,30,30,1,23	30,15,3,31,6,16,21,18,26,16,9	26,16,18,3,18,17,21,25,6	51,24,15,23,20,20,31,13,28	336	324	0.00317081332207	0.0375468738423	0.482,0.536,0.897,0.566,0.771,0.581,0.659,0.616,0.527,0.057,0.711	0.33,0.391,0.536,0.112,0.465,0.45,0.395,0.65,0.171	0.193
8134	ENSG00000071564	TCF3	chr19	-	1612206	1612433	1615284	1615520	1611703	1611849	1615685	1615821	8134	29,18,27,42,21,23,42,30,30,1,23	19,28,6,50,16,23,23,17,36,15,23	26,16,18,3,18,17,21,25,6	66,35,29,23,23,16,43,24,42	336	327	0.00183235811324	0.0250322694454	0.598,0.385,0.814,0.45,0.561,0.493,0.64,0.632,0.448,0.061,0.493	0.277,0.308,0.377,0.113,0.432,0.508,0.322,0.503,0.122	0.178
8146	ENSG00000145293	ENOPH1	chr4	+	82454721	82454854	82456914	82457038	82447919	82448021	82459980	82461055	8146	98,63,57,164,146,52,173,208,131,167,179	258,146,139,401,391,162,268,478,400,605,462	138,102,127,61,111,170,174,85,42	250,190,231,100,210,214,264,143,38	233	224	1.47077104273e-07	1.31164178686e-05	0.267,0.293,0.283,0.282,0.264,0.236,0.383,0.295,0.239,0.21,0.271	0.347,0.34,0.346,0.37,0.337,0.433,0.388,0.364,0.515	-0.107
8196	ENSG00000120885	CLU	chr8	-	27608937	27609086	27610474	27610600	27606353	27606524	27614654	27614690	8196	3720,2085,1329,4807,4621,1978,4043,5800,3354,4263,3224	7758,8659,3609,9369,9124,4043,9135,10089,9400,8430,12456	3129,3118,6992,6272,5485,5632,6216,4109,2638	7297,8575,9445,9506,11346,9432,9908,6080,3593	226	249	4.67432431742e-05	0.00146228447154	0.346,0.21,0.289,0.361,0.358,0.35,0.328,0.388,0.282,0.358,0.222	0.321,0.286,0.449,0.421,0.348,0.397,0.409,0.427,0.447	-0.072
8249	ENSG00000197381	ADARB1	chr21	+	45171609	45171684	45175729	45176664	45134714	45134832	45180329	45180444	8249	6,7,4,15,13,8,3,21,9,6,10	361,170,124,587,642,154,81,635,497,227,105	11,6,7,3,4,14,1,2,5	790,642,421,301,511,478,673,398,300	175	1035	5.27586814458e-07	3.76403881737e-05	0.09,0.196,0.16,0.131,0.107,0.235,0.18,0.164,0.097,0.135,0.36	0.076,0.052,0.09,0.056,0.044,0.148,0.009,0.029,0.09	0.103
8327	ENSG00000261371	PECAM1	chr17	-	64341633	64341690	64348259	64348322	64329699	64329722	64350379	64350433	8327	2,18,40,20,3,19,6,15,17,27,14	5,40,55,34,17,36,21,19,26,28,20	15,18,10,1,13,2,28,2,15	31,42,26,19,43,32,44,15,61	163	157	0.00185409863844	0.0252263596098	0.278,0.302,0.412,0.362,0.145,0.337,0.216,0.432,0.386,0.482,0.403	0.318,0.292,0.27,0.048,0.226,0.057,0.38,0.114,0.191	0.131
8346	ENSG00000166128	RAB8B	chr15	+	63244755	63244816	63249644	63249705	63189605	63189748	63255506	63255584	8346	146,15,34,80,90,21,150,140,101,159,113	195,32,41,96,78,22,814,325,159,363,320	121,96,148,62,100,98,137,93,34	90,76,300,84,91,100,241,89,39	161	161	0.00179730051254	0.0246327995539	0.428,0.319,0.453,0.455,0.536,0.488,0.156,0.301,0.388,0.305,0.261	0.573,0.558,0.33,0.425,0.524,0.495,0.362,0.511,0.466	-0.1
8383	ENSG00000100902	PSMA6	chr14	+	35310739	35310895	35312880	35313059	35308913	35308995	35314360	35314455	8383	433,215,191,455,589,173,479,814,731,942,682	202,67,70,228,263,84,326,400,345,445,408	554,418,543,206,306,408,559,205,196	181,157,252,59,88,167,185,98,57	256	279	2.35926991564e-05	0.000846305705493	0.7,0.778,0.748,0.685,0.709,0.692,0.616,0.689,0.698,0.698,0.646	0.769,0.744,0.701,0.792,0.791,0.727,0.767,0.695,0.789	-0.057
8412	ENSG00000101084	RAB5IF	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557	8412	0,4,3,5,4,4,6,9,7,5,4	36,38,32,76,87,14,40,125,117,74,60	0,4,2,0,0,8,2,0,0	81,62,79,39,65,46,36,39,24	211	258	0.000161609124586	0.00389743545152	0.0,0.114,0.103,0.074,0.053,0.259,0.155,0.081,0.068,0.076,0.075	0.0,0.073,0.03,0.0,0.0,0.175,0.064,0.0,0.0	0.058
