groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR12582120_Aligned.sortedByCoord.out	countData.SRR12582121_Aligned.sortedByCoord.out	countData.SRR12582122_Aligned.sortedByCoord.out	countData.SRR12582123_Aligned.sortedByCoord.out	countData.SRR12582124_Aligned.sortedByCoord.out	countData.SRR12582125_Aligned.sortedByCoord.out	countData.SRR12582126_Aligned.sortedByCoord.out	countData.SRR12582127_Aligned.sortedByCoord.out	countData.SRR12582128_Aligned.sortedByCoord.out	countData.SRR12582129_Aligned.sortedByCoord.out	countData.SRR12582130_Aligned.sortedByCoord.out	countData.SRR12582131_Aligned.sortedByCoord.out	countData.SRR12582132_Aligned.sortedByCoord.out	countData.SRR12582133_Aligned.sortedByCoord.out	countData.SRR12582134_Aligned.sortedByCoord.out	countData.SRR12582135_Aligned.sortedByCoord.out	countData.SRR12582136_Aligned.sortedByCoord.out	countData.SRR12582137_Aligned.sortedByCoord.out	countData.SRR12582138_Aligned.sortedByCoord.out	countData.SRR12582139_Aligned.sortedByCoord.out	countData.SRR12582140_Aligned.sortedByCoord.out	countData.SRR12582145_Aligned.sortedByCoord.out	countData.SRR12582146_Aligned.sortedByCoord.out	countData.SRR12582147_Aligned.sortedByCoord.out	countData.SRR12582148_Aligned.sortedByCoord.out	countData.SRR12582149_Aligned.sortedByCoord.out	countData.SRR12582150_Aligned.sortedByCoord.out	countData.SRR12582151_Aligned.sortedByCoord.out	countData.SRR12582152_Aligned.sortedByCoord.out
ENSG00000109906	E007	7.55937273414744	0.0815141584696439	15.9121366249228	6.63518738938475e-05	0.0178472262523106	0.981894556624861	0.600182872436185	-1.52629750664379	11	114059883	114060142	260	+	14	4	11	11	8	3	18	7	1	11	15	4	4	4	18	7	13	9	23	19	9	5	2	0	6	4	0	2	3
ENSG00000109911	E032	15.2748408222931	0.0232929126269424	14.0173388523966	0.0001811326419648	0.0317133899036474	1.24074717533805	1.00796403294106	-0.837030720247736	11	31645906	31647740	1835	+	14	14	6	33	19	29	17	21	14	6	12	15	11	34	17	27	10	20	25	58	10	9	8	12	6	6	12	8	6
ENSG00000109920	E036	9.11318187307391	0.0127907603505646	17.684426700915	2.60752710723896e-05	0.0103373368954949	0.924602308913319	1.15353994505047	0.838194967363205	11	47746056	47746199	144	-	6	6	5	11	8	11	5	6	8	10	13	3	12	13	10	6	3	3	10	15	10	13	9	15	11	22	12	7	14
ENSG00000109944	E004	23.1240894851652	0.00640242872895692	15.8094221236062	7.00527913594325e-05	0.0184259173557419	1.34159541938678	1.46846584624797	0.438788259393026	11	122885761	122886193	433	+	27	22	20	33	20	20	25	18	24	33	12	18	13	14	15	17	23	33	34	55	15	28	23	37	32	36	27	28	11
ENSG00000109956	E014	842.815744163952	0.0228719336101526	13.3305058271164	0.000261123072193125	0.0381615027369558	2.91046746987902	2.99715649175262	0.28829587751782	11	134387941	134392353	4413	-	784	835	606	1310	864	552	603	575	844	1243	1335	619	730	678	594	769	803	979	1244	1140	273	1400	916	1078	1161	1274	635	932	1087
ENSG00000109971	E011	38.1770136712048	0.0230543017285664	13.7827464305199	0.000205212209825253	0.0336779630515904	1.58276565036484	1.69097310810481	0.367971132424473	11	123058632	123058766	135	-	41	16	25	40	11	12	19	15	11	5	31	20	33	18	4	19	22	44	78	418	62	45	33	71	17	59	64	53	42
ENSG00000110237	E001	329.523186581351	0.0383885912969189	15.9748956518226	6.41880399109375e-05	0.0176007441097925	2.57458338735527	2.35230640171416	-0.740965171067782	11	73308276	73311564	3289	+	247	503	473	506	383	272	377	238	210	536	1298	252	329	341	148	205	542	232	618	594	157	141	344	138	238	313	143	95	377
ENSG00000110237	E007	22.8915043473742	0.00911726450425356	17.34171796593	3.12256096263955e-05	0.0113616840177083	1.35066604000514	1.46218760650763	0.385638663432288	11	73352830	73353012	183	+	20	25	27	33	20	13	22	21	12	28	43	17	21	20	8	11	16	24	41	52	9	17	29	25	26	53	16	20	42
ENSG00000110237	E022	80.5390758662608	0.0113457847931876	16.0149208111144	6.2845243087402e-05	0.0173882477075147	1.89280612881714	1.95620567752772	0.213147191820123	11	73363206	73363455	250	+	76	86	132	84	91	66	68	58	48	123	163	69	87	52	43	45	101	73	112	113	23	67	86	71	98	142	57	71	132
ENSG00000110237	E028	9.04150144714403	0.0304542962338278	20.45372075404	6.10906758530218e-06	0.00418752934968908	0.918962253384933	1.150334130625	0.848022341032204	11	73365225	73365389	165	+	7	12	8	9	6	5	5	5	7	9	14	11	3	7	3	8	18	8	13	1	3	12	9	11	10	24	11	12	18
ENSG00000110274	E035	3.42730558040754	0.0396302653653504	13.6812064683506	0.000216611397832025	0.0347351596984401	0.525214908827223	0.843271474475703	1.34441479986901	11	117391059	117391215	157	+	2	3	1	5	2	3	2	2	1	2	5	4	2	0	1	1	4	1	2	5	0	2	7	1	4	11	5	5	18
ENSG00000110492	E022	10.026206370765	0.113797460059782	14.4784802619076	0.000141769921777397	0.02790556923686	0.929354810505491	1.18849061605672	0.944793097397077	11	46382822	46383193	372	+	8	14	13	4	10	5	5	8	8	17	10	9	10	6	3	6	14	8	12	12	16	14	14	10	12	10	10	8	17
ENSG00000110492	E024	7.24055211617993	0.084893859456232	29.8623822399247	4.63825191489687e-08	0.000140799437736026	0.934096045608783	0.445622026950699	-2.08443480086917	11	46383571	46383783	213	+	7	5	5	4	3	9	4	5	3	5	8	4	6	16	2	2	10	11	8	29	56	2	2	2	1	2	0	1	2
ENSG00000110497	E002	138.14696146368	0.0101588791626644	17.3710116608412	3.0748000660654e-05	0.01128451624246	2.16800528442815	2.06281686705122	-0.352134654027616	11	46396415	46397383	969	-	160	150	167	216	98	139	166	117	136	184	233	112	157	127	94	115	131	169	257	327	127	137	73	130	90	188	89	106	101
ENSG00000110514	E073	3.88102680992902	0.0755452175408086	24.1947202120972	8.70706514604574e-07	0.00113466946337789	0.785003921897978	0.285174260589955	-2.45654153273105	11	47328658	47328704	47	+	10	8	6	4	4	6	7	3	4	11	7	5	3	7	5	1	5	3	2	1	3	2	1	0	0	2	0	0	3
ENSG00000110693	E026	4.02636784960758	0.0853078918924752	13.1691569886223	0.000284594740228937	0.0398457160567466	0.583766764740695	0.908114468902759	1.32305961755293	11	16252373	16252536	164	-	5	5	0	9	1	1	6	5	0	2	5	1	3	0	3	1	5	2	7	5	5	6	13	6	9	7	0	7	4
ENSG00000110721	E025	50.477883126988	0.0279174143950875	13.9051664572703	0.000192269234312396	0.0328423363398263	1.66215090324903	1.82586556410372	0.55389642189614	11	68082491	68082520	30	-	51	40	27	92	51	34	25	27	70	42	75	44	41	34	58	59	40	45	66	59	23	72	87	59	80	85	64	47	44
ENSG00000110786	E013	74.8727297756628	0.0150556293780561	16.6030340400031	4.6077250699331e-05	0.0144865551010479	1.86481705419206	1.97933468837427	0.385040156806097	11	18742262	18742503	242	-	75	61	67	75	52	49	48	43	44	76	142	44	52	43	29	55	45	80	154	145	68	125	83	102	76	186	93	94	118
ENSG00000110851	E001	236.047286246899	0.0174760303133749	12.4518859258669	0.000417569981949471	0.0495702224437927	2.39295394831295	2.31593768346572	-0.256980194124722	12	107732871	107734190	1320	-	269	217	201	467	153	191	185	169	279	256	296	219	237	173	179	264	213	281	580	801	271	305	163	245	142	196	213	252	106
ENSG00000111641	E002	4.64098705423145	0.0401471268475277	13.1870259574392	0.000281893900694281	0.0396691924769734	0.814496098121366	0.506108244232646	-1.32351182620822	12	6556871	6556885	15	-	8	4	10	3	8	1	5	2	5	7	5	5	7	5	5	9	4	6	5	14	5	3	2	5	2	2	3	1	0
ENSG00000111642	E056	11.9357765632149	0.0135893052988107	13.6171712784326	0.000224126124832031	0.0352881818311282	1.05703215839497	1.23523918196618	0.63792646825044	12	6591240	6591465	226	-	17	10	16	23	9	13	5	5	12	9	20	10	13	8	7	10	9	10	16	14	3	23	11	17	22	22	12	7	15
ENSG00000111667	E009	7.92595768724424	0.0224184375293377	17.9365849466074	2.28388461587589e-05	0.00955916180875058	0.883317643657901	1.10855183927239	0.833509203996728	12	6856707	6856855	149	+	5	11	9	10	6	4	5	5	1	7	5	4	7	10	4	11	1	9	10	26	3	15	8	9	7	24	9	8	15
ENSG00000111674	E031	200.180466701184	0.018313317097026	19.1962418229816	1.17945364820961e-05	0.00623446875793542	2.29509746200043	2.35374592796661	0.195754145792581	12	6921581	6921782	202	+	157	165	162	262	92	115	125	129	120	163	278	133	152	117	81	158	122	394	535	930	251	193	182	304	135	290	238	260	238
ENSG00000111676	E008	103.153211102564	0.0364987493503403	15.1564398651826	9.89602052096259e-05	0.022906700311121	1.95707885677698	2.15701624163853	0.670106776119033	12	6937845	6938067	223	+	98	115	95	91	73	87	81	52	33	101	237	73	84	48	46	50	95	99	161	199	61	101	74	91	144	273	95	91	305
ENSG00000111716	E002	951.462052175197	0.00754933075600685	16.6621363677498	4.46636307671188e-05	0.0142101137009893	2.94408910892536	2.97028324338741	0.087111182168103	12	21635645	21635709	65	-	892	753	620	1776	688	634	695	592	901	916	1033	847	722	734	576	773	747	1196	2195	6431	1458	1100	813	1097	575	785	814	805	485
ENSG00000111737	E001	204.490360648459	0.00543838607748293	23.2262198902575	1.44020291336816e-06	0.00162783530675713	2.31901939272904	2.25040744257665	-0.229114646643463	12	120095099	120096365	1267	-	226	186	194	319	106	157	189	175	191	270	311	209	199	175	125	189	198	278	500	809	203	189	113	171	137	163	153	176	209
ENSG00000112137	E017	133.047207216596	0.0404006072707582	12.7370077848923	0.000358490770341495	0.0453163469733345	2.08097252607892	2.25277750424527	0.574662959786451	6	12762921	12763778	858	+	189	124	68	133	110	78	69	57	119	139	126	125	104	110	101	124	104	149	161	77	136	246	203	237	162	223	173	230	95
ENSG00000112137	E067	2459.44904015414	0.0115238135680061	14.0935968769212	0.000173934882216707	0.0311215595365365	3.42470279922545	3.36808483075514	-0.18815640467141	6	13287844	13290439	2596	+	2834	2549	2062	3456	1503	2074	2051	1916	2470	2769	2841	2192	2499	1866	1586	1918	2219	2952	4952	6797	2674	3428	1881	2801	2402	3147	2625	2911	1360
ENSG00000112367	E126	3.97475752771919	0.0351829512018095	18.3456665278308	1.84237559056112e-05	0.00831193028376018	0.583594194305343	0.913760116057797	1.34521412388456	6	109828786	109829119	334	+	3	2	0	7	1	2	1	0	4	2	3	5	1	5	2	4	1	6	7	4	7	12	9	9	6	8	1	8	3
ENSG00000112541	E005	243.265537436202	0.078349054819862	13.1384822620207	0.000289292103670587	0.0402310041871232	2.52194309310725	2.25077534221328	-0.904577031803396	6	165327499	165331049	3551	-	278	181	99	451	148	257	120	192	267	182	137	263	242	215	279	205	238	271	462	815	396	351	158	380	146	248	277	293	83
ENSG00000112541	E065	17.2826754054483	0.0243869947425129	14.4665738352411	0.000142668903253966	0.0279267807335513	1.21321632059224	1.39692269648661	0.642341939168814	6	165893842	165894300	459	-	17	6	10	10	13	6	8	7	9	21	6	6	17	12	14	15	10	17	21	15	16	44	18	15	31	57	20	49	27
ENSG00000112576	E006	12.8415595470433	0.0219658882414223	13.440091265223	0.000246303639208341	0.0369617226033178	1.09562879354045	1.26928012788269	0.617751023302092	6	41935896	41936107	212	-	12	8	9	22	12	6	8	7	5	14	28	5	8	3	6	6	7	15	26	44	15	12	12	16	16	21	17	20	26
ENSG00000112655	E055	24.8479848500633	0.0111795440896827	22.2033258974104	2.45248593426084e-06	0.00235863077224236	1.43954038143444	1.25094850251319	-0.656387003642189	6	43161037	43161712	676	+	21	28	34	28	28	22	33	6	25	50	59	22	34	20	22	21	31	27	47	51	31	11	10	16	13	29	21	10	17
ENSG00000112659	E019	7.23595158975273	0.0130026143650716	13.8259402448479	0.000200548210555643	0.0333974066658308	0.990044200619905	0.740252907808037	-0.963651334226184	6	43199266	43199371	106	+	6	11	12	8	4	7	11	8	8	14	11	12	11	3	6	9	11	4	9	4	1	5	5	8	4	4	3	5	8
ENSG00000112769	E047	5.75748269410429	0.0148357668824068	14.3611768818849	0.000150881347371205	0.0288061366998647	0.742513436506234	0.988953953392035	0.950442955582695	6	112175313	112175480	168	-	2	6	3	1	7	3	5	3	1	5	8	3	7	15	5	4	5	3	10	10	2	9	8	6	9	14	10	4	7
ENSG00000112972	E012	57.2066946666549	0.0281603269657871	12.5349165207554	0.000399417456863776	0.0484298574060618	1.75109634860552	1.64025585953144	-0.375798751294417	5	43297002	43297166	165	-	93	39	24	78	25	47	48	141	33	32	70	38	44	55	55	39	33	79	172	218	135	46	24	83	23	22	54	23	16
ENSG00000113262	E002	50.3408531785972	0.0101998609663373	12.8853947902381	0.000331156280570903	0.0431707923480692	1.70648140529285	1.782684822758	0.257790215909283	5	178978327	178981854	3528	-	35	42	58	52	60	41	36	23	47	88	53	44	30	40	30	31	62	57	79	39	12	70	78	52	86	105	57	57	57
ENSG00000113448	E047	10.7325317682228	0.0337581390550956	17.405939915169	3.01881104735582e-05	0.0112146191588423	0.98419114790446	1.22313754985517	0.862726237081018	5	59797060	59797132	73	-	15	9	7	16	10	12	3	9	10	9	0	10	9	13	7	8	3	13	16	11	8	17	22	15	18	13	20	13	6
ENSG00000113578	E016	8.87616397962097	0.0731286099587256	16.3831501644387	5.17431727625934e-05	0.0155517142996347	0.895515111120459	1.1884088409885	1.07259094418301	5	142679924	142680067	144	-	3	10	3	37	8	4	0	4	8	4	2	6	3	18	13	9	4	10	11	20	1	14	12	14	10	20	9	10	16
ENSG00000113578	E017	8.90962787269923	0.079468646589629	20.7943278436067	5.1134183862062e-06	0.00377279726784762	0.854820571122236	1.23974088431211	1.41020130946913	5	142680711	142680849	139	-	1	4	3	26	6	4	3	6	1	7	5	5	11	7	8	10	4	15	14	15	4	10	15	8	11	20	23	11	19
ENSG00000113578	E025	5.27972969823435	0.169166406528838	18.0822643849701	2.11562918893511e-05	0.00925013154823843	0.597952419839093	1.1045118924051	1.98424974865961	5	142686436	142686495	60	-	0	6	2	8	7	2	2	3	3	4	4	0	3	2	2	0	4	6	2	10	5	14	2	5	7	24	8	11	15
ENSG00000113580	E022	27.626291253137	0.0262170058726859	14.100041088489	0.000173339995648036	0.0311215595365365	1.42331485727821	1.56631106317743	0.490806023300293	5	143399656	143399824	169	-	28	22	20	41	27	16	8	11	17	33	44	15	19	23	12	18	17	36	40	87	33	40	26	41	38	44	40	26	44
ENSG00000113621	E024	175.611919705268	0.022722596446918	18.2503050947896	1.93694922109003e-05	0.00864680989153539	2.24456655331139	2.1150129733445	-0.4332422385643	5	134900155	134901065	911	+	226	182	155	350	141	152	118	116	159	139	145	167	147	139	159	173	181	297	487	913	288	118	81	112	105	152	77	81	167
ENSG00000113649	E035	28.8489271691459	0.0173333300973721	15.8735804742203	6.77174628387524e-05	0.0180999834352139	1.51858089606158	1.33588769860162	-0.630662634566399	5	146483540	146483629	90	+	25	26	15	63	35	51	13	24	36	33	36	15	40	41	33	34	33	36	49	37	43	30	25	23	22	16	21	28	2
ENSG00000113721	E026	26.396011150785	0.037991156381962	15.3758312570801	8.81080767801107e-05	0.0213095771347797	1.4605970559182	1.21507625562561	-0.855477593163542	5	150126520	150126614	95	-	45	32	35	28	40	37	57	38	25	52	57	38	21	13	29	18	34	18	25	19	1	11	16	7	18	29	6	5	22
ENSG00000113916	E025	40.5967796920758	0.036477392302853	17.9951580339183	2.21467570669645e-05	0.00941289300004083	1.57481149621846	1.36147559653264	-0.733931767973159	3	187736570	187737088	519	-	39	53	99	50	52	43	63	40	24	56	71	23	51	46	40	27	115	15	100	84	23	15	35	6	14	25	9	5	21
ENSG00000114541	E008	13.07008467028	0.00681191884991742	18.9383352920286	1.3501222932327e-05	0.00684705337603572	1.08468934615986	1.27920861253251	0.692139352600685	3	69193648	69193873	226	-	5	3	6	35	7	6	5	5	5	6	3	5	6	23	18	24	8	15	17	71	10	8	12	10	8	10	11	8	63
ENSG00000114646	E010	18.384491622871	0.0679162494547959	13.6091303001838	0.000225088139804403	0.0353655294260643	1.35331251666637	1.11154439410287	-0.853865639759176	3	47578597	47578865	269	-	34	27	13	10	20	19	40	15	14	21	39	17	18	11	21	25	13	14	32	49	9	17	3	4	7	28	7	6	29
ENSG00000114648	E007	4.40904642851237	0.0374747013057045	16.5300022302968	4.78863404293978e-05	0.0148140544178975	0.637398867897153	0.918256216224846	1.12533596130433	3	47297562	47297672	111	+	7	1	1	9	2	1	4	2	10	2	5	2	5	1	3	4	4	3	2	5	1	5	8	11	7	10	5	7	7
ENSG00000114650	E012	11.2073746224501	0.0236618711199408	15.9188921182283	6.61154741536347e-05	0.0178287759509242	1.18011543092794	0.912143934126447	-0.979995662963621	3	47418321	47418522	202	-	10	17	15	9	8	10	14	9	8	14	38	6	7	9	6	10	7	15	36	52	5	14	4	5	8	11	4	4	12
ENSG00000114742	E006	14.9932821423004	0.0110208505252451	17.298304524673	3.19471774095173e-05	0.0115648237977522	1.22964772349301	1.01528698234801	-0.770931017104283	3	39063050	39063190	141	+	18	11	5	36	9	22	17	23	13	12	13	13	23	18	21	28	16	17	20	44	17	11	11	17	3	8	5	6	8
ENSG00000114841	E037	27.7402488342544	0.0154068852172162	14.1470163644927	0.000169065016029244	0.0308509038698322	1.52394993651846	1.35785808384491	-0.572629146369188	3	52362995	52363144	150	+	19	36	34	30	33	29	36	25	21	43	54	21	27	33	31	33	24	31	26	13	12	18	21	17	25	48	19	11	47
ENSG00000114857	E031	27.2165326359576	0.0166494287435391	17.6930310591144	2.59575858482978e-05	0.0103099164292754	1.46899589356379	1.28837146600867	-0.626420035880329	3	42630576	42631032	457	+	20	33	9	61	23	63	28	32	22	23	35	27	42	33	31	31	31	25	56	69	24	16	18	25	12	21	17	13	12
ENSG00000115042	E015	12.5030222670649	0.0118256735207399	13.879860125801	0.00019487557555126	0.0330440975439214	1.07486546575868	1.23766669934994	0.581677872187711	2	95410587	95410863	277	+	12	9	14	23	16	11	10	5	7	16	13	10	14	14	5	11	8	16	19	10	7	13	12	13	17	24	10	16	24
ENSG00000115194	E018	3.65986029908665	0.0311659905775227	15.0267575755464	0.000105997589211805	0.0237209774564455	0.564024852238579	0.844176903457845	1.16748083202133	2	27258161	27258307	147	-	3	2	2	0	1	2	2	4	1	3	2	0	5	2	0	1	2	6	5	3	4	6	5	16	3	7	6	6	9
ENSG00000115204	E052	47.8146689241349	0.0140428538848244	15.1487062430283	9.93663778817118e-05	0.0229507171034985	1.73992042452789	1.60656599019087	-0.452638510041992	2	27324433	27325680	1248	-	49	33	44	99	36	67	26	18	52	71	91	52	64	73	32	49	62	66	92	62	27	40	35	46	61	77	20	33	26
ENSG00000115266	E029	6281.754958005	0.00535319690330231	13.5199247268145	0.000236043884133584	0.0361627058912745	3.81374406649158	3.77997796864578	-0.112186462935446	19	1465497	1473244	7748	+	5960	7513	8480	7835	5193	5148	6112	4410	4987	8639	15507	4827	5190	5162	3074	4590	8276	6167	13127	13879	2309	5822	5513	5344	5359	9538	4195	4445	9162
ENSG00000115275	E028	3.47844322326769	0.042494795017201	12.8580174514441	0.000336036414568123	0.0435930316488548	0.554634117769178	0.840886458907318	1.19779486310059	2	74463387	74463637	251	-	1	3	2	6	0	2	2	3	4	7	3	2	1	4	3	3	3	3	6	1	1	4	6	11	3	11	4	5	3
ENSG00000115306	E016	513.024275488389	0.00272095589288806	22.5740202618712	2.0220049439705e-06	0.00206568219499579	2.71666790089665	2.76124287369519	0.148345568332219	2	54625932	54626234	303	+	475	449	441	615	342	417	477	337	376	517	681	464	445	323	292	420	399	502	873	1618	370	609	406	623	607	833	546	560	907
ENSG00000115414	E058	7.39401093292127	0.0513689704735287	15.2384718451185	9.47533549911876e-05	0.0223970479656547	0.978408787716381	0.611172818168158	-1.46482066633011	2	215392931	215393147	217	-	6	12	5	8	10	5	14	6	4	12	19	4	12	9	1	3	6	12	19	50	8	3	3	4	2	3	3	2	2
ENSG00000115415	E044	5.96431411664935	0.0160682687896696	14.5302806001865	0.000137924704686194	0.0275710576414708	0.878381338686333	0.58838314478572	-1.18909720404976	2	190979107	190979771	665	-	10	4	5	19	1	7	4	4	9	5	24	6	12	6	10	6	7	5	15	12	2	2	3	1	1	3	3	5	2
ENSG00000115459	E020	24.2848135808737	0.0132882678247847	13.1896234949371	0.000281503447676154	0.039666785216876	1.36184995785481	1.48739885427358	0.433429707233664	2	85355917	85356533	617	+	16	16	26	42	26	31	18	17	17	28	31	10	17	22	16	29	38	25	40	15	9	35	23	29	27	29	22	19	57
ENSG00000115464	E057	9.56197238788357	0.0304505479382206	12.9354684742697	0.000322414539768664	0.0427925251711822	1.06577862549146	0.802351046006207	-0.992920424883705	2	61232452	61232532	81	-	16	12	7	24	13	17	9	13	12	7	8	13	11	12	12	15	15	8	11	4	4	5	6	7	4	6	5	6	3
ENSG00000115464	E083	4.3603082760246	0.0644579845667609	14.086868705865	0.000174558176391352	0.0311851102966105	0.790083838112961	0.422108277346008	-1.65297422279253	2	61278388	61278443	56	-	9	6	3	10	5	7	1	7	5	3	4	7	5	9	12	7	3	8	1	6	0	5	1	3	1	2	1	0	0
ENSG00000115486	E001	146.498342845658	0.0167093969886574	12.7664860570014	0.00035288513031101	0.0448210519995083	2.18009560187833	2.08051274342371	-0.333281508749842	2	85544720	85547619	2900	-	200	124	132	258	184	157	193	110	112	132	109	109	153	173	192	206	139	135	289	418	121	110	163	117	101	112	92	85	115
ENSG00000115524	E043	11.711745807368	0.0425233743165384	12.7861772567597	0.000349189946492718	0.0445113493101843	1.02977172119546	1.25942880297125	0.822671575423546	2	197420181	197420427	247	-	9	8	3	22	13	9	1	8	9	3	3	5	13	9	10	10	13	14	30	19	17	17	9	22	26	20	18	13	10
ENSG00000115649	E002	134.996650513899	0.0144815639838319	14.2812218692522	0.000157427566168806	0.0296825694923762	2.13717131027883	2.06975683414027	-0.225726622648214	2	219172174	219172893	720	-	102	98	113	250	111	91	114	53	100	171	255	86	122	140	88	131	134	169	326	843	158	123	113	92	78	143	71	70	157
ENSG00000115661	E026	12.3155035939226	0.0170033793499692	16.3897185209979	5.15641716338693e-05	0.0155517142996347	1.07875840709234	1.25663622926461	0.634359858758778	2	219248421	219248702	282	+	8	12	9	17	3	10	11	8	7	4	11	9	8	10	2	6	15	20	34	45	11	19	6	19	8	28	16	14	24
ENSG00000115705	E029	3.11864030974834	0.0188543307259796	14.6144766763104	0.000131897418642844	0.0267192451033142	0.514418054819638	0.792923982616485	1.19854805106065	2	1495989	1496197	209	+	3	4	0	8	1	0	0	2	2	6	3	3	0	1	0	3	0	2	2	3	0	4	7	2	11	5	6	2	13
ENSG00000115758	E022	8.18622079171065	0.0142585256024652	13.0666049751182	0.000300607508232218	0.0411167153737398	0.999865148443962	0.741945563931353	-0.9930781652895	2	10448121	10448309	189	-	6	5	8	7	4	2	7	7	3	9	10	6	5	3	4	4	5	14	18	82	36	3	3	4	5	10	0	2	4
ENSG00000115760	E062	21.7798750287008	0.00420292352097127	16.4892103856118	4.89277177519629e-05	0.0148880296211581	1.39574920804113	1.20166777284714	-0.679180962575999	2	32501713	32501888	176	+	21	16	25	46	19	28	14	14	18	17	25	22	26	27	24	23	20	34	41	83	35	15	20	19	13	15	12	13	6
ENSG00000115977	E037	24.8489994849492	0.0472373360014999	19.5325355537861	9.89007681316183e-06	0.00552434895968081	1.33058659983696	1.58268434611828	0.868249488983778	2	69642906	69643084	179	-	28	28	11	27	15	22	13	17	11	15	12	13	28	8	14	21	24	30	33	69	22	33	23	48	18	64	40	40	40
ENSG00000116095	E006	9.30845851863265	0.0299577822308921	16.8867543352206	3.96774983151762e-05	0.0132179251620201	0.95570966838104	1.15524467875343	0.727546167377577	2	178490659	178490814	156	+	12	2	3	22	5	10	4	5	4	5	4	4	16	6	8	12	9	9	19	26	10	23	9	19	7	14	10	8	12
ENSG00000116127	E009	121.624014165152	0.042475139966151	13.09395681771	0.000296249930200982	0.0407978201025258	2.1451810277447	1.95987822920229	-0.621108657156094	2	73419319	73422701	3383	+	121	114	70	244	131	172	85	120	130	95	72	107	122	173	151	150	123	145	210	211	193	123	131	120	59	93	93	89	55
ENSG00000116127	E030	7.50558869850356	0.00998051950820821	13.6473679342969	0.000220550269864455	0.0348907606090034	0.868442626775293	1.07428537553764	0.76663965122238	2	73519775	73519955	181	+	6	3	0	8	7	7	5	3	3	9	4	4	8	7	9	7	2	10	6	20	10	12	19	10	9	16	8	7	11
ENSG00000116138	E033	76.0318227920449	0.00668721724799792	17.4080252609406	3.01550089354793e-05	0.0112146191588423	1.91834799319335	1.79875128290481	-0.402889850261949	1	15569653	15570281	629	+	114	67	70	164	59	69	45	68	98	81	65	86	75	45	52	88	62	110	208	272	62	77	55	87	50	52	53	65	43
ENSG00000116198	E001	26.2196479908335	0.0178496937213805	14.9526524331906	0.000110242976094452	0.0241703441297777	1.48539435529887	1.30905423428442	-0.610429192155043	1	3812086	3813030	945	-	32	27	31	42	33	28	22	15	28	29	27	36	20	28	24	31	18	25	45	111	20	25	20	18	20	30	9	4	32
ENSG00000116213	E020	11.6784234174476	0.0385375713553045	15.6300277125995	7.70217434263475e-05	0.0195980344891892	1.18715668751516	0.928496647747702	-0.943285734052978	1	3635451	3635943	493	-	9	13	7	21	16	24	8	3	12	14	32	18	16	7	12	14	15	18	18	8	7	16	3	7	5	14	5	2	15
ENSG00000116254	E001	3318.98204460474	0.00603473088108749	26.2607953011776	2.98282774559097e-07	0.000562738594563388	3.58130745129643	3.49195543938204	-0.296907406869321	1	6101787	6105080	3294	-	4169	3366	3742	2646	2048	3170	3325	2775	3156	5832	6425	3222	3222	1847	2093	2447	3114	3229	4476	4838	1352	3858	2212	3475	4254	6070	2640	3315	4248
ENSG00000116254	E039	36.1666896918173	0.0196735225919009	18.9750980853283	1.32435640656766e-05	0.00678111966025979	1.54107930025935	1.68953035322652	0.505463495370994	1	6142128	6142328	201	-	38	24	26	16	22	32	24	30	23	41	72	34	45	20	11	15	23	39	36	41	17	50	40	47	59	151	45	41	42
ENSG00000116254	E047	31.3960441842226	0.0120211478298085	23.9947937152753	9.65965488757118e-07	0.00120324490455569	1.48409687085381	1.62516495487198	0.482124625034918	1	6149246	6149412	167	-	31	20	28	23	27	26	24	20	26	37	58	13	19	11	15	17	28	37	38	50	8	49	27	42	63	74	53	37	53
ENSG00000116396	E014	15.7403954303066	0.0393186802943827	13.4225518997944	0.000248617257806882	0.0371514957546819	1.16468986880998	1.35909960323182	0.683566141838263	1	110232598	110232848	251	+	14	9	13	10	12	8	15	13	10	19	11	10	14	7	8	12	19	15	42	39	8	20	20	25	17	22	19	29	25
ENSG00000116544	E002	13.5261768622387	0.0256074636856118	14.2385036483955	0.000161041541887253	0.0300177196142526	1.09711856108998	1.31602391037628	0.7759957312608	1	34867048	34867191	144	-	18	15	9	14	8	11	13	10	6	13	15	9	14	9	5	4	8	11	8	29	4	22	9	18	25	40	19	19	26
ENSG00000116584	E009	26.3182314321698	0.011595067599773	19.6260130157092	9.41782115680319e-06	0.00531716460146791	1.41390046042218	1.5513601407802	0.472243616583595	1	155950299	155950482	184	-	17	27	18	42	20	7	20	17	12	22	32	14	19	19	15	23	19	30	40	95	4	28	19	33	36	51	28	25	90
ENSG00000116761	E009	3.45880659372649	0.0323578260710977	12.6165485541495	0.000382346654950416	0.0472360393897551	0.619521094009544	0.236583730555987	-2.12736579339268	1	70429794	70429851	58	+	17	1	1	3	3	8	3	12	1	1	4	1	2	9	3	3	1	1	5	21	5	1	3	0	0	0	0	0	0
ENSG00000116786	E030	135.7402119617	0.0106343906522843	29.7055118491101	5.02916226074237e-08	0.00014639202414684	2.1042646056128	2.24519264504868	0.471318848458988	1	15733797	15734115	319	+	131	144	131	150	93	87	129	70	60	160	206	103	146	82	47	80	106	150	215	340	69	148	165	151	137	387	142	135	261
