ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2733	ENSG00000094631	HDAC6	chrX	+	48818219	48820255	48818219	48818412	48820105	48820255	2733	59,63,67,109,51,51,48,34,48,81,141,68,42,49,40,61,66,54,47,51,32	23,36,34,34,16,38,31,18,32,40,53,19,23,27,21,25,29,34,52,58,15	62,54,35,96,86,26,38,77	20,28,12,9,16,12,16,34	1768	75	0.00033083679457	0.00644968006956	0.098,0.069,0.077,0.12,0.119,0.054,0.062,0.074,0.06,0.079,0.101,0.132,0.072,0.071,0.075,0.094,0.088,0.063,0.037,0.036,0.083	0.116,0.076,0.11,0.312,0.186,0.084,0.092,0.088	-0.054
2740	ENSG00000129351	ILF3	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	2740	37,25,46,41,45,28,53,35,31,43,95,17,39,18,24,29,42,34,30,42,13	23,29,40,87,16,35,30,26,37,51,110,35,35,28,24,34,34,52,100,135,44	46,27,37,36,39,16,29,74	28,13,24,11,21,18,23,29	520	75	2.60998977986e-09	3.57604353125e-07	0.188,0.111,0.142,0.064,0.289,0.103,0.203,0.163,0.108,0.108,0.111,0.065,0.138,0.085,0.126,0.11,0.151,0.086,0.041,0.043,0.041	0.192,0.231,0.182,0.321,0.211,0.114,0.154,0.269	-0.091
2800	ENSG00000136861	CDK5RAP2	chr9	-	120402805	120407248	120402805	120403071	120407011	120407248	2800	478,566,565,1065,656,612,574,529,484,657,551,415,681,648,624,777,798,712,958,741,331	3,1,1,3,1,2,0,0,5,9,3,0,5,2,0,1,3,1,0,7,3	500,499,509,486,658,532,448,734	0,0,1,1,1,0,2,0	4015	75	5.94167728352e-08	5.25917311414e-06	0.749,0.914,0.913,0.869,0.925,0.851,1.0,1.0,0.644,0.577,0.774,1.0,0.718,0.858,1.0,0.936,0.832,0.93,1.0,0.664,0.673	1.0,1.0,0.905,0.901,0.925,1.0,0.807,1.0	-0.093
2837	ENSG00000104365	IKBKB	chr8	+	42319269	42320844	42319269	42319421	42320734	42320844	2837	136,161,176,253,222,167,179,139,121,226,288,119,199,170,128,167,222,96,210,165,45	4,1,1,2,0,1,2,1,1,1,2,1,1,2,1,2,3,1,2,11,0	164,157,136,164,156,129,119,182	5,6,2,5,8,7,2,17	1388	75	3.99616228997e-09	5.20205038734e-07	0.648,0.897,0.905,0.872,1.0,0.9,0.829,0.883,0.867,0.924,0.886,0.865,0.915,0.821,0.874,0.819,0.8,0.838,0.85,0.448,1.0	0.639,0.586,0.786,0.639,0.513,0.499,0.763,0.366	0.251
2852	ENSG00000124198	ARFGEF2	chr20	+	49013563	49013960	49013563	49013694	49013830	49013960	2852	11,15,7,27,18,21,13,15,18,20,18,18,20,8,10,19,21,15,15,25,12	87,43,40,109,19,57,52,49,47,48,80,36,62,46,32,42,27,85,122,217,63	11,28,17,34,27,16,23,17	44,45,61,37,9,48,57,44	211	75	0.000554663983103	0.00978439005114	0.043,0.11,0.059,0.081,0.252,0.116,0.082,0.098,0.12,0.129,0.074,0.151,0.103,0.058,0.1,0.139,0.217,0.059,0.042,0.039,0.063	0.082,0.181,0.09,0.246,0.516,0.106,0.125,0.121	-0.082
2876	ENSG00000107862	GBF1	chr10	+	102362474	102363396	102362474	102362628	102363255	102363396	2876	82,73,54,112,74,97,72,60,69,91,90,65,83,71,70,114,68,68,114,94,54	4,0,2,3,0,0,4,1,0,4,2,5,2,0,1,0,0,2,1,8,4	95,92,85,76,111,49,61,69	0,3,1,1,0,0,0,2	702	75	1.11861125721e-05	0.000412854235964	0.687,1.0,0.743,0.8,1.0,1.0,0.658,0.865,1.0,0.709,0.828,0.581,0.816,1.0,0.882,1.0,1.0,0.784,0.924,0.557,0.591	1.0,0.766,0.901,0.89,1.0,1.0,1.0,0.787	-0.088
2918	ENSG00000164877	MICALL2	chr7	-	1440590	1442484	1440590	1440684	1442191	1442484	2918	390,464,583,450,418,408,442,358,338,499,782,278,455,171,301,302,498,243,517,188,50	23,8,13,20,20,14,13,8,13,27,39,10,13,25,13,5,23,8,12,14,5	306,504,279,395,554,229,180,561	20,22,22,25,46,11,9,31	1582	75	0.00269570272574	0.0330827222857	0.446,0.733,0.68,0.516,0.498,0.58,0.617,0.68,0.552,0.467,0.487,0.569,0.624,0.245,0.523,0.741,0.507,0.59,0.671,0.389,0.322	0.42,0.521,0.375,0.428,0.363,0.497,0.487,0.462	0.1
2927	ENSG00000101365	IDH3B	chr20	-	2659698	2660176	2659698	2659793	2660067	2660176	2927	78,49,63,111,50,62,81,42,50,71,96,61,55,53,55,62,66,72,132,247,71	2,2,0,15,1,5,3,1,1,1,11,5,3,1,2,1,0,6,18,19,4	73,57,60,44,75,55,73,48	2,2,1,1,1,1,5,1	349	75	0.00199584928433	0.0267593626567	0.893,0.84,1.0,0.614,0.915,0.727,0.853,0.9,0.915,0.938,0.652,0.724,0.798,0.919,0.855,0.93,1.0,0.721,0.612,0.736,0.792	0.887,0.86,0.928,0.904,0.942,0.922,0.758,0.912	-0.064
2928	ENSG00000101365	IDH3B	chr20	-	2660456	2660829	2660456	2660590	2660696	2660829	2928	19,27,11,17,17,16,12,11,20,30,46,12,18,20,13,22,11,14,15,20,2	107,92,73,122,53,61,82,59,82,95,127,64,91,56,43,67,61,69,119,263,88	23,17,17,19,42,18,11,41	60,38,57,27,118,60,53,71	181	75	3.46731319212e-08	3.27170439128e-06	0.069,0.108,0.059,0.055,0.117,0.098,0.057,0.072,0.092,0.116,0.13,0.072,0.076,0.129,0.111,0.12,0.07,0.078,0.05,0.031,0.009	0.137,0.156,0.11,0.226,0.129,0.111,0.079,0.193	-0.061
2941	ENSG00000130299	GTPBP3	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266	2941	5,10,9,13,10,6,7,8,8,16,14,8,21,9,11,12,24,13,22,8,6	13,10,12,13,5,8,6,9,6,14,32,7,8,9,2,8,13,9,27,13,5	4,5,4,6,7,4,4,12	17,5,10,10,13,7,10,9	171	75	0.00290018057253	0.0348649111616	0.144,0.305,0.248,0.305,0.467,0.248,0.338,0.281,0.369,0.334,0.161,0.334,0.535,0.305,0.707,0.397,0.447,0.388,0.263,0.213,0.345	0.094,0.305,0.149,0.208,0.191,0.2,0.149,0.369	0.132
2971	ENSG00000072778	ACADVL	chr17	+	7222666	7223237	7222666	7222865	7223132	7223237	2971	457,349,342,249,424,374,508,336,356,789,446,388,259,176,245,305,389,290,256,375,113	51,46,69,71,40,41,60,38,43,49,42,42,69,32,33,36,63,62,147,203,46	491,490,520,529,597,387,414,536	49,49,41,44,54,31,54,114	342	75	0.00117295882393	0.0174842535871	0.663,0.625,0.521,0.435,0.699,0.667,0.65,0.66,0.645,0.779,0.7,0.67,0.452,0.547,0.62,0.65,0.575,0.506,0.276,0.288,0.35	0.687,0.687,0.736,0.725,0.708,0.732,0.627,0.508	-0.106
2989	ENSG00000152527	PLEKHH2	chr2	+	43710488	43712383	43710488	43710575	43712224	43712383	2989	109,99,19,183,119,86,47,72,93,84,131,100,102,158,79,136,41,95,150,144,81	2,4,3,4,2,1,0,1,4,5,1,1,1,4,2,1,2,3,3,13,4	120,67,70,41,68,63,84,53	0,3,0,0,0,1,0,0	1724	75	1.22412402437e-09	1.94344261774e-07	0.703,0.518,0.216,0.666,0.721,0.789,1.0,0.758,0.503,0.422,0.851,0.813,0.816,0.632,0.632,0.855,0.471,0.579,0.685,0.325,0.468	1.0,0.493,1.0,1.0,1.0,0.733,1.0,1.0	-0.264
3000	ENSG00000136068	FLNB	chr3	+	58130740	58132931	58130740	58130908	58132807	58132931	3000	113,116,93,252,153,107,158,110,151,211,258,127,128,156,146,143,126,146,163,191,36	15,10,17,38,17,19,37,13,21,38,74,10,21,38,14,12,24,11,18,41,2	169,152,118,225,258,202,198,220	11,11,10,12,13,7,9,33	1974	75	3.94380330282e-07	2.64737722381e-05	0.223,0.306,0.172,0.201,0.255,0.176,0.14,0.243,0.215,0.174,0.117,0.325,0.188,0.135,0.284,0.312,0.166,0.335,0.256,0.15,0.406	0.369,0.344,0.31,0.416,0.43,0.523,0.455,0.202	-0.154
3032	ENSG00000169169	CPT1C	chr19	+	49705006	49705298	49705006	49705114	49705213	49705298	3032	36,32,41,7,45,14,17,11,15,58,28,16,10,3,16,21,27,20,14,41,1	30,27,17,32,16,28,35,17,21,27,34,21,34,13,15,21,14,19,47,48,9	30,52,23,41,73,24,37,61	20,10,26,11,70,24,21,24	174	75	0.00028559335038	0.0058655127115	0.341,0.338,0.51,0.086,0.548,0.177,0.173,0.218,0.235,0.481,0.262,0.247,0.113,0.09,0.315,0.301,0.454,0.312,0.114,0.269,0.046	0.393,0.691,0.276,0.616,0.31,0.301,0.432,0.523	-0.175
3064	ENSG00000131697	NPHP4	chr1	-	5862810	5864033	5862810	5863405	5863889	5864033	3064	71,50,76,47,64,70,112,51,65,69,97,51,69,37,36,37,86,30,46,30,14	8,13,13,18,15,6,11,4,8,14,29,11,8,4,3,5,7,13,10,16,8	47,38,35,55,68,9,34,53	7,12,13,24,28,17,12,29	559	75	2.38529043074e-05	0.000767127809912	0.544,0.34,0.44,0.259,0.364,0.61,0.577,0.631,0.522,0.398,0.31,0.383,0.536,0.554,0.617,0.498,0.622,0.236,0.382,0.201,0.19	0.474,0.298,0.265,0.235,0.246,0.066,0.275,0.197	0.182
3130	ENSG00000137752	CASP1	chr11	-	105025507	105026356	105025507	105025600	105026225	105026356	3130	8,11,23,31,20,16,14,10,10,13,28,15,10,27,30,21,4,16,18,27,13	1,0,3,2,2,1,0,0,0,2,0,1,0,3,2,2,1,2,0,11,5	9,14,11,2,2,3,4,10	2,1,1,0,0,0,0,0	700	75	3.34156706638e-07	2.28920231493e-05	0.462,1.0,0.451,0.624,0.517,0.632,1.0,1.0,1.0,0.411,1.0,0.616,1.0,0.491,0.616,0.529,0.3,0.462,1.0,0.208,0.218	0.325,0.6,0.541,1.0,1.0,1.0,1.0,1.0	-0.164
3138	ENSG00000103145	HCFC1R1	chr16	-	3023232	3023968	3023232	3023530	3023846	3023968	3138	22,40,57,40,15,22,36,15,23,32,29,26,42,25,18,24,40,17,44,35,9	35,26,27,43,20,22,29,22,22,33,59,30,31,13,10,30,12,37,72,130,10	21,3,11,15,21,8,6,37	43,29,39,37,51,20,28,69	391	75	3.80052656013e-11	1.00033859617e-08	0.108,0.228,0.288,0.151,0.126,0.161,0.192,0.116,0.167,0.157,0.086,0.143,0.206,0.269,0.257,0.133,0.39,0.081,0.105,0.049,0.147	0.086,0.019,0.051,0.072,0.073,0.071,0.039,0.093	0.107
3169	ENSG00000168958	MFF	chr2	+	227328677	227330846	227328677	227328789	227330625	227330846	3169	119,142,88,393,186,210,53,90,199,146,75,141,182,217,232,234,170,230,388,213,130	35,30,35,60,26,26,14,23,27,26,31,25,31,21,28,33,17,43,54,96,32	271,233,275,208,176,223,199,75	32,20,37,17,11,36,19,17	1911	75	5.84068147561e-05	0.00156199187484	0.118,0.157,0.09,0.204,0.219,0.241,0.129,0.133,0.224,0.181,0.087,0.181,0.187,0.289,0.245,0.218,0.282,0.174,0.22,0.08,0.138	0.249,0.314,0.226,0.324,0.386,0.196,0.291,0.148	-0.086
3210	ENSG00000173540	GMPPB	chr3	-	49722595	49723302	49722595	49723114	49723253	49723302	3210	5,6,19,11,8,10,7,5,8,3,9,7,3,8,6,5,6,3,9,9,5	24,16,26,24,15,13,27,10,19,24,29,14,20,14,10,22,17,14,37,27,13	11,9,11,13,33,3,9,9	28,11,9,25,29,8,15,27	214	75	0.00172262777695	0.0238969806173	0.068,0.116,0.204,0.138,0.157,0.212,0.083,0.149,0.129,0.042,0.098,0.149,0.05,0.167,0.174,0.074,0.11,0.07,0.079,0.105,0.119	0.121,0.223,0.3,0.154,0.285,0.116,0.174,0.105	-0.066
3234	ENSG00000108963	DPH1	chr17	+	2040217	2040605	2040217	2040374	2040504	2040605	3234	12,16,9,24,18,24,8,9,22,21,54,18,17,9,13,13,19,20,24,13,2	54,50,47,58,37,65,51,54,38,85,81,46,51,40,35,39,75,46,89,93,21	27,17,36,44,43,21,10,42	66,58,56,70,63,38,50,37	205	75	1.56351509575e-05	0.000535557465332	0.075,0.105,0.065,0.131,0.151,0.119,0.054,0.057,0.175,0.083,0.196,0.125,0.109,0.076,0.12,0.109,0.085,0.137,0.09,0.049,0.034	0.13,0.097,0.19,0.187,0.2,0.168,0.068,0.293	-0.064
3235	ENSG00000108963	DPH1	chr17	+	2041767	2043898	2041767	2041875	2042604	2043898	3235	194,179,214,172,168,188,193,140,123,249,750,141,121,61,118,144,179,129,163,128,33	40,36,33,44,18,33,27,21,26,36,70,23,28,25,24,20,25,39,52,96,27	177,140,142,282,364,99,152,213	18,22,19,38,39,8,17,48	804	75	0.000454266987328	0.00838298599124	0.311,0.317,0.377,0.267,0.465,0.347,0.4,0.383,0.306,0.392,0.5,0.364,0.287,0.185,0.314,0.402,0.4,0.236,0.226,0.111,0.102	0.478,0.372,0.411,0.409,0.465,0.536,0.455,0.293	-0.109
3236	ENSG00000108963	DPH1	chr17	+	2041767	2043898	2041767	2042231	2042604	2043898	3236	68,58,62,82,79,71,87,51,43,95,274,42,41,24,44,58,66,35,48,40,8	9,9,19,12,2,12,10,5,7,15,33,5,16,5,4,7,12,11,19,24,4	75,58,53,133,201,48,61,49	3,2,4,13,7,8,5,9	448	75	0.000325010525746	0.00638655261004	0.558,0.519,0.353,0.534,0.869,0.498,0.593,0.631,0.507,0.515,0.582,0.584,0.3,0.446,0.648,0.581,0.479,0.348,0.297,0.218,0.251	0.807,0.829,0.689,0.631,0.828,0.501,0.671,0.477	-0.188
3239	ENSG00000166770	ZNF667-AS1	chr19	+	56494162	56495437	56494162	56494342	56495047	56495437	3239	401,118,143,564,222,269,62,133,189,95,165,327,147,278,256,280,311,325,587,2231,476	27,8,22,32,13,18,9,11,13,12,15,15,19,19,14,17,27,38,85,90,84	359,338,435,302,39,343,317,151	17,9,20,15,0,23,21,3	780	75	0.000856939697541	0.0138915897161	0.588,0.586,0.385,0.629,0.622,0.59,0.398,0.538,0.583,0.432,0.514,0.677,0.427,0.585,0.637,0.613,0.526,0.451,0.399,0.704,0.353	0.67,0.783,0.677,0.659,1.0,0.589,0.592,0.829	-0.19
3270	ENSG00000171777	RASGRP4	chr19	-	38411114	38411381	38411114	38411249	38411344	38411381	3270	1,6,11,6,4,8,7,3,3,8,15,3,7,1,4,9,5,6,11,7,0	0,1,5,2,1,0,1,3,0,6,2,3,1,0,0,1,1,0,1,5,1	4,8,6,7,17,6,2,5	1,1,1,1,0,0,0,4	170	75	0.00324751628641	0.0375945114545	1.0,0.726,0.493,0.57,0.638,1.0,0.755,0.306,1.0,0.37,0.768,0.306,0.755,1.0,1.0,0.799,0.688,1.0,0.829,0.382,0.0	0.638,0.779,0.726,0.755,1.0,1.0,1.0,0.355	-0.097
3306	ENSG00000198901	PRC1	chr15	-	90981498	90981981	90981498	90981669	90981747	90981981	3306	5,5,1,8,4,6,1,6,5,2,5,3,14,5,4,2,0,5,8,3,5	14,10,7,28,4,8,7,9,9,16,5,6,4,10,4,7,4,9,14,26,9	0,0,2,1,2,0,3,1	9,5,9,4,16,7,10,6	153	75	3.28521986059e-07	2.26612200315e-05	0.149,0.197,0.065,0.123,0.329,0.269,0.065,0.246,0.214,0.058,0.329,0.197,0.632,0.197,0.329,0.123,0.0,0.214,0.219,0.054,0.214	0.0,0.0,0.098,0.109,0.058,0.0,0.128,0.076	0.142
3327	ENSG00000101203	COL20A1	chr20	+	63328078	63328498	63328078	63328127	63328330	63328498	3327	9,7,7,3,2,15,12,3,7,14,10,9,6,8,8,5,7,5,3,1,4	1,0,1,1,2,0,0,1,1,3,0,2,3,1,2,1,3,0,0,6,0	7,4,4,7,11,5,3,7	0,1,0,0,0,0,0,0	278	75	1.29067218024e-08	1.43436701631e-06	0.708,1.0,0.654,0.447,0.212,1.0,1.0,0.447,0.654,0.557,1.0,0.548,0.35,0.683,0.519,0.574,0.386,1.0,1.0,0.043,1.0	1.0,0.519,1.0,1.0,1.0,1.0,1.0,1.0	-0.284
3379	ENSG00000121310	ECHDC2	chr1	-	52897436	52899224	52897436	52897484	52899173	52899224	3379	66,112,106,132,177,103,106,54,60,140,101,45,76,120,42,56,189,55,128,46,43	24,21,18,19,23,18,25,11,18,24,31,10,20,11,8,10,21,11,20,15,5	73,61,45,56,77,46,28,48	26,19,12,26,24,15,12,16	1764	75	8.2378241506e-07	4.79039053223e-05	0.105,0.185,0.2,0.228,0.247,0.196,0.153,0.173,0.124,0.199,0.122,0.161,0.139,0.317,0.182,0.192,0.277,0.175,0.214,0.115,0.268	0.107,0.12,0.138,0.084,0.12,0.115,0.09,0.113	0.078
3385	ENSG00000261832	NA	chr16	-	28482476	28482672	28482476	28482545	28482625	28482672	3385	7,5,9,21,17,4,8,3,12,9,20,3,6,7,9,12,4,3,9,10,0	10,10,17,13,7,10,11,3,9,19,17,8,6,12,6,8,7,9,21,31,7	11,12,5,14,7,6,10,22	11,10,7,5,9,3,4,10	155	75	0.00365659080386	0.0412324929202	0.253,0.195,0.204,0.439,0.54,0.162,0.26,0.326,0.392,0.186,0.363,0.154,0.326,0.22,0.421,0.421,0.217,0.139,0.172,0.135,0.0	0.326,0.367,0.257,0.575,0.273,0.492,0.547,0.516	-0.156
3519	ENSG00000255910	NA	chr12	+	20009720	20015028	20009720	20009919	20011321	20015028	3519	45,83,91,126,57,103,45,57,104,46,52,59,152,96,55,46,112,120,236,71,79	3,1,4,2,1,1,0,1,2,3,1,2,2,2,0,2,0,1,3,3,5	38,45,87,59,43,72,74,17	0,0,2,0,1,0,0,0	1477	75	1.91308968667e-10	3.9864006346e-08	0.432,0.808,0.536,0.762,0.743,0.839,1.0,0.743,0.725,0.438,0.725,0.6,0.794,0.709,1.0,0.539,1.0,0.859,0.8,0.546,0.445	1.0,1.0,0.688,1.0,0.686,1.0,1.0,1.0	-0.205
3528	ENSG00000165359	INTS6L	chrX	+	135569336	135573033	135569336	135569431	135572814	135573033	3528	202,167,190,415,201,231,112,130,282,191,192,144,279,233,173,172,237,307,458,317,230	3,0,2,4,0,1,3,4,3,1,0,4,1,1,2,3,4,3,3,5,3	358,284,359,282,257,228,235,153	3,0,0,0,2,0,0,1	3458	75	3.25312989879e-08	3.12863511997e-06	0.594,1.0,0.673,0.692,1.0,0.834,0.447,0.413,0.671,0.806,1.0,0.438,0.858,0.835,0.652,0.554,0.562,0.689,0.768,0.579,0.624	0.721,1.0,1.0,1.0,0.736,1.0,1.0,0.768	-0.204
3555	ENSG00000101160	CTSZ	chr20	-	58995184	58997753	58995184	58995759	58997602	58997753	3555	80,100,157,149,86,85,73,39,71,134,135,60,114,93,64,56,62,127,130,181,49	4,1,1,0,0,0,3,0,0,2,0,3,1,0,0,0,0,3,0,0,0	112,121,80,92,89,48,84,82	1,4,2,0,1,1,3,4	1918	75	6.46003361915e-10	1.05923370916e-07	0.439,0.796,0.86,1.0,1.0,1.0,0.488,1.0,1.0,0.724,1.0,0.439,0.817,1.0,1.0,1.0,1.0,0.623,1.0,1.0,1.0	0.814,0.542,0.61,1.0,0.777,0.652,0.523,0.445	0.196
3594	ENSG00000255717	SNHG1	chr11	-	62851987	62853833	62851987	62853590	62853800	62853833	3594	8,6,5,21,9,15,9,9,11,17,22,16,27,14,5,9,14,23,28,36,22	30,21,25,57,21,34,18,15,5,20,31,12,37,42,22,16,16,45,52,136,65	11,14,19,17,9,14,10,11	18,21,19,14,10,13,6,16	285	75	0.000331447266122	0.00644968006956	0.066,0.07,0.05,0.088,0.101,0.104,0.116,0.136,0.367,0.183,0.157,0.26,0.161,0.081,0.056,0.129,0.187,0.119,0.124,0.065,0.082	0.139,0.149,0.208,0.242,0.191,0.221,0.305,0.153	-0.072
3610	ENSG00000255717	SNHG1	chr11	-	62853800	62855216	62853800	62854551	62855132	62855216	3610	47,26,43,79,38,52,70,68,53,34,54,54,61,63,61,48,53,57,81,217,76	1,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,3,1,0,31,5	46,53,37,33,36,33,24,35	0,2,0,0,0,0,0,0	656	75	6.18555729193e-07	3.8427294431e-05	0.843,0.748,0.711,0.9,0.685,1.0,1.0,1.0,1.0,0.795,1.0,1.0,1.0,0.878,1.0,1.0,0.669,0.867,1.0,0.445,0.635	1.0,0.752,1.0,1.0,1.0,1.0,1.0,1.0	-0.103
3668	ENSG00000185513	L3MBTL1	chr20	+	43536096	43536458	43536096	43536294	43536408	43536458	3668	4,11,8,9,5,9,4,8,5,7,5,8,5,8,3,6,10,5,5,10,1	17,11,14,17,9,14,23,8,16,32,21,7,23,14,10,14,23,15,28,13,3	4,3,5,7,10,2,5,4	19,16,26,19,42,16,22,30	189	75	0.000741223570143	0.0124001081531	0.085,0.284,0.185,0.174,0.181,0.203,0.065,0.284,0.11,0.08,0.086,0.312,0.079,0.185,0.106,0.145,0.147,0.117,0.066,0.234,0.117	0.077,0.069,0.071,0.128,0.086,0.047,0.083,0.05	0.078
3681	ENSG00000173575	CHD2	chr15	+	92942842	92945865	92942842	92943068	92945820	92945865	3681	495,408,411,772,591,662,535,538,452,443,458,354,627,632,506,416,500,292,563,678,332	1,1,0,1,2,1,8,4,0,2,1,1,1,2,0,0,0,2,1,2,1	448,455,385,337,553,316,325,207	0,0,0,0,0,0,0,0	2827	75	0.000392589410435	0.00744364297187	0.929,0.915,1.0,0.953,0.887,0.946,0.64,0.781,1.0,0.855,0.924,0.904,0.943,0.893,1.0,1.0,1.0,0.795,0.937,0.9,0.898	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.09
3740	ENSG00000161904	LEMD2	chr6	-	33778241	33780179	33778241	33778387	33780099	33780179	3740	108,115,78,236,118,232,166,127,103,120,153,90,180,169,155,135,147,131,177,181,75	25,32,48,62,28,36,30,22,25,42,60,33,35,24,21,32,47,27,52,82,18	75,77,78,82,91,81,90,107	44,28,33,43,35,21,22,77	1787	75	1.63141098408e-08	1.7545562003e-06	0.153,0.131,0.064,0.138,0.15,0.213,0.188,0.195,0.147,0.107,0.097,0.103,0.178,0.228,0.237,0.15,0.116,0.169,0.125,0.085,0.149	0.067,0.103,0.09,0.074,0.098,0.139,0.147,0.055	0.052
3750	ENSG00000141646	SMAD4	chr18	+	51076637	51077419	51076637	51076776	51077306	51077419	3750	33,40,36,75,54,54,34,35,34,31,76,40,51,46,37,53,30,43,69,50,21	7,9,10,16,6,7,4,2,9,6,26,7,5,8,9,10,2,10,21,17,9	42,40,50,35,30,44,28,29	4,1,4,3,1,2,2,1	605	75	9.01798263842e-07	5.15416356283e-05	0.369,0.355,0.309,0.368,0.527,0.489,0.513,0.684,0.319,0.39,0.266,0.415,0.558,0.416,0.338,0.397,0.65,0.348,0.289,0.267,0.224	0.566,0.832,0.608,0.591,0.788,0.732,0.634,0.782	-0.287
3759	ENSG00000101158	NELFCD	chr20	+	58988913	58989640	58988913	58989021	58989487	58989640	3759	58,71,61,73,79,75,70,51,73,84,97,38,72,59,43,61,73,52,67,75,26	29,32,31,54,37,39,32,16,29,40,49,33,20,35,21,37,28,34,74,146,31	60,80,106,85,121,54,76,83	35,37,35,24,39,25,31,26	541	75	4.81263489788e-05	0.00134458028627	0.217,0.235,0.214,0.158,0.228,0.21,0.233,0.306,0.259,0.225,0.215,0.138,0.333,0.189,0.221,0.186,0.265,0.175,0.112,0.066,0.104	0.192,0.231,0.296,0.329,0.301,0.23,0.254,0.307	-0.063
3773	ENSG00000213930	GALT	chr9	+	34647088	34648171	34647088	34647258	34648114	34648171	3773	173,184,146,166,155,154,164,127,123,303,100,135,124,100,134,146,196,114,179,151,54	2,3,2,8,1,6,2,2,2,5,7,0,4,1,0,1,1,4,5,5,1	147,207,183,222,250,143,140,225	2,0,1,1,0,2,1,3	931	75	7.43127184366e-06	0.000291480709727	0.875,0.832,0.855,0.626,0.926,0.674,0.869,0.836,0.832,0.83,0.535,1.0,0.714,0.89,1.0,0.922,0.94,0.697,0.743,0.709,0.813	0.856,1.0,0.936,0.947,1.0,0.852,0.919,0.858	-0.106
3779	ENSG00000089280	FUS	chr16	+	31184938	31188357	31184938	31185179	31188324	31188357	3779	1370,1625,1515,2143,1925,1427,1386,936,1750,2250,3807,1246,1439,1687,1632,1768,1818,1581,2091,1585,902	7,2,1,0,4,3,12,5,4,7,3,2,3,3,4,5,4,1,1,11,0	2175,1609,1973,1885,2673,1570,1451,1954	4,0,0,3,5,2,0,2	3220	75	0.000193509209559	0.00418934873162	0.82,0.95,0.972,1.0,0.918,0.917,0.729,0.813,0.911,0.882,0.967,0.936,0.918,0.929,0.905,0.892,0.914,0.974,0.98,0.77,1.0	0.927,1.0,1.0,0.936,0.926,0.948,1.0,0.958	-0.052
3795	ENSG00000234741	GAS5	chr1	-	173863894	173864304	173863894	173864075	173864256	173864304	3795	41,37,29,63,43,49,30,26,48,24,38,34,62,72,35,40,35,41,127,101,61	72,73,39,123,61,55,57,56,68,59,41,66,65,88,48,77,82,104,244,493,177	37,44,58,37,27,30,29,27	43,54,55,23,33,37,53,35	256	75	8.2137005083e-06	0.000316399272766	0.143,0.129,0.179,0.13,0.171,0.207,0.134,0.12,0.171,0.106,0.214,0.131,0.218,0.193,0.176,0.132,0.111,0.104,0.132,0.057,0.092	0.201,0.193,0.236,0.32,0.193,0.192,0.138,0.184	-0.062
3796	ENSG00000234741	GAS5	chr1	-	173863894	173864304	173863894	173864079	173864256	173864304	3796	40,37,28,61,39,48,28,25,46,23,33,33,62,70,35,36,35,38,122,91,58	1,1,3,5,3,2,2,0,2,1,1,3,2,2,2,0,2,0,2,11,6	36,44,58,36,27,28,28,26	1,0,1,3,0,0,0,3	252	75	0.00222660302217	0.0288477764608	0.923,0.917,0.735,0.784,0.795,0.877,0.806,1.0,0.873,0.873,0.908,0.766,0.902,0.912,0.839,1.0,0.839,1.0,0.948,0.711,0.742	0.915,1.0,0.945,0.781,1.0,1.0,1.0,0.721	-0.056
3801	ENSG00000234741	GAS5	chr1	-	173864256	173864506	173864256	173864304	173864483	173864506	3801	48,65,42,106,55,68,46,33,53,47,56,56,76,86,78,56,58,76,152,197,91	75,92,72,134,89,77,62,62,79,96,92,66,82,92,62,79,97,127,252,556,222	59,55,84,46,62,44,63,27	61,57,44,25,45,52,37,22	254	75	1.821615081e-10	3.87655192344e-08	0.159,0.173,0.147,0.189,0.154,0.207,0.18,0.136,0.165,0.126,0.152,0.2,0.215,0.216,0.271,0.173,0.15,0.15,0.151,0.095,0.108	0.222,0.222,0.36,0.352,0.289,0.2,0.335,0.266	-0.113
3804	ENSG00000234741	GAS5	chr1	-	173863900	173864704	173863900	173864304	173864674	173864704	3804	109,119,95,182,84,131,88,69,117,97,105,99,156,162,136,103,102,149,251,360,150	1,4,3,4,1,3,1,2,4,5,8,1,4,3,0,1,3,3,9,17,7	133,106,145,82,123,81,110,43	1,2,2,3,1,0,3,0	445	75	0.000427062858562	0.00799617569266	0.948,0.834,0.842,0.885,0.934,0.88,0.937,0.853,0.831,0.766,0.689,0.943,0.868,0.901,1.0,0.946,0.851,0.893,0.825,0.781,0.783	0.957,0.899,0.924,0.822,0.954,1.0,0.861,1.0	-0.061
