ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19245	ENSG00000167920	KRT10-AS1	chr17	+	40823895	40824017	40828103	40828296	40819136	40819208	40833114	40833199	19245	0,0,0	2,3,3	0,2,2	10,0,0	271	342	0.000151634723142	0.0306658854792	0.0,0.0,0.0	0.0,1.0,1.0	-0.667
19246	ENSG00000167920	KRT10-AS1	chr17	+	40823895	40824017	40828103	40828296	40819194	40819279	40833114	40833199	19246	0,0,0	2,3,2	0,3,2	9,0,0	271	342	2.06723000084e-05	0.00911114951661	0.0,0.0,0.0	0.0,1.0,1.0	-0.667
20085	ENSG00000262879	NA	chr17	-	46985801	46985961	46998699	46998817	46983905	46984069	47007839	47007884	20085	14,9,28	2,1,1	9,17,16	10,7,3	267	309	0.000214372643079	0.0374309702542	0.89,0.912,0.97	0.51,0.738,0.861	0.221
20086	ENSG00000262879	NA	chr17	-	46985801	46985961	46998699	46998817	46983905	46984069	47021581	47021721	20086	25,4,20	2,2,0	15,10,10	10,7,3	267	309	0.00011098969863	0.0263730826501	0.935,0.698,1.0	0.634,0.623,0.794	0.194
20168	ENSG00000188321	ZNF559	chr19	+	9333014	9333113	9337795	9337858	9324694	9324780	9338493	9338582	20168	0,0,5	39,139,87	1,10,11	85,92,79	248	212	0.000120300330937	0.0275184210048	0.0,0.0,0.047	0.01,0.085,0.106	-0.051
20250	ENSG00000268041	ERFL	chr19	-	41909862	41910097	41912852	41912932	41909275	41909471	41928039	41928449	20250	3,5,6	13,33,17	0,0,0	24,16,8	229	384	1.23543483443e-07	0.000293560802484	0.279,0.203,0.372	0.0,0.0,0.0	0.285
20258	ENSG00000185664	PMEL	chr12	-	55956102	55956219	55956948	55957059	55955778	55955863	55957185	55957671	20258	3,3,2	43,70,82	16,14,11	139,75,85	260	266	0.000148603971025	0.0303041202405	0.067,0.042,0.024	0.105,0.16,0.117	-0.083
20862	ENSG00000075151	EIF4G3	chr1	-	21001198	21001307	21002712	21002808	20980333	20980448	21089137	21089213	20862	31,24,21	5,0,6	14,38,16	1,0,0	245	258	0.000152061314588	0.0306658854792	0.867,1.0,0.787	0.936,1.0,1.0	-0.094
21073	ENSG00000249859	PVT1	chr8	+	127795893	127796008	128070159	128070361	127794538	127794734	128096517	128096654	21073	6,5,8	31,42,23	19,15,13	27,27,17	264	351	0.000201786219518	0.0358761626409	0.205,0.137,0.316	0.483,0.425,0.504	-0.251
21106	ENSG00000249859	PVT1	chr8	+	127890588	127890998	128070159	128070361	127794528	127794734	128096517	128096654	21106	329,437,302	31,42,23	581,487,466	27,27,17	559	351	0.000230666366226	0.0389809292133	0.87,0.867,0.892	0.931,0.919,0.945	-0.055
21193	ENSG00000249859	PVT1	chr8	+	128020315	128020719	128070159	128070272	128010317	128010444	128096517	128096654	21193	8,13,3	45,54,39	36,22,26	39,59,51	553	262	9.51176197239e-06	0.00584086309343	0.078,0.102,0.035	0.304,0.15,0.195	-0.145
21194	ENSG00000249859	PVT1	chr8	+	128020315	128020719	128070159	128070361	128010317	128010444	128096517	128096654	21194	8,13,3	52,69,43	36,22,26	48,50,31	553	351	1.09624527234e-08	5.44654514763e-05	0.089,0.107,0.042	0.323,0.218,0.347	-0.217
21196	ENSG00000249859	PVT1	chr8	+	128020315	128020719	128095691	128095817	128010317	128010444	128096517	128096654	21196	8,13,3	2,2,2	36,22,26	0,1,0	553	275	0.000138117612572	0.0294567027133	0.665,0.764,0.427	1.0,0.916,1.0	-0.353
21254	ENSG00000249859	PVT1	chr8	+	128082752	128082848	128095774	128095817	128070159	128070272	128096517	128096654	21254	9,5,1	8,1,0	5,4,1	0,0,0	245	192	2.96084396062e-05	0.0118982385394	0.469,0.797,1.0	1.0,1.0,1.0	-0.245
21481	ENSG00000233723	LINC01122	chr2	+	58912718	58912746	58915679	58915902	58850429	58850606	58924544	58924626	21481	0,0,0	8,3,2	6,1,2	0,4,4	177	372	1.55298940374e-09	1.06092471116e-05	0.0,0.0,0.0	1.0,0.344,0.512	-0.619
21537	ENSG00000151967	SCHIP1	chr3	+	159764442	159765138	159866162	159866281	159732374	159732414	159886206	159886324	21537	3626,2924,2092	1525,1684,1228	5106,5192,4107	1887,1863,1474	845	268	6.9076237361e-05	0.0203736319635	0.43,0.355,0.351	0.462,0.469,0.469	-0.088
22212	ENSG00000168675	LDLRAD4	chr18	+	13278104	13278188	13387340	13387762	13218224	13218271	13621116	13621271	22212	4,3,2	352,339,269	5,12,17	319,318,330	233	571	3.98594037634e-05	0.0144264644667	0.027,0.021,0.018	0.037,0.085,0.112	-0.056
22475	ENSG00000236088	COX10-DT	chr17	-	13790268	13790313	13880301	13880371	13776372	13777349	14034007	14034416	22475	2,6,2	0,2,2	0,1,1	2,4,3	219	194	1.27926239766e-05	0.00708419676015	1.0,0.727,0.47	0.0,0.181,0.228	0.596
22480	ENSG00000236088	COX10-DT	chr17	-	13790268	13790313	13892724	13892842	13776826	13777349	14034007	14034416	22480	4,2,2	0,2,2	1,0,1	2,4,3	267	194	9.9247772219e-05	0.0245433902593	1.0,0.421,0.421	0.266,0.0,0.195	0.46
22508	ENSG00000236088	COX10-DT	chr17	-	13892724	13892839	13898608	13898732	13880301	13880371	14034007	14034416	22508	0,0,1	5,4,2	4,3,1	1,7,6	273	264	0.000137566020034	0.0294567027133	0.0,0.0,0.326	0.795,0.293,0.139	-0.3
22509	ENSG00000236088	COX10-DT	chr17	-	13892724	13892842	13898608	13898732	13880301	13880371	14034007	14034416	22509	0,0,1	4,5,4	4,3,1	2,5,0	273	267	6.20259521622e-06	0.0046291876237	0.0,0.0,0.196	0.662,0.37,1.0	-0.612
22593	ENSG00000291203	NA	chr4	+	119475081	119475185	119488644	119488717	119462895	119462979	119493332	119493437	22593	7,9,1	18,24,8	0,1,0	15,14,18	253	222	8.67654486814e-07	0.00121755574957	0.254,0.248,0.099	0.0,0.059,0.0	0.181
23495	ENSG00000178980	SELENOW	chr19	+	47780863	47780917	47781107	47781182	47778932	47780749	47781289	47781388	23495	811,856,552	1415,1370,1219	554,572,463	1426,1393,1224	203	224	0.000252976050727	0.0410256591226	0.387,0.408,0.333	0.3,0.312,0.294	0.074
23596	ENSG00000122507	BBS9	chr7	+	33352858	33352873	33357854	33357995	33349067	33349170	33383665	33383838	23596	0,0,0	7,6,3	2,2,4	5,6,3	164	290	3.50727534792e-08	0.000119799757697	0.0,0.0,0.0	0.414,0.371,0.702	-0.496
23674	ENSG00000246145	RRS1-DT	chr8	-	66228893	66229006	66258066	66258131	66221023	66221208	66264252	66264334	23674	0,2,2	2,2,4	2,1,0	0,0,1	214	262	0.000246364076826	0.040433301882	0.0,0.55,0.38	1.0,1.0,0.0	-0.357
23713	ENSG00000155511	GRIA1	chr5	+	153794620	153794735	153795475	153795590	153770167	153770415	153802355	153802490	23713	317,396,302	496,520,398	259,241,280	503,670,596	264	264	1.82513711278e-06	0.00213716352544	0.39,0.432,0.431	0.34,0.265,0.32	0.109
23714	ENSG00000155511	GRIA1	chr5	+	153794620	153794735	153795477	153795590	153770167	153770415	153802355	153802490	23714	317,396,302	193,227,159	259,241,280	200,273,226	264	262	0.000221011830267	0.0382945362497	0.62,0.634,0.653	0.562,0.467,0.551	0.109
23715	ENSG00000155511	GRIA1	chr5	+	153794620	153794745	153795475	153795590	153770167	153770415	153802355	153802490	23715	153,212,136	496,520,398	130,135,152	503,670,596	274	264	0.000335853146288	0.0496082328404	0.229,0.282,0.248	0.199,0.163,0.197	0.067
24406	ENSG00000181722	ZBTB20	chr3	-	114693527	114693575	114801100	114801174	114500351	114500391	114900303	114900342	24406	2,2,10	2,1,4	7,2,1	0,0,0	223	197	1.00326414221e-05	0.00602531779122	0.469,0.639,0.688	1.0,1.0,1.0	-0.401
24445	ENSG00000261390	MAFTRR	chr16	-	79757650	79757715	79769152	79769222	79751213	79751276	79770446	79770563	24445	8,13,9	5,4,1	25,5,3	0,0,0	219	214	2.10468540007e-06	0.00230050532969	0.61,0.761,0.898	1.0,1.0,1.0	-0.244
24873	ENSG00000228793	NA	chr6	-	3595566	3595661	3609379	3609549	3593552	3594535	3719362	3720077	24873	0,0,0	2,1,3	7,0,4	9,2,5	319	244	3.48458710708e-06	0.00312196155043	0.0,0.0,0.0	0.373,0.0,0.38	-0.251
24887	ENSG00000228793	NA	chr6	-	3653220	3654795	3663659	3663905	3634018	3634059	3719362	3720077	24887	0,0,0	2,29,5	6,0,2	22,15,19	395	1724	8.07136286429e-06	0.00531465208746	0.0,0.0,0.0	0.543,0.0,0.315	-0.286
25056	ENSG00000114867	EIF4G1	chr3	+	184315488	184315545	184316131	184316218	184314566	184314674	184316712	184316733	25056	109,89,72	65,42,47	116,107,111	33,22,23	206	236	3.76238704081e-07	0.000708404222037	0.658,0.708,0.637	0.801,0.848,0.847	-0.164
25058	ENSG00000114867	EIF4G1	chr3	+	184315488	184315545	184316131	184316218	184314568	184314674	184317716	184317816	25058	112,103,80	35,36,21	131,116,116	17,16,19	206	236	0.000115990184438	0.0272287407067	0.786,0.766,0.814	0.898,0.893,0.875	-0.1
25060	ENSG00000114867	EIF4G1	chr3	+	184315488	184315545	184316071	184316218	184314653	184314674	184316712	184316733	25060	109,89,72	61,40,43	116,107,111	32,20,21	206	296	6.26036030238e-07	0.00100629768013	0.72,0.762,0.706	0.839,0.885,0.884	-0.14
25626	ENSG00000158966	CACHD1	chr1	+	64641819	64641969	64647800	64648034	64602805	64602912	64652160	64652310	25626	10,7,20	270,285,245	1,2,0	200,212,152	299	383	3.88862743561e-07	0.000708404222037	0.045,0.031,0.095	0.006,0.012,0.0	0.051
25664	ENSG00000138798	EGF	chr4	+	109988583	109988709	110004504	110004622	109980825	109980975	110008151	110008230	25664	1,1,0	37,47,16	9,6,1	37,34,46	275	267	5.60489888516e-05	0.0184529478236	0.026,0.02,0.0	0.191,0.146,0.021	-0.104
25889	ENSG00000078403	MLLT10	chr10	+	21551815	21551921	21557620	21557824	21538832	21538912	21586293	21586348	25889	9,6,4	74,113,72	2,0,0	56,82,61	255	353	2.28280647123e-05	0.00967131312137	0.144,0.068,0.071	0.047,0.0,0.0	0.079
25890	ENSG00000078403	MLLT10	chr10	+	21551815	21551921	21571974	21572026	21538832	21538912	21586293	21586348	25890	9,6,4	9,17,2	2,0,0	12,7,3	255	201	1.40410451208e-05	0.00751235304441	0.441,0.218,0.612	0.116,0.0,0.0	0.385
26352	ENSG00000149131	SERPING1	chr11	+	57602034	57602169	57606407	57606547	57598193	57598321	57611716	57611936	26352	49,44,25	210,321,256	30,22,13	498,254,210	284	289	1.66943950606e-05	0.00837047778763	0.192,0.122,0.09	0.058,0.081,0.059	0.069
26680	ENSG00000185760	KCNQ5	chr6	+	73124485	73124512	73169745	73169854	73120482	73120577	73190572	73190704	26680	2,2,2	4,5,3	0,0,0	11,3,3	176	258	1.92967086469e-05	0.00896306641786	0.423,0.37,0.494	0.0,0.0,0.0	0.429
27015	ENSG00000138443	ABI2	chr2	+	203394699	203394846	203395655	203395780	203391045	203391143	203396784	203396967	27015	1181,1363,952	501,583,497	1066,1191,1114	294,456,350	296	274	0.000252231577805	0.0410256591226	0.686,0.684,0.639	0.77,0.707,0.747	-0.072
27017	ENSG00000138443	ABI2	chr2	+	203395658	203395780	203396784	203396967	203394699	203394846	203402575	203402734	27017	882,845,670	633,597,562	794,849,811	348,511,465	271	332	0.000300659352346	0.0457299956892	0.631,0.634,0.594	0.737,0.671,0.681	-0.077
27414	ENSG00000154529	CNTNAP3B	chr9	-	41964537	41964644	41970073	41970245	41953182	41953383	41986167	41986311	27414	2,2,7	1,5,2	4,7,3	0,0,1	321	256	1.93522988602e-05	0.00896306641786	0.615,0.242,0.736	1.0,1.0,0.705	-0.371
27488	ENSG00000055917	PUM2	chr2	-	20331716	20331937	20332966	20333063	20327309	20327378	20350596	20350702	27488	37,18,21	53,43,40	12,11,11	52,46,63	246	370	0.000119332714303	0.0275184210048	0.512,0.386,0.441	0.258,0.265,0.208	0.203
27492	ENSG00000106714	CNTNAP3	chr9	-	39140518	39140638	39149805	39149977	39132931	39133132	39165932	39166076	27492	21,29,16	17,15,13	7,11,14	12,25,27	321	269	0.000301229569789	0.0457299956892	0.509,0.618,0.508	0.328,0.269,0.303	0.245
28093	ENSG00000161249	DMKN	chr19	-	35506125	35506185	35508204	35508240	35505938	35505986	35509910	35509961	28093	5,7,1	6,5,0	9,5,5	0,2,0	185	209	0.000320814895414	0.0477743206108	0.485,0.613,1.0	1.0,0.739,1.0	-0.214
28095	ENSG00000161249	DMKN	chr19	-	35506125	35506185	35509910	35509961	35505938	35505986	35510183	35510252	28095	32,31,17	5,7,0	54,37,38	0,2,0	200	209	5.86993021514e-05	0.0188707897716	0.87,0.822,1.0	1.0,0.951,1.0	-0.086
28155	ENSG00000182732	RGS6	chr14	+	71964771	71964875	72352094	72352194	71933115	71933302	72454527	72454578	28155	0,0,0	34,40,23	11,0,3	28,16,7	253	249	7.76491675292e-07	0.00117880063995	0.0,0.0,0.0	0.279,0.0,0.297	-0.192
28210	ENSG00000167380	ZNF226	chr19	+	44166704	44166882	44167818	44167860	44165756	44165807	44170034	44170095	28210	34,45,52	0,0,0	23,26,22	0,6,2	327	191	0.000166662498405	0.0321852963351	1.0,1.0,1.0	1.0,0.717,0.865	0.139
28240	ENSG00000157349	DDX19B	chr16	+	70315968	70316104	70317495	70317588	70312608	70312657	70319600	70319683	28240	1,0,0	2,4,3	0,2,3	1,0,0	285	242	9.04758839404e-07	0.00123617200228	0.298,0.0,0.0	0.0,1.0,1.0	-0.567
28307	ENSG00000091039	OSBPL8	chr12	-	76410563	76410634	76450850	76450988	76402688	76402766	76459858	76459895	28307	224,228,188	352,290,256	159,173,129	338,333,352	287	220	3.12976432224e-05	0.0123056028589	0.328,0.376,0.36	0.265,0.285,0.219	0.098
28618	ENSG00000197332	ZNF833P	chr19	+	11644238	11644361	11646226	11646273	11639775	11639896	11648357	11648484	28618	3,6,7	0,2,0	0,0,3	3,1,0	272	196	0.000254833290964	0.0412045828928	1.0,0.684,1.0	0.0,0.0,1.0	0.561
28778	ENSG00000184083	FAM120C	chrX	-	54085714	54085916	54087754	54087964	54081321	54081460	54091311	54091426	28778	37,52,55	37,58,54	37,23,17	74,53,49	359	351	3.54920589282e-05	0.0133773241693	0.494,0.467,0.499	0.328,0.298,0.253	0.194
28913	ENSG00000180881	CAPS2	chr12	-	75323176	75323222	75326417	75326527	75321399	75321576	75390837	75390901	28913	2,0,0	9,5,3	2,3,9	0,1,3	259	195	2.26004466253e-08	8.82256863547e-05	0.143,0.0,0.0	1.0,0.693,0.693	-0.748
28968	ENSG00000103852	TTC23	chr15	-	99245388	99245510	99249621	99249799	99228532	99228732	99251154	99251223	28968	8,21,8	3,10,4	29,18,25	3,1,1	327	271	3.88565245416e-05	0.0142522602634	0.688,0.635,0.624	0.889,0.937,0.954	-0.278
29030	ENSG00000291140	AMZ2P1	chr17	-	64973231	64973517	64973576	64973690	64972753	64972927	64974554	64974641	29030	20,13,14	242,303,242	5,3,7	253,253,209	263	435	0.000127737347102	0.0281496027977	0.12,0.066,0.087	0.032,0.019,0.052	0.057
29032	ENSG00000291140	AMZ2P1	chr17	-	64973241	64973352	64973576	64973690	64972753	64972927	64974554	64974641	29032	20,13,14	82,84,56	5,3,7	90,73,58	263	260	6.55245933999e-05	0.0203736319635	0.194,0.133,0.198	0.052,0.039,0.107	0.109
29115	ENSG00000103160	HSDL1	chr16	-	84130336	84130431	84135543	84135605	84129985	84130171	84145079	84145169	29115	33,51,49	10,9,11	26,42,32	2,1,2	211	244	5.19963761123e-05	0.0177102198974	0.792,0.868,0.837	0.938,0.98,0.949	-0.123
29475	ENSG00000257522	NA	chr14	-	29309179	29309317	29346444	29346525	29307380	29307470	29378292	29378456	29475	10,8,6	0,0,0	6,2,2	0,4,4	230	287	1.97427580745e-05	0.00906706902763	1.0,1.0,1.0	1.0,0.384,0.384	0.411
30063	ENSG00000198431	TXNRD1	chr12	+	104290992	104291104	104309758	104310099	104288930	104289040	104311289	104311412	30063	88,117,86	38,52,55	78,78,68	61,94,57	261	490	0.000177618439045	0.0336144511361	0.813,0.809,0.746	0.706,0.609,0.691	0.121
30197	ENSG00000155761	SPAG17	chr1	-	118097669	118097851	118115309	118115441	118091929	118092002	118150542	118150629	30197	4,9,4	0,1,1	7,2,5	8,2,3	281	331	2.04725565184e-05	0.00909647283613	1.0,0.914,0.825	0.508,0.541,0.663	0.342
30492	ENSG00000172661	WASHC2C	chr10	+	45784820	45784901	45785508	45785631	45784564	45784693	45787034	45787247	30492	93,141,88	27,60,33	135,116,100	13,16,25	230	272	9.35287164394e-06	0.00582760668228	0.803,0.735,0.759	0.925,0.896,0.825	-0.116
30499	ENSG00000179397	CATSPERE	chr1	+	244617528	244617686	244635488	244635542	244610239	244610326	244639927	244640360	30499	3,9,2	2,0,0	2,0,9	6,1,4	307	203	0.000127365222121	0.0281496027977	0.498,1.0,1.0	0.181,0.0,0.598	0.573
30561	ENSG00000079156	OSBPL6	chr2	+	178339671	178339764	178344285	178344360	178338990	178339094	178349223	178349389	30561	25,44,35	18,35,15	55,53,61	12,14,13	242	224	9.00432982067e-05	0.0232124827056	0.562,0.538,0.684	0.809,0.778,0.813	-0.205
30646	ENSG00000112701	SENP6	chr6	+	75634706	75634811	75640683	75640704	75621531	75621625	75647730	75647801	30646	88,104,83	54,55,43	149,128,107	35,36,24	254	170	2.27537253217e-06	0.00243830705153	0.522,0.559,0.564	0.74,0.704,0.749	-0.183
30849	ENSG00000247950	SEC24B-AS1	chr4	-	109405649	109405773	109414257	109414433	109396193	109396279	109430579	109430780	30849	11,3,4	0,0,0	3,8,5	2,2,2	325	273	0.00020116994642	0.0358761626409	1.0,1.0,1.0	0.558,0.771,0.677	0.331
30880	ENSG00000101746	NOL4	chr18	-	34019317	34019601	34093464	34093597	33958238	33958418	34104046	34104159	30880	231,132,108	900,459,363	43,149,62	415,662,455	282	433	2.64636237607e-05	0.0107932086998	0.283,0.306,0.314	0.137,0.257,0.173	0.112
31671	ENSG00000166024	R3HCC1L	chr10	+	98163292	98163397	98186466	98186563	98134623	98134706	98208100	98209899	31671	41,60,49	15,23,9	81,73,66	7,9,6	254	246	7.68638669723e-05	0.0215423797834	0.726,0.716,0.841	0.918,0.887,0.914	-0.145
31981	ENSG00000168385	SEPTIN2	chr2	+	241320202	241320287	241324408	241324662	241317498	241317599	241325992	241326113	31981	3,8,1	45,39,39	0,0,2	41,43,58	234	403	0.000123310668536	0.0279633803188	0.103,0.261,0.042	0.0,0.0,0.056	0.117
32247	ENSG00000118997	DNAH7	chr2	-	195936598	195936792	195957260	195957447	195926425	195926566	195960259	195960945	32247	19,24,7	6,0,3	10,1,6	0,0,0	336	343	0.000105364851638	0.0254796454501	0.764,1.0,0.704	1.0,1.0,1.0	-0.177
32256	ENSG00000005243	COPZ2	chr17	-	48032155	48032233	48032685	48032741	48029124	48029176	48033862	48033944	32256	1,4,2	8,5,1	0,2,0	17,9,16	205	227	0.000196950101918	0.0355238183829	0.122,0.47,0.689	0.0,0.197,0.0	0.361
32349	ENSG00000131373	HACL1	chr3	-	15582876	15582989	15589539	15589612	15573158	15573242	15596383	15596424	32349	3,3,5	2,0,0	1,1,7	11,5,1	222	262	0.000101059738977	0.024767340155	0.639,1.0,1.0	0.097,0.191,0.892	0.486
32616	ENSG00000109046	WSB1	chr17	+	27304779	27304911	27306781	27306882	27303319	27303635	27309099	27309272	32616	1898,1862,1368	272,240,182	1457,1584,1391	391,318,285	281	250	2.63964362257e-07	0.000577047213043	0.861,0.873,0.87	0.768,0.816,0.813	0.069
32754	ENSG00000185480	PARPBP	chr12	+	102148229	102148463	102153868	102153989	102123987	102124041	102165728	102165883	32754	160,196,132	9,18,3	177,118,125	21,16,23	383	270	0.000286923905928	0.0443719336419	0.926,0.885,0.969	0.856,0.839,0.793	0.097
32807	ENSG00000107566	ERLIN1	chr10	-	100178132	100178194	100179200	100179247	100175944	100176070	100183755	100183837	32807	73,94,54	28,41,20	65,47,51	56,46,34	196	211	0.000134304792436	0.0291463044653	0.737,0.712,0.744	0.555,0.524,0.618	0.165
33018	ENSG00000145740	SLC30A5	chr5	+	69118498	69118628	69121693	69121895	69117238	69117396	69123198	69123425	33018	214,181,137	302,310,237	304,249,208	265,236,242	279	351	1.03874347218e-05	0.00615054090189	0.471,0.423,0.421	0.591,0.57,0.52	-0.122
33536	ENSG00000171735	CAMTA1	chr1	+	6825091	6825210	7091303	7091371	6785453	6785575	7249490	7249626	33536	204,290,204	19,13,17	338,307,320	10,6,9	268	217	6.62112421518e-05	0.0203736319635	0.897,0.948,0.907	0.965,0.976,0.966	-0.052
33708	ENSG00000057935	MTA3	chr2	+	42695764	42695839	42697775	42697834	42659762	42659862	42704193	42704318	33708	2,3,1	28,83,53	11,4,11	44,41,33	224	208	5.81783728493e-06	0.00447825976473	0.062,0.032,0.017	0.188,0.083,0.236	-0.132
33742	ENSG00000183780	SLC35F3	chr1	+	234318750	234318943	234320097	234320187	234316601	234316727	234323007	234324511	33742	83,77,42	28,15,8	121,43,53	70,19,36	342	239	0.000188085689049	0.0347994665129	0.674,0.782,0.786	0.547,0.613,0.507	0.192
33960	ENSG00000276234	TADA2A	chr17	+	37437737	37437829	37440504	37440662	37411268	37411390	37442563	37442652	33960	1,0,2	146,174,131	6,5,10	135,126,97	241	307	4.19890041914e-06	0.00353043547241	0.009,0.0,0.019	0.054,0.048,0.116	-0.063
34209	ENSG00000146587	RBAK	chr7	+	5046254	5046396	5048032	5048091	5045820	5045958	5057294	5057421	34209	6,4,9	39,50,30	1,1,0	46,32,54	291	208	3.37796981087e-06	0.00310787527489	0.099,0.054,0.177	0.015,0.022,0.0	0.098
34547	ENSG00000148950	IMMP1L	chr11	-	31456259	31456386	31469739	31469797	31433459	31433570	31473723	31473786	34547	9,21,13	76,82,52	1,7,6	72,83,62	207	276	0.000177753355382	0.0336144511361	0.136,0.255,0.25	0.018,0.101,0.114	0.136
34550	ENSG00000148950	IMMP1L	chr11	-	31460625	31460714	31477500	31477759	31433459	31433570	31509518	31509592	34550	7,14,5	6,7,7	6,19,10	0,4,0	408	238	0.000153110438614	0.0307639400409	0.405,0.538,0.294	1.0,0.735,1.0	-0.499
34653	ENSG00000138794	CASP6	chr4	-	109696409	109696486	109698299	109698342	109694524	109694700	109703355	109703445	34653	3,6,2	90,102,89	13,14,5	84,106,60	192	226	0.000242061976951	0.0401286730289	0.038,0.065,0.026	0.154,0.135,0.089	-0.083
34863	ENSG00000224078	SNHG14	chr15	+	25217212	25217342	25218927	25218972	25213973	25214018	25222158	25222285	34863	4,1,3	7,1,2	2,5,6	0,0,0	279	194	1.44054435047e-10	1.14198561242e-06	0.284,0.41,0.511	1.0,1.0,1.0	-0.598
35070	ENSG00000267313	KC6	chr18	-	41437370	41437441	41501119	41501276	41419004	41419598	41516419	41516555	35070	79,72,75	1,13,3	34,75,69	0,0,2	306	220	9.91819008966e-05	0.0245433902593	0.983,0.799,0.947	1.0,1.0,0.961	-0.077
35082	ENSG00000267313	KC6	chr18	-	41556294	41556395	41564798	41564898	41525363	41525526	41594345	41594468	35082	0,3,0	1,5,4	5,4,0	0,0,1	249	250	6.4866037226e-06	0.00472674488863	0.0,0.376,0.0	1.0,1.0,0.0	-0.541
35237	ENSG00000198909	MAP3K3	chr17	+	63668145	63668334	63672844	63672914	63666985	63667060	63681765	63681899	35237	2,8,2	0,0,0	0,1,0	2,0,1	338	219	1.04662282053e-05	0.00615054090189	1.0,1.0,1.0	0.0,1.0,0.0	0.667
35927	ENSG00000287725	NA	chr11	+	69083944	69084016	69135434	69135532	69081399	69081499	69159445	69162440	35927	23,30,16	2,2,1	19,18,15	11,5,4	221	247	0.000147648915465	0.0303041202405	0.928,0.944,0.947	0.659,0.801,0.807	0.184
36001	ENSG00000233452	STXBP5-AS1	chr6	-	146911551	146911663	146972044	146972070	146851117	146851331	147074804	147074847	36001	4,2,3	5,2,1	2,0,0	3,5,2	175	261	0.000256425107555	0.0413396607023	0.544,0.599,0.817	0.499,0.0,0.0	0.487
36009	ENSG00000233452	STXBP5-AS1	chr6	-	146911551	146911665	146972044	146972070	146851117	146851331	147074804	147074847	36009	4,2,3	5,2,1	2,0,0	3,8,2	175	263	0.000136452550236	0.0294567027133	0.546,0.6,0.818	0.5,0.0,0.0	0.488
36371	ENSG00000145002	FAM86B2	chr8	-	12430588	12430702	12432081	12432162	12430349	12430451	12434051	12434114	36371	0,1,0	3,3,8	4,7,2	9,2,3	230	263	3.76147588288e-06	0.00322718261571	0.0,0.276,0.0	0.337,0.8,0.433	-0.431
36597	ENSG00000198870	STKLD1	chr9	+	133385616	133385691	133394290	133394409	133383855	133383900	133395599	133395763	36597	4,1,4	8,4,5	6,6,6	0,2,2	224	268	9.53618244068e-05	0.0238223685672	0.374,0.23,0.489	1.0,0.782,0.782	-0.49
36906	ENSG00000268043	NBPF12	chr1	+	146951347	146951489	146959858	146960006	146943290	146943562	146960108	146960318	36906	21,8,9	7,4,2	6,16,11	0,1,0	291	297	5.70132146815e-06	0.00445126601253	0.754,0.671,0.821	1.0,0.942,1.0	-0.232
36907	ENSG00000268043	NBPF12	chr1	+	146951347	146951489	146959858	146960006	146946554	146946607	146960108	146960318	36907	3,0,0	6,4,4	2,3,0	0,1,1	291	297	0.000164464988098	0.0319869769734	0.338,0.0,0.0	1.0,0.754,0.0	-0.472
37049	ENSG00000231204	NA	chr2	+	21951825	21951976	21970844	21970944	21951631	21951689	21975616	21975809	37049	4,10,13	3,6,3	12,12,10	0,2,0	300	249	3.38319352821e-05	0.0130210065284	0.525,0.58,0.782	1.0,0.833,1.0	-0.315
37099	ENSG00000290555	LINC00680	chr6	-	57949357	57949505	57949903	57950011	57948872	57949068	57959027	57959111	37099	49,76,41	20,21,27	65,67,53	13,9,7	257	297	0.000245992694369	0.040433301882	0.739,0.807,0.637	0.852,0.896,0.897	-0.154
37373	ENSG00000138382	METTL5	chr2	-	169812456	169812506	169819560	169819643	169811764	169811858	169821942	169822057	37373	9,16,6	0,0,1	4,8,5	1,5,1	232	199	0.000116085350667	0.0272287407067	1.0,1.0,0.837	0.774,0.578,0.811	0.225
37443	ENSG00000141837	CACNA1A	chr19	-	13317111	13317321	13330243	13330336	13312668	13312781	13332868	13332925	37443	41,26,16	125,74,72	57,40,43	77,50,84	242	359	8.53315272558e-05	0.0225291721139	0.327,0.343,0.248	0.523,0.543,0.432	-0.193
37869	ENSG00000272168	CASC15	chr6	+	22036830	22036941	22043630	22043894	22020338	22020542	22056545	22056690	37869	0,0,0	4,4,5	4,0,3	6,2,6	260	413	1.30770192428e-05	0.00714685255658	0.0,0.0,0.0	0.514,0.0,0.443	-0.319
37870	ENSG00000272168	CASC15	chr6	+	22036830	22036941	22043646	22043894	22020338	22020542	22056545	22056690	37870	0,0,0	6,5,5	4,0,3	7,4,6	260	397	2.35079128859e-05	0.00988272657723	0.0,0.0,0.0	0.466,0.0,0.433	-0.3
37992	ENSG00000139323	POC1B	chr12	-	89491935	89492115	89525119	89525204	89467616	89467685	89525880	89525993	37992	69,67,45	20,19,20	50,43,60	38,38,34	234	329	0.000182004034643	0.0340646729497	0.829,0.832,0.76	0.649,0.614,0.713	0.148
