ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21052	ENSG00000204410	MSH5	chr6	+	31758765	31758875	31758164	31758293	31759096	31759134	21052	28,58,50	0,11,0	52,43,43	0,0,0	259	149	0.000121424561235	0.0155820686233	1.0,0.752,1.0	1.0,1.0,1.0	-0.083
21076	ENSG00000141699	RETREG3	chr17	-	42586764	42586891	42586052	42586137	42592055	42592162	21076	177,159,127	0,0,1	165,182,165	6,3,7	276	149	0.000133937047995	0.0166306399532	1.0,1.0,0.986	0.937,0.97,0.927	0.051
21077	ENSG00000141699	RETREG3	chr17	-	42587833	42587864	42586052	42586137	42592055	42592162	21077	41,60,37	0,0,1	70,72,46	6,3,7	180	149	2.71191644624e-05	0.00601307355579	1.0,1.0,0.968	0.906,0.952,0.845	0.088
21391	ENSG00000198003	ODAD3	chr19	-	11421127	11421212	11420603	11420947	11421676	11421832	21391	22,40,27	6,0,3	44,37,30	0,1,0	234	149	0.000208841144172	0.0221239020876	0.7,1.0,0.851	1.0,0.959,1.0	-0.136
21638	ENSG00000260077	NA	chr2	-	10042632	10042776	10040305	10040664	10043309	10043336	21638	1,4,2	1,6,3	0,0,0	2,7,3	293	149	0.000127940361909	0.0161647484766	0.337,0.253,0.253	0.0,0.0,0.0	0.281
21880	ENSG00000149187	CELF1	chr11	-	47499452	47499604	47488836	47489024	47524523	47524674	21880	89,91,86	5,11,1	137,93,95	1,1,1	301	149	2.66054583361e-05	0.00594152578163	0.898,0.804,0.977	0.985,0.979,0.979	-0.088
21885	ENSG00000149187	CELF1	chr11	-	47500860	47500932	47488836	47489024	47524523	47524781	21885	5,7,13	5,11,1	10,8,18	1,1,1	221	149	0.000758439608595	0.049048758064	0.403,0.3,0.898	0.871,0.844,0.924	-0.346
21894	ENSG00000149187	CELF1	chr11	-	47506857	47506897	47500860	47500932	47552991	47553132	21894	5,9,10	73,76,71	21,15,28	84,83,74	189	149	0.000432891568545	0.0342101718877	0.051,0.085,0.1	0.165,0.125,0.23	-0.095
21898	ENSG00000284130	TUBA3FP	chr22	-	21011383	21011590	21008192	21009453	21013781	21014287	21898	68,58,48	23,12,17	91,86,52	8,13,4	356	149	0.00032969070159	0.0291544710149	0.553,0.669,0.542	0.826,0.735,0.845	-0.214
22158	ENSG00000251503	CENPS-CORT	chr1	+	10433841	10433965	10430101	10430568	10434656	10434690	22158	249,344,239	12,24,9	310,253,231	3,9,3	273	149	0.000150060028502	0.0180226877951	0.919,0.887,0.935	0.983,0.939,0.977	-0.053
22163	ENSG00000251503	CENPS-CORT	chr1	+	10434656	10434690	10430101	10430568	10451376	10451659	22163	12,5,5	26,36,40	1,2,0	42,47,45	183	149	7.11593885927e-07	0.000554306754897	0.273,0.102,0.092	0.019,0.033,0.0	0.138
22183	ENSG00000198216	CACNA1E	chr1	+	181781426	181781523	181776100	181776228	181783678	181783784	22183	42,20,8	0,6,2	11,10,18	0,1,0	246	149	0.000356613445409	0.0305887348984	1.0,0.669,0.708	1.0,0.858,1.0	-0.16
22293	ENSG00000096070	BRPF3	chr6	+	36222167	36222265	36217916	36218010	36230425	36231317	22293	255,195,198	22,15,14	244,208,199	8,7,5	247	149	0.000248705658665	0.0243400050577	0.875,0.887,0.895	0.948,0.947,0.96	-0.066
22299	ENSG00000096070	BRPF3	chr6	+	36225270	36225364	36217916	36218010	36230425	36232590	22299	6,10,5	22,15,14	15,9,10	8,7,5	243	149	0.000224731932342	0.0228854136282	0.143,0.29,0.18	0.535,0.441,0.551	-0.305
22351	ENSG00000241288	LINC02614	chr3	-	125848229	125848447	125827187	125827455	125861703	125861800	22351	8,3,11	0,0,0	1,0,1	0,1,2	367	149	6.39568759015e-05	0.0103930580493	1.0,1.0,1.0	1.0,0.0,0.169	0.61
22494	ENSG00000241288	LINC02614	chr3	-	125914712	125914767	125908436	125908560	125915652	125915789	22494	1,1,2	1,1,0	1,0,1	2,1,3	204	149	0.000190045051977	0.0207568345606	0.422,0.422,1.0	0.268,0.0,0.196	0.46
22499	ENSG00000241288	LINC02614	chr3	-	125914712	125914767	125914419	125914445	125915652	125915789	22499	1,2,4	0,0,0	0,0,5	2,4,0	204	149	2.41958352942e-06	0.00123059061409	1.0,1.0,1.0	0.0,0.0,1.0	0.667
22532	ENSG00000128346	C22orf23	chr22	-	37951459	37951522	37945041	37945173	37953046	37953158	22532	15,7,5	2,1,2	2,6,7	1,5,13	212	149	0.000674447196086	0.0454792121816	0.841,0.831,0.637	0.584,0.458,0.275	0.331
22620	ENSG00000005801	ZNF195	chr11	-	3375496	3375662	3373576	3373656	3377616	3377900	22620	4,4,1	10,9,4	1,0,0	13,6,5	315	149	0.000313267956685	0.0282008513627	0.159,0.174,0.106	0.035,0.0,0.0	0.135
22734	ENSG00000037042	TUBG2	chr17	+	42659833	42659946	42659283	42659552	42660638	42660707	22734	94,86,70	8,2,1	85,96,62	1,0,0	262	149	0.000754676612477	0.0488756263814	0.87,0.961,0.975	0.98,1.0,1.0	-0.058
22855	ENSG00000164542	MATCAP2	chr7	-	36336153	36336297	36335045	36335178	36356901	36357590	22855	228,203,130	15,21,6	195,144,135	38,25,22	293	149	2.50471672941e-05	0.00573736277498	0.885,0.831,0.917	0.723,0.745,0.757	0.136
23034	ENSG00000135476	ESPL1	chr12	+	53270677	53270798	53270377	53270482	53272720	53272857	23034	132,212,196	5,11,11	219,165,136	1,0,5	270	149	5.1187332052e-05	0.00907972495038	0.936,0.914,0.908	0.992,1.0,0.938	-0.057
23271	ENSG00000185046	ANKS1B	chr12	-	98829173	98829251	98798933	98799005	98832028	98832136	23271	2,3,5	0,4,2	2,4,10	1,0,0	227	149	0.000721591834132	0.0473978688773	1.0,0.33,0.621	0.568,1.0,1.0	-0.206
23403	ENSG00000172890	NADSYN1	chr11	+	71463431	71463485	71455109	71455170	71472448	71472491	23403	2,2,3	0,0,0	4,10,1	3,2,4	203	149	1.20066665721e-07	0.000165736279911	1.0,1.0,1.0	0.495,0.786,0.155	0.521
23564	ENSG00000272636	DOC2B	chr17	-	164129	164204	162080	162190	181106	181170	23564	31,47,27	0,1,0	25,29,32	13,4,1	224	149	1.61741247107e-06	0.000957202389181	1.0,0.969,1.0	0.561,0.828,0.955	0.208
23566	ENSG00000272636	DOC2B	chr17	-	172536	172616	162080	162190	181106	181170	23566	56,39,33	0,1,0	38,46,33	13,4,1	229	149	1.65543928121e-06	0.000965112468209	1.0,0.962,1.0	0.655,0.882,0.955	0.157
24010	ENSG00000204815	ODAD4	chr17	+	41936472	41936534	41935470	41935543	41945135	41945222	24010	25,16,6	3,4,0	8,7,12	0,0,0	211	149	0.000625006706748	0.0432135493483	0.855,0.739,1.0	1.0,1.0,1.0	-0.135
24481	ENSG00000228436	RRAGC-DT	chr1	+	38913539	38913794	38859928	38860239	38919173	38919431	24481	18,9,4	4,4,1	20,7,10	1,1,0	404	149	0.00016183332951	0.0188072492424	0.624,0.454,0.596	0.881,0.721,1.0	-0.309
24493	ENSG00000228436	RRAGC-DT	chr1	+	38915177	38915267	38913539	38913628	38919173	38919431	24493	3,3,2	2,3,3	1,1,0	3,6,4	239	149	0.000364878461121	0.0310315601207	0.483,0.384,0.294	0.172,0.094,0.0	0.298
24501	ENSG00000299249	NA	chr3	-	64462267	64462458	64459289	64459404	64470579	64470697	24501	2,14,7	0,0,0	70,13,5	13,1,1	340	149	1.12806578412e-06	0.000749447778488	1.0,1.0,1.0	0.702,0.851,0.687	0.253
24595	ENSG00000197993	KEL	chr7	-	142943275	142943343	142942874	142943044	142943485	142943596	24595	5,2,7	1,0,0	0,1,2	1,4,0	217	149	0.000381108540637	0.0317961195506	0.774,1.0,1.0	0.0,0.147,1.0	0.542
24681	ENSG00000155256	ZFYVE27	chr10	+	97743093	97743164	97738476	97738649	97744728	97744915	24681	191,183,164	9,24,6	169,216,155	5,2,4	220	149	5.77737015879e-05	0.00983311968956	0.935,0.838,0.949	0.958,0.987,0.963	-0.062
24687	ENSG00000155256	ZFYVE27	chr10	+	97744728	97744915	97738476	97738674	97749473	97749586	24687	169,148,117	7,14,11	163,175,143	4,1,4	336	149	3.69037143632e-05	0.00744705114426	0.915,0.824,0.825	0.948,0.987,0.941	-0.104
24689	ENSG00000155256	ZFYVE27	chr10	+	97748268	97748364	97738476	97738674	97749473	97749586	24689	170,187,137	7,14,11	212,180,224	4,1,4	245	149	6.84055432287e-06	0.0025089383744	0.937,0.89,0.883	0.97,0.991,0.971	-0.074
24694	ENSG00000155256	ZFYVE27	chr10	+	97752856	97752877	97751375	97751462	97753037	97753182	24694	67,52,64	315,289,269	45,40,31	326,323,331	170	149	0.000123457597183	0.0157643093402	0.157,0.136,0.173	0.108,0.098,0.076	0.061
24727	ENSG00000230590	FTX	chrX	-	74274341	74274457	74202674	74203953	74280393	74280494	24727	12,14,2	3,4,0	7,11,2	0,0,0	265	149	4.51311358493e-05	0.00837685061002	0.692,0.663,1.0	1.0,1.0,1.0	-0.215
24745	ENSG00000230590	FTX	chrX	-	74285914	74286170	74284742	74284948	74292426	74292628	24745	6,3,4	0,0,0	1,3,6	5,1,1	405	149	4.70960662691e-08	8.31305594048e-05	1.0,1.0,1.0	0.069,0.525,0.688	0.573
24764	ENSG00000099992	TBC1D10A	chr22	-	30304530	30304630	30299443	30299551	30326672	30326901	24764	324,275,206	10,14,12	215,268,282	31,23,19	249	149	0.000493100767749	0.0371772786967	0.951,0.922,0.911	0.806,0.875,0.899	0.068
24850	ENSG00000258052	NA	chr12	+	69812777	69812877	69801668	69801721	69812963	69813033	24850	336,352,270	23,27,13	451,346,330	6,3,8	249	149	7.41367167656e-09	2.56688401858e-05	0.897,0.886,0.926	0.978,0.986,0.961	-0.072
25020	ENSG00000231742	LINC01273	chr20	+	50173201	50173318	50172922	50173017	50176280	50176672	25020	2,6,6	4,2,3	7,5,10	0,0,0	266	149	4.09025213699e-09	1.71260759419e-05	0.219,0.627,0.528	1.0,1.0,1.0	-0.542
25051	ENSG00000117174	ZNHIT6	chr1	-	85706248	85706355	85702156	85702260	85707628	85707936	25051	5,8,7	1,0,0	8,7,6	4,1,1	256	149	0.00050637474694	0.0377356078491	0.744,1.0,1.0	0.538,0.803,0.777	0.209
25273	ENSG00000151474	FRMD4A	chr10	-	13753055	13753100	13740511	13740577	13761646	13761669	25273	6,4,3	5,2,3	5,6,2	2,0,0	194	149	0.000245359074199	0.0241651411562	0.48,0.606,0.434	0.658,1.0,1.0	-0.379
25289	ENSG00000291202	NA	chr4	-	119410516	119410658	119410231	119410289	119412351	119412542	25289	10,6,1	1,0,0	3,5,5	0,5,2	291	149	6.21231274902e-05	0.0101914909707	0.837,1.0,1.0	1.0,0.339,0.561	0.312
25290	ENSG00000291202	NA	chr4	-	119410516	119410712	119410231	119410289	119412351	119412542	25290	10,7,2	1,0,0	2,9,5	0,5,2	345	149	3.40746453273e-05	0.00704580477354	0.812,1.0,1.0	1.0,0.437,0.519	0.285
25535	ENSG00000142621	FHAD1	chr1	+	15301204	15301441	15296683	15296793	15308612	15308736	25535	22,17,10	1,0,0	7,14,10	1,1,6	386	149	2.69394142931e-05	0.00599536831591	0.895,1.0,1.0	0.73,0.844,0.391	0.31
25591	ENSG00000288558	DUS4L-BCAP29	chr7	+	107613653	107613732	107613331	107613432	107618327	107620050	25591	5,10,5	136,127,111	11,27,25	132,164,126	228	149	4.10091871434e-05	0.00794770406982	0.023,0.049,0.029	0.052,0.097,0.115	-0.054
25642	ENSG00000156515	HK1	chr10	+	69394949	69395105	69379861	69380095	69400990	69401863	25642	96,106,75	12,3,6	130,80,92	4,2,0	305	149	0.000667927725992	0.0452089141244	0.796,0.945,0.859	0.941,0.951,1.0	-0.097
25712	ENSG00000162670	BRINP3	chr1	-	190281559	190281750	190264864	190265055	190454654	190454940	25712	29,55,91	0,7,4	16,36,25	0,0,0	340	149	8.08683943698e-05	0.0119519655017	1.0,0.775,0.909	1.0,1.0,1.0	-0.105
25749	ENSG00000092330	TINF2	chr14	-	24241019	24241116	24239429	24240875	24241674	24241776	25749	231,227,167	46,58,28	275,230,191	25,36,21	246	149	0.000653290297343	0.0445194341425	0.753,0.703,0.783	0.869,0.795,0.846	-0.09
25888	ENSG00000144426	NBEAL1	chr2	+	203115984	203116070	203113014	203113318	203122253	203122343	25888	34,23,23	7,0,2	33,54,42	2,0,0	235	149	0.000550598600022	0.0397639084411	0.755,1.0,0.879	0.913,1.0,1.0	-0.093
25970	ENSG00000293313	ZNF37BP	chr10	-	42552378	42552451	42551989	42552280	42552569	42552800	25970	0,2,1	16,10,5	4,1,4	1,6,3	222	149	0.000605825874005	0.0423333518596	0.0,0.118,0.118	0.729,0.101,0.472	-0.355
26044	ENSG00000275591	XKR5	chr8	-	6823520	6823730	6821868	6822038	6825164	6825349	26044	2,2,0	2,1,3	10,4,2	2,1,0	359	149	0.000566588079092	0.040432111583	0.293,0.454,0.0	0.675,0.624,1.0	-0.517
26182	ENSG00000173818	ENDOV	chr17	+	80428595	80428660	80425458	80425620	80429772	80429818	26182	306,231,175	24,31,21	288,235,235	7,10,17	214	149	5.05452348509e-05	0.00900130140283	0.899,0.838,0.853	0.966,0.942,0.906	-0.075
26210	ENSG00000137103	TMEM8B	chr9	+	35835287	35835441	35834460	35834650	35845974	35846068	26210	3,2,3	6,0,4	9,8,8	1,0,0	303	149	9.56745413094e-06	0.00309062062585	0.197,1.0,0.269	0.816,1.0,1.0	-0.45
26215	ENSG00000137103	TMEM8B	chr9	+	35841133	35841267	35834460	35834650	35845974	35846068	26215	5,5,6	6,0,4	6,16,7	1,0,0	283	149	2.51475037755e-05	0.0057384436277	0.305,1.0,0.441	0.76,1.0,1.0	-0.338
26281	ENSG00000154803	FLCN	chr17	-	17216379	17216503	17215184	17215316	17217068	17217182	26281	324,314,207	1,5,0	311,294,297	31,5,5	273	149	2.46130999138e-07	0.000275243251415	0.994,0.972,1.0	0.846,0.97,0.97	0.06
26288	ENSG00000154803	FLCN	chr17	-	17222500	17222661	17219018	17219209	17231793	17231882	26288	16,15,15	0,1,0	17,17,11	0,2,8	310	149	0.000222748665054	0.0227220044772	1.0,0.878,1.0	1.0,0.803,0.398	0.226
26293	ENSG00000154803	FLCN	chr17	-	17223921	17224143	17219018	17219209	17231793	17231882	26293	87,70,62	0,1,0	81,65,62	0,2,8	371	149	0.000277300971616	0.0261849816034	1.0,0.966,1.0	1.0,0.929,0.757	0.093
26299	ENSG00000154803	FLCN	chr17	-	17226175	17226322	17219018	17219209	17231793	17231882	26299	9,6,4	0,1,0	12,13,12	0,2,8	296	149	0.000262321793166	0.0251889080571	1.0,0.751,1.0	1.0,0.766,0.43	0.185
26640	ENSG00000109113	RAB34	chr17	-	28715194	28715214	28715027	28715122	28715455	28715507	26640	78,56,59	0,0,0	96,85,70	7,0,6	169	149	0.00052657679137	0.0386491908881	1.0,1.0,1.0	0.924,1.0,0.911	0.055
26734	ENSG00000104218	CSPP1	chr8	+	67079350	67079462	67078366	67078487	67086006	67086063	26734	4,1,1	0,0,2	0,0,0	2,2,2	261	149	7.19594101728e-06	0.0025797737279	1.0,1.0,0.222	0.0,0.0,0.0	0.741
26771	ENSG00000104218	CSPP1	chr8	+	67118751	67118821	67118247	67118369	67131950	67132080	26771	91,96,66	1,0,0	102,76,78	9,0,4	219	149	0.00020991912639	0.0221640953593	0.984,1.0,1.0	0.885,1.0,0.93	0.056
26890	ENSG00000182718	ANXA2	chr15	-	60397257	60397338	60364428	60364523	60397942	60397964	26890	1,2,1	21,13,7	5,7,7	16,13,14	230	149	0.000500249492654	0.0375120447338	0.03,0.091,0.085	0.168,0.259,0.245	-0.155
26897	ENSG00000182718	ANXA2	chr15	-	60397257	60397338	60393012	60393440	60397942	60397964	26897	1,2,1	13,26,17	6,8,6	20,15,13	230	149	5.28333118673e-05	0.0092531645919	0.047,0.047,0.037	0.163,0.257,0.23	-0.173
26933	ENSG00000177150	FAM210A	chr18	-	13687742	13687882	13671911	13671973	13726328	13726663	26933	6,7,2	2,4,0	7,5,5	0,0,0	289	149	0.000131921163544	0.0165281323019	0.607,0.474,1.0	1.0,1.0,1.0	-0.306
27211	ENSG00000136153	LMO7	chr13	+	75713181	75713252	75636322	75636726	75727028	75727098	27211	13,14,4	0,0,0	22,17,22	3,0,8	220	149	1.5528499029e-05	0.00411146698629	1.0,1.0,1.0	0.832,1.0,0.651	0.172
27217	ENSG00000136153	LMO7	chr13	+	75807479	75808199	75804319	75804541	75809153	75809183	27217	28,24,33	8,10,12	23,20,30	30,37,25	869	149	3.10854526198e-06	0.00148061326614	0.375,0.292,0.32	0.116,0.085,0.171	0.205
27284	ENSG00000267040	ATP8B1-AS1	chr18	+	57695944	57696036	57641913	57642052	57731413	57732042	27284	1,0,0	1,2,1	4,2,0	0,0,1	241	149	2.17653842327e-06	0.00114259017296	0.382,0.0,0.0	1.0,1.0,0.0	-0.539
27291	ENSG00000163576	EFHB	chr3	-	19920504	19920567	19919832	19919976	19936140	19936334	27291	3,3,6	3,4,2	0,0,1	5,6,4	212	149	1.05928651228e-06	0.00072241333913	0.413,0.345,0.678	0.0,0.0,0.149	0.429
27292	ENSG00000163576	EFHB	chr3	-	19933229	19933465	19920504	19920567	19936140	19936334	27292	7,9,4	3,0,4	4,4,8	0,0,1	385	149	6.08068596361e-05	0.010090183806	0.475,1.0,0.279	1.0,1.0,0.756	-0.334
27332	ENSG00000168297	PXK	chr3	+	58423460	58423494	58412903	58412963	58424751	58426019	27332	2,7,1	25,21,2	0,1,0	40,32,14	183	149	5.18104187487e-05	0.00914519923801	0.061,0.213,0.289	0.0,0.025,0.0	0.179
27341	ENSG00000182329	KIAA2012	chr2	+	202076931	202077099	202074890	202075175	202090769	202090929	27341	0,0,1	6,1,5	1,6,3	1,6,3	317	149	2.02624845351e-05	0.00491062358164	0.0,0.0,0.086	0.32,0.32,0.32	-0.291
27561	ENSG00000100505	TRIM9	chr14	-	51000682	51000828	50981799	50982103	51009079	51009233	27561	38,41,32	21,33,14	22,13,33	33,22,46	295	149	0.000256430547653	0.0248752829155	0.478,0.386,0.536	0.252,0.23,0.266	0.217
27740	ENSG00000115392	FANCL	chr2	-	58162865	58162888	58161521	58161638	58163433	58163517	27740	53,53,29	4,0,1	34,44,27	8,10,4	172	149	1.85872411782e-05	0.00465438478922	0.92,1.0,0.962	0.786,0.792,0.854	0.15
27745	ENSG00000115392	FANCL	chr2	-	58162865	58162947	58161521	58161638	58163433	58163517	27745	116,108,87	4,0,1	117,113,74	8,10,4	231	149	0.000105649576996	0.0142450775583	0.949,1.0,0.982	0.904,0.879,0.923	0.075
27747	ENSG00000115392	FANCL	chr2	-	58162865	58163074	58161521	58161638	58163433	58163517	27747	184,214,151	4,0,1	188,220,117	8,10,4	358	149	8.8501301997e-05	0.0126762449606	0.95,1.0,0.984	0.907,0.902,0.924	0.067
27750	ENSG00000115392	FANCL	chr2	-	58163028	58163074	58161521	58161638	58163433	58163493	27750	50,91,48	4,0,1	51,74,23	8,10,4	195	149	1.92569069147e-05	0.00478877250227	0.905,1.0,0.973	0.83,0.85,0.815	0.128
27884	ENSG00000249241	LINC02265	chr4	+	40329936	40330028	40326709	40326910	40330159	40330419	27884	1,2,6	6,7,4	0,0,1	5,4,10	241	149	0.000106787629411	0.0143159829948	0.093,0.15,0.481	0.0,0.0,0.058	0.222
28094	ENSG00000253710	ALG11	chr13	+	52023712	52023779	52018912	52019143	52024005	52024937	28094	7,9,8	116,140,120	20,26,11	124,137,115	216	149	0.000480292091904	0.0366118571539	0.04,0.042,0.044	0.1,0.116,0.062	-0.051
28138	ENSG00000181135	ZNF707	chr8	+	143684755	143685067	143684486	143684542	143691599	143691914	28138	11,5,7	0,1,0	6,5,15	4,1,1	461	149	0.000225728532766	0.0229455117147	1.0,0.618,1.0	0.327,0.618,0.829	0.281
28147	ENSG00000181135	ZNF707	chr8	+	143687380	143687478	143686916	143687014	143690056	143690123	28147	1,2,0	2,0,2	1,1,3	0,0,2	247	149	0.000280323118714	0.026312029986	0.232,1.0,0.0	1.0,1.0,0.475	-0.414
28154	ENSG00000181135	ZNF707	chr8	+	143690056	143690123	143684451	143684542	143691599	143691694	28154	4,6,3	0,1,0	1,7,5	4,1,1	216	149	0.000441556945553	0.0346401904785	1.0,0.805,1.0	0.147,0.828,0.775	0.352
28223	ENSG00000047662	FAM184B	chr4	-	17693301	17693412	17688423	17688531	17704999	17705206	28223	42,24,14	0,0,1	36,37,40	7,3,0	260	149	0.000348854906421	0.0301241649481	1.0,1.0,0.889	0.747,0.876,1.0	0.089
28373	ENSG00000160685	ZBTB7B	chr1	+	155010257	155010397	155002629	155002943	155014014	155014093	28373	13,5,1	0,1,0	12,13,10	7,8,3	289	149	3.01998380703e-06	0.00145636070434	1.0,0.721,1.0	0.469,0.456,0.632	0.388
28404	ENSG00000141349	G6PC3	chr17	+	44074159	44074266	44070729	44071242	44075309	44075451	28404	48,53,50	0,1,0	47,44,43	6,4,2	256	149	2.00737984142e-05	0.00488398228093	1.0,0.969,1.0	0.82,0.865,0.926	0.119
28409	ENSG00000141349	G6PC3	chr17	+	44074679	44074770	44070729	44071242	44075309	44075451	28409	41,40,27	0,1,0	44,36,36	6,4,2	240	149	2.57756518617e-05	0.00580090711017	1.0,0.961,1.0	0.82,0.848,0.918	0.125
28865	ENSG00000291089	NA	chr19	+	37819496	37819617	37817294	37817726	37820223	37820306	28865	75,56,56	4,7,6	26,110,39	0,3,1	270	149	0.000768685453493	0.0493216090888	0.912,0.815,0.837	1.0,0.953,0.956	-0.115
29064	ENSG00000117280	RAB29	chr1	-	205772495	205772567	205771471	205771653	205775272	205775451	29064	44,57,22	0,0,1	92,16,46	11,0,3	221	149	4.26001808368e-05	0.00808204884974	1.0,1.0,0.937	0.849,1.0,0.912	0.059
29307	ENSG00000148677	ANKRD1	chr10	-	90917731	90917830	90915781	90915880	90920168	90920348	29307	20,11,18	0,0,0	69,28,49	16,1,0	248	149	4.23275485172e-05	0.00805579156203	1.0,1.0,1.0	0.722,0.944,1.0	0.111
29313	ENSG00000148677	ANKRD1	chr10	-	90918864	90918972	90915781	90915880	90920168	90920348	29313	3,1,3	0,0,0	10,1,9	16,1,0	257	149	4.26943426314e-05	0.00809138687409	1.0,1.0,1.0	0.266,0.367,1.0	0.456
29625	ENSG00000141431	ASXL3	chr18	+	33626861	33627070	33607593	33607676	33661615	33661737	29625	38,44,33	0,0,1	25,16,25	1,2,4	358	149	0.000328446041325	0.0290872654296	1.0,1.0,0.932	0.912,0.769,0.722	0.176
29859	ENSG00000050767	COL23A1	chr5	-	178252543	178252597	178250060	178250105	178256352	178256397	29859	10,13,12	2,0,5	7,6,5	0,0,0	203	149	0.000315609700367	0.0283183789927	0.786,1.0,0.638	1.0,1.0,1.0	-0.192
29865	ENSG00000050767	COL23A1	chr5	-	178259720	178259747	178257522	178257567	178261721	178261748	29865	32,84,27	2,6,4	33,9,6	0,0,0	176	149	0.000243345941507	0.0239938298723	0.931,0.922,0.851	1.0,1.0,1.0	-0.099
30007	ENSG00000106348	IMPDH1	chr7	-	128409440	128409484	128409288	128409352	128409755	128409901	30007	2,8,11	0,0,2	5,5,14	1,3,3	193	149	0.000641344333001	0.0440219434794	1.0,1.0,0.809	0.794,0.563,0.783	0.223
30071	ENSG00000269713	NBPF9	chr1	-	149082276	149082430	149081964	149082174	149098437	149098706	30071	13,3,2	0,0,0	4,9,6	0,1,6	303	149	0.000394943886894	0.0324177037616	1.0,1.0,1.0	1.0,0.816,0.33	0.285
30292	ENSG00000239556	UPK3BL3P	chr7	-	43986600	43986677	43984994	43985103	43987677	43987888	30292	35,24,28	0,0,0	32,29,23	0,3,6	226	149	7.241484688e-05	0.0112394709283	1.0,1.0,1.0	1.0,0.864,0.716	0.14
30312	ENSG00000135549	PKIB	chr6	+	122701439	122701500	122701081	122701166	122717786	122717963	30312	15,22,21	8,8,1	1,30,4	0,2,0	210	149	0.000131714729939	0.0165141470212	0.571,0.661,0.937	1.0,0.914,1.0	-0.248
30406	ENSG00000035115	SH3YL1	chr2	-	224863	224920	218143	219001	229965	230044	30406	39,44,35	96,115,69	53,69,52	73,83,69	206	149	0.000338420159647	0.0295347459056	0.227,0.217,0.268	0.344,0.376,0.353	-0.12
30644	ENSG00000105856	HBP1	chr7	+	107186360	107186472	107185800	107185942	107200159	107200301	30644	120,71,73	0,0,0	102,98,78	8,1,2	261	149	0.000652334153647	0.0444711086804	1.0,1.0,1.0	0.879,0.982,0.957	0.061
31215	ENSG00000298505	NA	chr3	-	98922989	98923074	98912365	98912618	98985509	98985621	31215	1,4,2	0,0,0	1,1,2	0,3,2	234	149	0.000110361971069	0.0146641331049	1.0,1.0,1.0	1.0,0.175,0.389	0.479
31393	ENSG00000260007	NA	chr15	-	68199540	68199681	68193842	68194112	68229501	68229718	31393	7,4,2	0,1,0	1,0,5	3,7,2	290	149	9.69139045681e-08	0.000139589360961	1.0,0.673,1.0	0.146,0.0,0.562	0.655
31506	ENSG00000081760	AACS	chr12	+	125118640	125118765	125107120	125107268	125128160	125128274	31506	1,0,1	0,2,3	2,1,1	1,0,0	274	149	1.11047944762e-06	0.000742695801407	1.0,0.0,0.153	0.521,1.0,1.0	-0.456
31693	ENSG00000166747	AP1G1	chr16	-	71767876	71767885	71765488	71765584	71769622	71769699	31693	390,477,288	90,69,45	321,359,339	82,133,89	158	149	5.48213106939e-05	0.00944516099642	0.803,0.867,0.858	0.787,0.718,0.782	0.08
31802	ENSG00000092199	HNRNPC	chr14	-	21263666	21263829	21263310	21263336	21268622	21268668	31802	82,75,72	119,114,91	97,112,117	66,89,88	312	149	9.52299771861e-06	0.00308927761847	0.248,0.239,0.274	0.412,0.375,0.388	-0.138
32022	ENSG00000168743	NPNT	chr4	+	105967187	105967444	105958898	105959126	105968894	105968945	32022	150,48,27	5,3,10	30,62,55	1,0,0	406	149	5.67980789845e-06	0.00219444131644	0.917,0.854,0.498	0.917,1.0,1.0	-0.216
32089	ENSG00000172954	LCLAT1	chr2	+	30459551	30459722	30447256	30447404	30476576	30476635	32089	10,21,7	0,0,0	13,12,8	0,6,1	320	149	0.000218699090705	0.0225646076721	1.0,1.0,1.0	1.0,0.482,0.788	0.243
32121	ENSG00000083799	CYLD	chr16	+	50744729	50744866	50742761	50742822	50749575	50749798	32121	12,6,2	3,4,2	11,6,10	1,0,0	286	149	3.72167251683e-06	0.00166113583445	0.676,0.439,0.343	0.851,1.0,1.0	-0.464
32145	ENSG00000186088	GSAP	chr7	-	77406028	77406105	77397345	77397415	77416212	77416349	32145	3,4,1	2,4,0	5,2,3	0,0,0	226	149	8.6017588642e-05	0.0124093467243	0.497,0.397,1.0	1.0,1.0,1.0	-0.369
32243	ENSG00000108953	YWHAE	chr17	-	1361901	1362008	1354210	1354347	1400046	1400220	32243	5,8,11	0,0,0	10,15,9	2,1,4	256	149	5.19846894457e-05	0.00915440251942	1.0,1.0,1.0	0.744,0.897,0.567	0.264
32385	ENSG00000238230	LINC00391	chr13	-	94707749	94707884	94707015	94707634	94708350	94708385	32385	5,1,1	0,0,2	0,1,0	3,0,5	284	149	4.90473618815e-05	0.00881608789749	1.0,1.0,0.208	0.0,1.0,0.0	0.403
32518	ENSG00000133816	MICAL2	chr11	+	12242670	12242772	12239435	12239585	12243986	12244112	32518	0,0,0	8,6,2	4,4,1	1,0,0	251	149	1.29674049276e-13	3.33527212197e-09	0.0,0.0,0.0	0.704,1.0,1.0	-0.901
