ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5994	ENSG00000171962	DRC3	chr17	+	17992764	17994418	17992764	17992911	17994298	17994418	5994	57,35,47	3,1,0	30,41,32	1,10,11	1536	149	0.00191174009429	0.0489632193422	0.648,0.772,1.0	0.744,0.285,0.22	0.39
6121	ENSG00000105402	NAPA	chr19	-	47492014	47493493	47492014	47492119	47493415	47493493	6121	180,208,168	3,6,0	238,174,230	1,0,0	1445	149	0.000176741565829	0.0124399878408	0.861,0.781,1.0	0.961,1.0,1.0	-0.106
6170	ENSG00000155287	SLC25A28	chr10	-	99612542	99613924	99612542	99612599	99613732	99613924	6170	642,598,512	8,10,6	501,631,496	1,0,4	1282	149	6.69200986017e-05	0.00683736319262	0.903,0.874,0.908	0.983,1.0,0.935	-0.078
6171	ENSG00000291153	STAG3L4	chr7	+	67308576	67309139	67308576	67308652	67308934	67309139	6171	30,59,44	0,5,1	44,30,18	14,7,9	431	149	1.35335290696e-06	0.000535814971747	1.0,0.803,0.938	0.521,0.597,0.409	0.405
6334	ENSG00000267265	GP6-AS1	chr19	+	55006226	55006464	55006226	55006289	55006416	55006464	6334	26,5,7	13,6,6	12,25,15	2,6,1	276	149	0.00127753886822	0.0382939253181	0.519,0.31,0.386	0.764,0.692,0.89	-0.377
6379	ENSG00000077152	UBE2T	chr1	-	202334988	202335818	202334988	202335058	202335641	202335818	6379	72,53,60	19,14,17	36,45,36	17,37,15	732	149	0.00193463670001	0.0494164460309	0.435,0.435,0.418	0.301,0.198,0.328	0.154
6380	ENSG00000077152	UBE2T	chr1	-	202334988	202335818	202334988	202335049	202335645	202335818	6380	97,93,77	1,0,2	74,86,66	2,4,6	745	149	0.000502303682309	0.0219528949871	0.951,1.0,0.885	0.881,0.811,0.688	0.152
6395	ENSG00000164509	IL31RA	chr5	+	55916643	55922850	55916643	55916834	55922395	55922850	6395	176,381,364	0,0,1	629,287,396	1,0,13	5710	149	0.000482147513199	0.0219528949871	1.0,1.0,0.905	0.943,1.0,0.443	0.173
6486	ENSG00000149091	DGKZ	chr11	+	46378456	46379111	46378456	46378500	46378893	46379111	6486	135,125,124	2,1,0	135,129,95	8,1,6	542	149	0.000150438969718	0.0114357687221	0.949,0.972,1.0	0.823,0.973,0.813	0.104
6531	ENSG00000161914	ZNF653	chr19	-	11486986	11487903	11486986	11487158	11487291	11487903	6531	34,46,22	156,131,126	11,31,8	122,158,134	282	149	0.000211584256905	0.0139883576348	0.103,0.156,0.084	0.045,0.094,0.031	0.058
6611	ENSG00000161203	AP2M1	chr3	+	184180168	184180984	184180168	184180251	184180848	184180984	6611	208,200,167	106,140,92	188,176,195	170,180,139	746	149	0.00121631677421	0.0372624146277	0.282,0.222,0.266	0.181,0.163,0.219	0.069
6661	ENSG00000116353	MECR	chr1	-	29195940	29196258	29195940	29196042	29196197	29196258	6661	45,31,19	1,1,0	33,32,21	2,2,6	304	149	0.000276061737256	0.0156500485823	0.957,0.938,1.0	0.89,0.887,0.632	0.162
6695	ENSG00000285533	RELA-DT	chr11	+	65663426	65665543	65663426	65663683	65665445	65665543	6695	80,56,75	0,0,0	47,42,60	2,3,4	1911	149	1.79359159747e-08	2.53082034773e-05	1.0,1.0,1.0	0.647,0.522,0.539	0.431
6742	ENSG00000254510	NA	chr11	+	66410152	66410973	66410152	66410368	66410855	66410973	6742	230,177,192	21,10,5	187,248,145	5,4,3	636	149	0.00139778843225	0.0408670328715	0.72,0.806,0.9	0.898,0.936,0.919	-0.109
6774	ENSG00000290940	FAM86FP	chr12	-	8232213	8232964	8232213	8232607	8232754	8232964	6774	3,6,0	0,0,1	2,1,1	0,3,3	296	149	0.000386339685695	0.0194232788014	1.0,1.0,0.0	1.0,0.144,0.144	0.237
6800	ENSG00000297244	NA	chr1	+	155747761	155748531	155747761	155747896	155748399	155748531	6800	367,385,280	11,17,5	249,321,336	10,23,32	652	149	0.0011017994061	0.0355787522723	0.884,0.838,0.928	0.851,0.761,0.706	0.111
6819	ENSG00000064932	SBNO2	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598	6819	41,24,23	5,1,9	35,45,25	0,1,2	443	149	0.000369900360752	0.0188967377842	0.734,0.89,0.462	1.0,0.938,0.808	-0.22
6862	ENSG00000102878	HSF4	chr16	+	67165945	67166395	67165945	67166070	67166319	67166395	6862	22,7,6	5,6,1	30,11,26	0,1,1	398	149	4.5890172865e-06	0.00117850925017	0.622,0.304,0.692	1.0,0.805,0.907	-0.365
6904	ENSG00000185963	BICD2	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	6904	3421,3634,2773	199,163,104	3093,3212,2767	208,191,206	1940	149	0.00182182056408	0.0476885371898	0.569,0.631,0.672	0.533,0.564,0.508	0.089
6922	ENSG00000198590	APRG1	chr3	+	37417018	37418101	37417018	37417142	37417252	37418101	6922	11,6,11	5,4,0	9,17,17	2,0,0	259	149	0.00057112801352	0.0235878500849	0.559,0.463,1.0	0.721,1.0,1.0	-0.233
6951	ENSG00000172995	ARPP21	chr3	+	35683725	35685887	35683725	35683815	35684020	35685887	6951	7,1,0	8,3,6	0,0,0	5,13,7	354	149	0.000616283918362	0.0241016651748	0.269,0.123,0.0	0.0,0.0,0.0	0.131
6952	ENSG00000170889	RPS9	chr19	+	54206275	54206724	54206275	54206462	54206552	54206724	6952	419,371,316	150,135,130	341,345,271	176,185,173	239	149	0.000448908710203	0.0215430836583	0.635,0.631,0.602	0.547,0.538,0.494	0.096
6957	ENSG00000109846	CRYAB	chr11	-	111908622	111911922	111908622	111908967	111911523	111911922	6957	21,16,13	0,0,0	59,9,27	4,2,0	2705	149	2.65347749293e-05	0.00350185321359	1.0,1.0,1.0	0.448,0.199,1.0	0.451
6989	ENSG00000198198	SZT2	chr1	+	43446178	43447168	43446178	43446259	43446954	43447168	6989	20,31,17	5,2,0	7,22,7	0,0,1	844	149	0.000319463099669	0.0169293598437	0.414,0.732,1.0	1.0,1.0,0.553	-0.136
6994	ENSG00000126088	UROD	chr1	+	45013908	45014836	45013908	45014070	45014735	45014836	6994	178,211,210	1,0,0	241,205,220	8,8,0	814	149	7.92206410505e-06	0.00180738168684	0.97,1.0,1.0	0.846,0.824,1.0	0.1
7079	ENSG00000089094	KDM2B	chr12	-	121442156	121443793	121442156	121442836	121443679	121443793	7079	218,226,193	0,0,0	188,244,149	0,8,2	992	149	0.000104543542315	0.00903066126434	1.0,1.0,1.0	1.0,0.821,0.918	0.087
7108	ENSG00000108691	CCL2	chr17	+	34255284	34257203	34255284	34255425	34256721	34257203	7108	136,68,27	8,0,0	118,95,95	0,0,0	1445	149	0.000252646347084	0.0148187999382	0.637,1.0,1.0	1.0,1.0,1.0	-0.121
7118	ENSG00000178971	CTC1	chr17	-	8228502	8229206	8228502	8228629	8229141	8229206	7118	75,84,79	2,1,0	57,66,71	2,5,7	661	149	9.87563106161e-05	0.00893697584261	0.894,0.95,1.0	0.865,0.748,0.696	0.178
7219	ENSG00000175197	DDIT3	chr12	-	57517268	57517753	57517268	57517595	57517705	57517753	7219	75,141,71	2,0,0	124,154,102	4,4,7	259	149	0.000498562884669	0.0219528949871	0.956,1.0,1.0	0.947,0.957,0.893	0.053
7260	ENSG00000160695	VPS11	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997	7260	69,49,64	1,0,0	81,62,61	0,6,3	609	149	0.000184630915909	0.0127178225986	0.944,1.0,1.0	1.0,0.717,0.833	0.131
7293	ENSG00000174032	SLC25A30	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078	7293	147,134,102	0,0,0	65,107,120	4,2,0	3073	149	0.000218210336277	0.0140585304862	1.0,1.0,1.0	0.441,0.722,1.0	0.279
7379	ENSG00000188878	FBF1	chr17	-	75913912	75914298	75913912	75914050	75914121	75914298	7379	1,11,8	56,36,42	31,17,9	60,37,35	220	149	0.000455247945878	0.0217375174961	0.012,0.171,0.114	0.259,0.237,0.148	-0.116
7380	ENSG00000188878	FBF1	chr17	-	75914121	75914932	75914121	75914292	75914746	75914932	7380	18,18,20	1,0,0	22,19,4	2,4,0	603	149	0.000496352666363	0.0219528949871	0.816,1.0,1.0	0.731,0.54,1.0	0.182
7470	ENSG00000265241	RBM8A	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077	7470	105,118,94	4,0,2	47,112,102	11,7,4	548	149	0.000527848197084	0.0224915406668	0.877,1.0,0.927	0.537,0.813,0.874	0.193
7490	ENSG00000170144	HNRNPA3	chr2	+	177215977	177216771	177215977	177216188	177216675	177216771	7490	260,344,292	5,0,1	265,229,248	2,11,7	636	149	0.000429635236751	0.0209353539467	0.924,1.0,0.986	0.969,0.83,0.892	0.073
7547	ENSG00000131462	TUBG1	chr17	+	42613646	42614657	42613646	42613733	42614259	42614657	7547	96,94,70	2,1,6	119,73,49	1,0,0	675	149	0.000213360885317	0.0139883576348	0.914,0.954,0.72	0.963,1.0,1.0	-0.125
7557	ENSG00000290927	NA	chr16	+	31705671	31707437	31705671	31705792	31705889	31707437	7557	1,2,3	50,38,44	15,5,2	41,59,42	246	149	0.00191164946439	0.0489632193422	0.012,0.031,0.04	0.181,0.049,0.028	-0.058
7561	ENSG00000290927	NA	chr16	+	31705671	31707437	31705671	31705792	31706890	31707437	7561	16,32,30	0,0,0	36,42,21	3,0,3	1247	149	0.000112121693403	0.00959802099744	1.0,1.0,1.0	0.589,1.0,0.455	0.319
7591	ENSG00000291064	NA	chr22	+	50788749	50789179	50788749	50788798	50788891	50789179	7591	117,84,108	32,17,25	184,152,130	24,21,12	242	149	0.00107650667011	0.0350690649888	0.692,0.753,0.727	0.825,0.817,0.87	-0.113
7848	ENSG00000260492	CISTR	chr12	-	53746334	53746848	53746334	53746547	53746707	53746848	7848	5,3,4	0,0,0	2,2,6	6,0,1	309	149	0.000483592604121	0.0219528949871	1.0,1.0,1.0	0.138,1.0,0.743	0.373
7854	ENSG00000198093	ZNF649	chr19	-	51899797	51900294	51899797	51899912	51900092	51900294	7854	52,37,50	2,0,0	36,28,19	7,1,0	329	149	0.00113306812463	0.0359847878951	0.922,1.0,1.0	0.7,0.927,1.0	0.098
7992	ENSG00000291049	FAM86B3P	chr8	+	8244098	8244863	8244098	8244322	8244584	8244863	7992	100,112,87	1,1,1	61,86,53	0,6,4	411	149	0.00157371565246	0.0442409648807	0.973,0.976,0.969	1.0,0.839,0.828	0.084
8019	ENSG00000291091	NA	chr3	-	197621703	197623382	197621703	197622330	197623219	197623382	8019	53,49,60	45,28,31	22,22,34	19,41,38	1038	149	0.00116056359346	0.0363949678715	0.145,0.201,0.217	0.143,0.072,0.114	0.078
8071	ENSG00000271913	TAGAP-AS1	chr6	+	159041797	159043052	159041797	159042308	159042797	159043052	8071	48,19,16	0,2,0	13,15,15	5,0,3	638	149	0.000575083936423	0.0235878500849	1.0,0.689,1.0	0.378,1.0,0.539	0.257
8107	ENSG00000272371	NA	chr1	+	52572512	52573908	52572512	52572590	52573211	52573908	8107	8,13,7	6,3,0	6,15,4	0,0,1	770	149	0.000131779109136	0.0104812732459	0.205,0.456,1.0	1.0,1.0,0.436	-0.258
8221	ENSG00000130713	EXOSC2	chr9	+	130697581	130699394	130697581	130697627	130699328	130699394	8221	207,223,192	43,39,27	164,162,133	44,58,47	1850	149	0.000146236955321	0.0112059963666	0.279,0.315,0.364	0.231,0.184,0.186	0.119
8387	ENSG00000130653	PNPLA7	chr9	-	137460633	137461620	137460633	137460737	137461535	137461620	8387	27,11,11	4,7,4	5,2,9	12,8,6	947	149	0.000512211290769	0.0221228712949	0.515,0.198,0.302	0.062,0.038,0.191	0.241
8389	ENSG00000130653	PNPLA7	chr9	-	137478033	137479238	137478033	137478152	137479055	137479238	8389	34,18,21	1,2,2	17,17,15	9,5,4	1052	149	0.000888751444886	0.0310470781395	0.828,0.56,0.598	0.211,0.325,0.347	0.368
8430	ENSG00000290555	LINC00680	chr6	-	57949357	57950011	57949357	57949505	57949858	57950011	8430	142,107,119	3,0,6	140,127,95	0,0,0	502	149	0.00154175896989	0.0438616578799	0.934,1.0,0.855	1.0,1.0,1.0	-0.07
8432	ENSG00000290555	LINC00680	chr6	-	57948872	57950011	57948872	57949068	57949903	57950011	8432	256,224,217	2,1,0	211,206,152	7,12,0	984	149	1.67125669273e-05	0.00269157306683	0.951,0.971,1.0	0.82,0.722,1.0	0.127
8619	ENSG00000289960	NA	chr22	+	19855012	19855712	19855012	19855107	19855601	19855712	8619	30,46,28	0,2,0	48,19,31	2,14,2	643	149	9.63704769565e-05	0.0088049256927	1.0,0.842,1.0	0.848,0.239,0.782	0.324
8659	ENSG00000291096	NA	chr3	-	125932649	125933696	125932649	125932709	125933574	125933696	8659	33,12,21	21,36,19	9,10,5	40,18,19	1014	149	0.000464058809995	0.0218389077987	0.188,0.047,0.14	0.032,0.075,0.037	0.077
8735	ENSG00000101222	SPEF1	chr20	-	3778745	3778990	3778745	3778806	3778950	3778990	8735	16,9,4	46,43,30	3,1,2	49,19,37	293	149	9.1099010038e-05	0.00857052270674	0.15,0.096,0.063	0.03,0.026,0.027	0.075
8769	ENSG00000136826	KLF4	chr9	-	107487027	107488267	107487027	107487192	107487294	107488267	8769	2,3,0	18,21,10	3,5,14	15,18,22	251	149	0.00125462675446	0.0378624085684	0.062,0.078,0.0	0.106,0.142,0.274	-0.127
8821	ENSG00000129255	MPDU1	chr17	+	7586691	7587271	7586691	7586838	7587160	7587271	8821	117,99,86	7,2,6	53,110,84	10,9,15	471	149	0.00175846442002	0.0470674054057	0.841,0.94,0.819	0.626,0.795,0.639	0.18
8831	ENSG00000187531	SIRT7	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512	8831	283,233,169	6,5,4	205,183,210	12,15,10	1058	149	0.000474762723104	0.0219528949871	0.869,0.868,0.856	0.706,0.632,0.747	0.169
8892	ENSG00000203875	SNHG5	chr6	-	85677423	85677875	85677423	85677492	85677790	85677875	8892	152,90,76	7,12,11	92,80,65	28,19,11	447	149	0.00178832637509	0.0472664576178	0.879,0.714,0.697	0.523,0.584,0.663	0.173
8930	ENSG00000079785	DDX1	chr2	+	15628444	15629697	15628444	15628517	15629601	15629697	8930	169,145,120	1,3,4	130,150,186	0,0,0	1233	149	0.000249292781292	0.0148187999382	0.953,0.854,0.784	1.0,1.0,1.0	-0.136
9016	ENSG00000172269	DPAGT1	chr11	-	119097854	119098487	119097854	119097925	119098402	119098487	9016	199,285,172	8,4,4	267,222,218	2,1,0	626	149	8.91298560752e-05	0.00846911892427	0.856,0.944,0.911	0.969,0.981,1.0	-0.08
9138	ENSG00000125835	SNRPB	chr20	-	2465707	2467315	2465707	2465819	2467191	2467315	9138	197,267,198	49,53,29	169,184,158	56,70,53	1521	149	0.000539878713773	0.0227586042796	0.283,0.33,0.401	0.228,0.205,0.226	0.118
9173	ENSG00000236882	LINC01554	chr5	+	95858803	95860141	95858803	95858949	95859488	95860141	9173	12,10,2	1,0,0	1,1,6	0,3,1	688	149	0.000250972716818	0.0148187999382	0.722,1.0,1.0	1.0,0.067,0.565	0.363
9237	ENSG00000159176	CSRP1	chr1	-	201485282	201488984	201485282	201485376	201488854	201488984	9237	85,198,124	80,205,165	126,82,68	37,29,22	3627	149	1.98729921408e-14	1.88833171322e-10	0.042,0.038,0.03	0.123,0.104,0.113	-0.077
9238	ENSG00000100360	IFT27	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	9238	4993,5094,4082	44,24,20	3958,4083,3780	61,65,39	5658	149	2.1462196147e-06	0.000657850928351	0.749,0.848,0.843	0.631,0.623,0.719	0.156
9251	ENSG00000117616	RSRP1	chr1	-	25243549	25245301	25243549	25243633	25245149	25245301	9251	1767,1847,1465	14,30,15	2084,1703,1766	45,23,45	1665	149	0.00175173172406	0.0470674054057	0.919,0.846,0.897	0.806,0.869,0.778	0.07
9268	ENSG00000149923	PPP4C	chr16	+	30082745	30083567	30082745	30082963	30083393	30083567	9268	279,257,234	24,2,12	305,200,311	5,8,0	579	149	0.00196406370908	0.0498817599158	0.749,0.971,0.834	0.94,0.865,1.0	-0.084
9291	ENSG00000073969	NSF	chr17	+	46755313	46755597	46755313	46755369	46755498	46755597	9291	6,7,4	14,17,20	1,0,2	26,19,18	278	149	1.9687524453e-05	0.00296937868813	0.187,0.181,0.097	0.02,0.0,0.056	0.13
9398	ENSG00000136286	MYO1G	chr7	-	44968522	44969875	44968522	44969483	44969704	44969875	9398	3,0,2	14,24,18	12,2,6	23,5,7	370	149	4.05620613513e-05	0.00469552272582	0.079,0.0,0.043	0.174,0.139,0.257	-0.149
9417	ENSG00000260565	ERVK13-1	chr16	-	2671023	2672570	2671023	2671231	2671344	2672570	9417	70,77,49	9,4,3	70,71,59	1,0,1	262	149	1.35834635514e-05	0.00226438720466	0.816,0.916,0.903	0.975,1.0,0.971	-0.104
9476	ENSG00000165533	TTC8	chr14	+	88841036	88841514	88841036	88841196	88841424	88841514	9476	32,58,38	53,85,30	34,22,24	85,67,58	377	149	0.000831822979881	0.0294879448875	0.193,0.212,0.334	0.137,0.115,0.141	0.115
9480	ENSG00000136378	ADAMTS7	chr15	-	78776187	78777588	78776187	78776333	78777443	78777588	9480	516,472,372	10,4,2	329,431,331	17,13,5	1259	149	0.00169158528768	0.046055711758	0.859,0.933,0.957	0.696,0.797,0.887	0.123
9487	ENSG00000251136	PARAIL	chr8	-	89720903	89722156	89720903	89721374	89722014	89722156	9487	26,28,6	1,2,0	24,16,16	5,6,2	789	149	0.00125307089369	0.0378624085684	0.831,0.726,1.0	0.475,0.335,0.602	0.382
9518	ENSG00000293268	NA	chr3	+	101692802	101700926	101692802	101692969	101699952	101700926	9518	2296,2434,1994	2,0,0	1705,1782,1858	3,6,1	7132	149	0.00121959702686	0.0372624146277	0.96,1.0,1.0	0.922,0.861,0.975	0.067
9598	ENSG00000137070	IL11RA	chr9	+	34655217	34655665	34655217	34655317	34655604	34655665	9598	72,77,59	130,91,72	46,52,60	145,99,127	436	149	0.000815233898842	0.0292326246046	0.159,0.224,0.219	0.098,0.152,0.139	0.071
9627	ENSG00000227888	FAM66A	chr8	+	12438163	12438511	12438163	12438218	12438339	12438511	9627	99,122,86	16,23,21	162,146,146	11,10,10	270	149	8.88249850894e-06	0.00183740062186	0.773,0.745,0.693	0.89,0.89,0.89	-0.153
9659	ENSG00000135541	AHI1	chr6	-	135300499	135302817	135300499	135300558	135302711	135302817	9659	637,654,474	2,13,1	381,541,572	0,3,0	2302	149	0.000516456756222	0.0222053036091	0.954,0.765,0.968	1.0,0.921,1.0	-0.078
9660	ENSG00000135541	AHI1	chr6	-	135301407	135302817	135301407	135301504	135302711	135302817	9660	570,605,439	2,12,0	349,479,520	1,0,0	1356	149	0.000160673313743	0.0118350219162	0.969,0.847,1.0	0.975,1.0,1.0	-0.053
9852	ENSG00000171793	CTPS1	chr1	+	41009444	41012550	41009444	41009589	41011657	41012550	9852	274,290,229	10,2,8	235,266,198	1,2,0	2217	149	5.36879960542e-05	0.00560597075282	0.648,0.907,0.658	0.94,0.899,1.0	-0.209
9944	ENSG00000133858	ZFC3H1	chr12	-	71611057	71611887	71611057	71611097	71611785	71611887	9944	145,145,148	86,102,69	115,126,119	135,120,93	837	149	0.00023703789178	0.0143460767369	0.231,0.202,0.276	0.132,0.157,0.186	0.078
9952	ENSG00000233611	GBX2-AS1	chr2	+	236169232	236169796	236169232	236169384	236169528	236169796	9952	6,2,5	22,15,20	7,15,13	14,6,20	293	149	0.00179077296805	0.0472664576178	0.122,0.063,0.113	0.203,0.56,0.248	-0.238
10053	ENSG00000241163	LINC00877	chr3	-	72098754	72100010	72098754	72099011	72099903	72100010	10053	9,8,0	2,7,6	2,0,0	16,4,3	1041	149	0.000121281076635	0.00993459301884	0.392,0.141,0.0	0.018,0.0,0.0	0.172
10072	ENSG00000115677	HDLBP	chr2	-	241235120	241235594	241235120	241235275	241235489	241235594	10072	94,93,77	11,8,10	122,138,119	2,2,4	363	149	2.51795092565e-06	0.000747674052985	0.778,0.827,0.76	0.962,0.966,0.924	-0.162
10079	ENSG00000139112	GABARAPL1	chr12	+	10213835	10214187	10213835	10213974	10214073	10214187	10079	34,23,13	2,0,0	17,16,11	11,2,2	248	149	5.8266025621e-06	0.00141959942423	0.911,1.0,1.0	0.481,0.828,0.768	0.278
10303	ENSG00000250999	NA	chr5	+	179658072	179658481	179658072	179658097	179658227	179658481	10303	3,1,1	2,0,0	0,2,1	1,0,3	279	149	0.00111681827017	0.0356107624267	0.445,1.0,1.0	0.0,1.0,0.151	0.431
10344	ENSG00000064703	DDX20	chr1	+	111760705	111761284	111760705	111761125	111761225	111761284	10344	63,38,63	192,172,130	28,36,38	214,175,164	249	149	0.000548106310307	0.0229222636058	0.164,0.117,0.225	0.073,0.11,0.122	0.067
10366	ENSG00000124006	OBSL1	chr2	-	219550728	219551798	219550728	219550868	219551528	219551798	10366	167,247,157	10,6,7	139,180,145	14,21,17	809	149	0.000117916308482	0.00988519764196	0.755,0.883,0.805	0.646,0.612,0.611	0.191
10417	ENSG00000286342	NA	chr7	+	64947764	64950722	64947764	64947955	64949115	64950722	10417	21,20,7	0,0,0	22,20,16	0,4,1	1309	149	0.0010590778002	0.0349422126997	1.0,1.0,1.0	1.0,0.363,0.646	0.33
10461	ENSG00000174365	SNHG11	chr20	+	38446667	38447623	38446667	38447076	38447465	38447623	10461	157,142,126	1,1,2	137,98,113	9,5,5	538	149	2.78187419579e-05	0.00357207683897	0.978,0.975,0.946	0.808,0.844,0.862	0.128
10607	ENSG00000232021	LEF1-AS1	chr4	+	108173418	108176428	108173418	108173519	108175791	108176428	10607	2,5,4	0,0,1	1,1,9	1,2,0	2421	149	0.00135052569108	0.0398530904244	1.0,1.0,0.198	0.058,0.03,1.0	0.37
10640	ENSG00000206077	ZDHHC11B	chr5	-	768834	770117	768834	768930	769954	770117	10640	223,219,145	3,1,5	178,167,181	0,0,0	1173	149	0.000214995417776	0.0139923730117	0.904,0.965,0.786	1.0,1.0,1.0	-0.115
10652	ENSG00000102312	PORCN	chrX	+	48512834	48514365	48512834	48512852	48514239	48514365	10652	64,59,47	10,6,4	34,34,37	8,18,11	1536	149	0.000790332940091	0.0288836292182	0.383,0.488,0.533	0.292,0.155,0.246	0.237
10763	ENSG00000164610	RP9	chr7	-	33097270	33100561	33097270	33097362	33100530	33100561	10763	266,313,288	0,0,2	266,234,258	4,0,5	3317	149	0.000505414732602	0.0219528949871	1.0,1.0,0.866	0.749,1.0,0.699	0.139
10803	ENSG00000159753	CARMIL2	chr16	+	67651400	67651845	67651400	67651514	67651684	67651845	10803	2,0,0	11,12,5	5,1,4	14,7,12	319	149	0.00183392677673	0.0478413397263	0.078,0.0,0.0	0.143,0.063,0.135	-0.088
10834	ENSG00000060718	COL11A1	chr1	-	103001259	103001969	103001259	103001631	103001924	103001969	10834	129,40,28	0,0,2	55,116,44	7,5,0	442	149	0.00044192603279	0.0213156404242	1.0,1.0,0.825	0.726,0.887,1.0	0.071
10838	ENSG00000204758	RPL26L1-AS1	chr5	-	172957153	172958257	172957153	172957302	172958138	172958257	10838	30,27,22	1,0,0	36,33,41	3,4,2	985	149	2.56439748759e-05	0.00348098641815	0.819,1.0,1.0	0.645,0.555,0.756	0.288
10875	ENSG00000179698	WDR97	chr8	+	144113976	144114475	144113976	144114162	144114277	144114475	10875	4,8,1	0,0,0	13,3,5	3,2,1	264	149	0.000126723875641	0.0102917116781	1.0,1.0,1.0	0.71,0.458,0.738	0.365
10902	ENSG00000103034	NDRG4	chr16	+	58503797	58504274	58503797	58503957	58504153	58504274	10902	236,187,183	3,1,2	90,155,169	9,3,5	345	149	0.00065739769842	0.0251042451077	0.971,0.988,0.975	0.812,0.957,0.936	0.076
11022	ENSG00000100316	RPL3	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	11022	745,836,671	90,108,93	834,668,591	200,141,131	945	149	1.3309587682e-06	0.000535814971747	0.566,0.55,0.532	0.397,0.428,0.416	0.136
11229	ENSG00000273032	DGCR5	chr22	+	18987756	18988195	18987756	18987900	18988097	18988195	11229	5,12,9	4,1,10	1,6,19	1,0,0	346	149	6.01760105365e-05	0.00621513534911	0.35,0.838,0.279	0.301,1.0,1.0	-0.278
11273	ENSG00000291155	CT75	chr2	+	222320463	222321722	222320463	222321264	222321466	222321722	11273	25,3,5	1,0,0	19,15,6	2,6,2	351	149	1.20598215448e-05	0.00214339221023	0.914,1.0,1.0	0.801,0.515,0.56	0.346
11378	ENSG00000119912	IDE	chr10	-	92506441	92508205	92506441	92506522	92508112	92508205	11378	21,14,26	0,0,0	34,21,26	2,2,4	1739	149	3.65370722566e-09	8.67938151456e-06	1.0,1.0,1.0	0.593,0.474,0.358	0.525
11422	ENSG00000291171	NA	chr12	+	132103996	132105304	132103996	132104170	132104374	132105304	11422	30,14,11	8,4,4	36,29,32	1,2,0	353	149	1.18956365014e-06	0.000535814971747	0.613,0.596,0.537	0.938,0.86,1.0	-0.351
11423	ENSG00000291171	NA	chr12	+	132103996	132105304	132103996	132104170	132104377	132105304	11423	30,14,12	48,36,37	38,29,34	44,20,36	356	149	0.000660498976733	0.0251042451077	0.207,0.14,0.12	0.265,0.378,0.283	-0.153
11429	ENSG00000081041	CXCL2	chr4	-	74098798	74099195	74098798	74098922	74099020	74099195	11429	36,23,15	34,19,26	26,1,6	78,21,42	247	149	9.90944101664e-07	0.000495576360737	0.39,0.422,0.258	0.167,0.028,0.079	0.265
11433	ENSG00000291104	BTN2A3P	chr6	+	26422932	26423759	26422932	26423277	26423360	26423759	11433	33,18,17	0,0,0	29,19,27	3,4,1	232	149	0.000227930940847	0.0141555542479	1.0,1.0,1.0	0.861,0.753,0.945	0.147
11470	ENSG00000090615	GOLGA3	chr12	-	132774156	132775305	132774156	132774320	132775065	132775305	11470	80,44,46	7,0,2	64,80,50	0,0,0	894	149	8.22070686302e-06	0.00180738168684	0.656,1.0,0.793	1.0,1.0,1.0	-0.184
11491	ENSG00000189316	NA	chr7	-	64888540	64889187	64888540	64888817	64889065	64889187	11491	6,10,4	0,0,0	7,15,17	6,9,1	397	149	1.86442248307e-08	2.53082034773e-05	1.0,1.0,1.0	0.305,0.385,0.865	0.482
11696	ENSG00000188603	CLN3	chr16	-	28482326	28482672	28482326	28482382	28482607	28482672	11696	69,59,42	0,3,1	22,49,25	2,7,4	374	149	0.000225134466225	0.0140738664347	1.0,0.887,0.944	0.814,0.736,0.713	0.189
11846	ENSG00000166105	GLB1L3	chr11	+	134292131	134293209	134292131	134292213	134293144	134293209	11846	12,4,4	1,1,0	3,8,9	1,4,6	1080	149	0.00185231256534	0.0479582397707	0.623,0.356,1.0	0.293,0.216,0.171	0.433
11887	ENSG00000291158	LINC00869	chr1	+	149646598	149647626	149646598	149647064	149647383	149647626	11887	99,111,100	0,10,0	76,46,71	0,0,0	468	149	0.000488287698279	0.0219528949871	1.0,0.779,1.0	1.0,1.0,1.0	-0.074
12079	ENSG00000132680	KHDC4	chr1	-	155913044	155915964	155913044	155914320	155915872	155915964	12079	865,942,789	333,351,219	718,739,637	461,336,303	1701	149	2.41389810484e-05	0.00339711232583	0.185,0.19,0.24	0.12,0.162,0.156	0.059
12163	ENSG00000198270	TMEM116	chr12	-	111933885	111936830	111933885	111934030	111936691	111936830	12163	137,136,107	34,34,36	65,70,78	32,45,34	2810	149	0.000320430237338	0.0169293598437	0.176,0.175,0.136	0.097,0.076,0.108	0.069
