ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
9852	ENSG00000118495	PLAGL1	chr6	-	143947984	143948460	143960468	143960542	143940301	143942663	143968906	143968978	9852	0,0,2,2,2,2,1,0,0,0,0,2	2,2,19,6,9,9,20,7,11,8,5,9	1,2,14,1,0,0,1,6,1,0,2,0	7,5,0,14,5,3,11,29,6,4,7,8	174	576	1.82170382673e-05	0.00539608598363	0.0,0.0,0.258,0.525,0.424,0.424,0.142,0.0,0.0,0.0,0.0,0.424	0.321,0.57,1.0,0.191,0.0,0.0,0.231,0.406,0.356,0.0,0.486,0.0	-0.114
9877	ENSG00000244128	LINC01322	chr3	+	165460451	165460632	165491195	165491266	165382794	165382907	165511510	165511651	9877	2,2,5,4,3,5,9,2,4,1,4,4	1,0,1,1,0,3,0,0,2,3,0,1	7,2,0,1,1,7,3,5,1,0,1,5	2,3,1,0,2,0,4,5,2,3,0,0	281	171	0.000321650095196	0.0360809566845	0.549,1.0,0.753,0.709,1.0,0.504,1.0,1.0,0.549,0.169,1.0,0.709	0.681,0.289,0.0,1.0,0.233,1.0,0.313,0.378,0.233,0.0,1.0,1.0	0.235
10150	ENSG00000117054	ACADM	chr1	+	75728400	75728488	75732643	75732745	75724708	75724817	75732852	75732922	10150	42,57,36,35,92,66,85,29,38,48,22,48	11,22,18,9,32,27,23,16,18,21,13,14	71,74,19,29,43,68,51,61,57,73,64,50	9,14,12,14,12,17,4,3,3,5,13,16	188	202	6.0018658723e-06	0.00230236762785	0.804,0.736,0.682,0.807,0.755,0.724,0.799,0.661,0.694,0.711,0.645,0.787	0.894,0.85,0.63,0.69,0.794,0.811,0.932,0.956,0.953,0.94,0.841,0.771	-0.105
10446	ENSG00000242588	NA	chr7	+	128591849	128592017	128608117	128608217	128579998	128580094	128609486	128609518	10446	19,56,35,21,72,65,53,38,24,33,26,25	0,0,0,0,0,0,0,0,0,0,1,0	22,34,43,19,73,55,40,64,28,27,30,37	0,0,29,14,13,1,1,1,0,0,0,1	268	200	5.55248069745e-11	3.0074615092e-07	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.951,1.0	1.0,1.0,0.525,0.503,0.807,0.976,0.968,0.979,1.0,1.0,1.0,0.965	0.102
10500	ENSG00000023228	NDUFS1	chr2	-	206130087	206130242	206132944	206133105	206127796	206127972	206138484	206138614	10500	132,180,89,146,208,192,200,106,195,179,58,155	270,316,246,240,440,534,462,235,378,436,167,317	189,177,182,160,161,193,183,124,151,188,102,206	297,275,296,230,259,294,357,302,258,383,139,375	261	255	4.54693394266e-05	0.0100816959319	0.323,0.358,0.261,0.373,0.316,0.26,0.297,0.306,0.335,0.286,0.253,0.323	0.383,0.386,0.375,0.405,0.378,0.391,0.334,0.286,0.364,0.324,0.418,0.349	-0.058
10525	ENSG00000050426	LETMD1	chr12	+	51052091	51052207	51053811	51053860	51049033	51049185	51056349	51056502	10525	30,29,21,17,45,48,74,31,44,48,13,47	4,0,7,0,6,4,4,2,2,7,1,3	56,47,67,25,20,40,41,29,43,42,25,45	4,1,0,1,0,4,0,0,1,2,2,3	216	149	2.72359084061e-05	0.00691338502198	0.838,1.0,0.674,1.0,0.838,0.892,0.927,0.914,0.938,0.825,0.9,0.915	0.906,0.97,1.0,0.945,1.0,0.873,1.0,1.0,0.967,0.935,0.896,0.912	-0.062
10647	ENSG00000287364	NA	chr1	-	195754505	195754542	195758745	195758810	195753353	195753644	195759333	195759458	10647	0,0,1,0,0,3,2,2,1,3,0,2	9,4,9,7,8,10,10,3,14,5,6,11	3,4,26,1,0,3,0,1,9,2,0,1	6,12,13,6,4,13,5,4,19,6,1,8	165	137	2.6597596431e-05	0.00690717718275	0.0,0.0,0.084,0.0,0.0,0.199,0.142,0.356,0.056,0.333,0.0,0.131	0.293,0.217,0.624,0.122,0.0,0.161,0.0,0.172,0.282,0.217,0.0,0.094	-0.073
11412	ENSG00000170142	UBE2E1	chr3	+	23811459	23811510	23887566	23887699	23807236	23807421	23889111	23889259	11412	92,108,178,87,175,252,177,105,126,177,87,118	134,229,203,110,191,251,276,121,227,228,99,184	152,111,69,85,88,133,109,112,88,101,75,112	169,187,250,163,128,247,218,175,212,211,147,182	151	233	0.000445476434527	0.043507368233	0.514,0.421,0.575,0.55,0.586,0.608,0.497,0.572,0.461,0.545,0.576,0.497	0.581,0.478,0.299,0.446,0.515,0.454,0.436,0.497,0.39,0.425,0.44,0.487	0.079
11533	ENSG00000198626	RYR2	chr1	+	237270496	237270616	237330877	237330982	237042183	237042569	237355964	237355985	11533	15,27,47,24,60,78,64,25,56,25,26,28	4,12,4,6,13,16,11,9,7,24,1,2	66,25,8,18,43,37,48,100,29,38,14,42	7,6,0,0,8,4,1,2,3,7,3,7	220	205	0.000191138435527	0.0255176541655	0.777,0.677,0.916,0.788,0.811,0.82,0.844,0.721,0.882,0.493,0.96,0.929	0.898,0.795,1.0,1.0,0.834,0.896,0.978,0.979,0.9,0.835,0.813,0.848	-0.097
11906	ENSG00000213963	NA	chr2	-	177323084	177323396	177332141	177332251	177311232	177311328	177334392	177334529	11906	5,11,5,0,5,8,13,0,5,13,5,7	10,23,5,13,10,10,17,14,2,11,5,8	6,9,0,0,0,0,0,0,0,0,6,0	19,2,41,28,18,28,18,20,16,26,2,18	210	412	6.73353484082e-10	1.58960071452e-06	0.495,0.484,0.662,0.0,0.495,0.611,0.6,0.0,0.831,0.699,0.662,0.632	0.383,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0	0.336
11908	ENSG00000213963	NA	chr2	-	177323238	177323396	177332141	177332251	177311232	177311328	177334392	177334529	11908	5,11,5,0,5,8,13,0,5,13,5,7	10,22,6,15,6,9,17,14,3,12,5,11	6,9,0,0,0,0,0,0,0,0,6,0	17,1,41,31,18,29,16,21,15,23,2,20	210	258	7.12731429431e-10	1.58960071452e-06	0.381,0.381,0.506,0.0,0.506,0.522,0.484,0.0,0.672,0.571,0.551,0.439	0.302,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0	0.251
11910	ENSG00000213963	NA	chr2	-	177323303	177323396	177332141	177332251	177311232	177311328	177334392	177334529	11910	5,11,5,0,5,8,13,0,5,13,5,7	9,22,5,13,4,7,16,14,3,9,5,8	6,9,0,0,0,0,0,0,0,0,6,0	16,1,41,27,18,28,15,20,13,22,2,19	210	193	2.25120144748e-10	7.44389363852e-07	0.338,0.315,0.479,0.0,0.535,0.512,0.428,0.0,0.605,0.57,0.479,0.446	0.256,0.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.0	0.235
12014	ENSG00000228315	GUSBP11	chr22	-	23683724	23683867	23690231	23690356	23659864	23660000	23695172	23695517	12014	0,0,1,0,1,3,0,0,0,0,1,3	10,38,25,16,33,31,35,16,21,36,15,15	2,0,0,0,1,0,4,10,2,5,0,0	16,19,18,7,16,16,24,11,18,5,3,33	225	243	0.00015154722425	0.022892083695	0.0,0.0,0.041,0.0,0.032,0.095,0.0,0.0,0.0,0.0,0.067,0.178	0.119,0.0,0.0,0.0,0.063,0.0,0.153,0.495,0.107,0.519,0.0,0.0	-0.087
12131	ENSG00000175287	PHYHD1	chr9	+	128936582	128936645	128937756	128937778	128936447	128936503	128940368	128940497	12131	2,23,8,2,25,22,12,8,15,17,9,4	1,2,0,0,1,1,1,0,0,3,2,0	7,5,7,4,21,7,14,7,6,4,8,12	2,1,1,1,4,2,8,1,0,2,2,2	163	122	1.74431827638e-06	0.000905970239027	0.6,0.896,1.0,1.0,0.949,0.943,0.9,1.0,1.0,0.809,0.771,1.0	0.724,0.789,0.84,0.75,0.797,0.724,0.567,0.84,1.0,0.6,0.75,0.818	0.139
12836	ENSG00000102595	UGGT2	chr13	-	95996062	95996135	95999210	95999307	95983803	95983864	96013306	96013411	12836	20,33,35,25,53,66,63,45,42,56,26,29	2,3,0,1,3,4,2,0,2,3,0,0	34,43,83,20,19,58,37,47,40,51,34,51	2,6,0,6,4,11,1,4,0,8,0,2	197	173	0.000177016510221	0.0245650937879	0.898,0.906,1.0,0.956,0.939,0.935,0.965,1.0,0.949,0.943,1.0,1.0	0.937,0.863,1.0,0.745,0.807,0.822,0.97,0.912,1.0,0.848,1.0,0.957	0.052
13046	ENSG00000173039	RELA	chr11	-	65661686	65661835	65662178	65662205	65660051	65660215	65662825	65662918	13046	3,4,8,0,6,2,2,1,1,2,1,1	4,19,26,11,16,16,11,6,7,8,7,7	3,2,0,0,0,1,3,0,1,0,2,1	14,16,2,3,10,20,19,12,3,6,15,13	127	249	2.281586358e-05	0.00617902476883	0.595,0.292,0.376,0.0,0.424,0.197,0.263,0.246,0.219,0.329,0.219,0.219	0.296,0.197,0.0,0.0,0.0,0.089,0.236,0.0,0.395,0.0,0.207,0.131	0.152
13489	ENSG00000121897	LIAS	chr4	+	39465284	39465342	39467517	39467646	39460789	39460962	39470018	39470164	13489	1,0,3,0,1,0,3,1,0,2,0,0	13,20,4,13,28,25,24,19,18,30,7,15	1,3,18,0,0,3,1,0,0,2,2,3	13,19,22,12,13,21,24,17,17,13,15,17	158	229	1.52671178033e-06	0.000842970580974	0.1,0.0,0.521,0.0,0.049,0.0,0.153,0.071,0.0,0.088,0.0,0.0	0.1,0.186,0.543,0.0,0.0,0.172,0.057,0.0,0.0,0.182,0.162,0.204	-0.052
13491	ENSG00000121897	LIAS	chr4	+	39465284	39465342	39467517	39467646	39463524	39463605	39470018	39470164	13491	1,0,1,0,1,0,3,1,0,2,0,0	13,22,4,13,28,25,25,19,19,27,7,15	1,3,18,0,0,3,2,0,0,2,2,3	13,20,21,12,13,22,24,18,17,14,15,19	158	229	4.64988114679e-09	8.01364744002e-06	0.1,0.0,0.266,0.0,0.049,0.0,0.148,0.071,0.0,0.097,0.0,0.0	0.1,0.179,0.554,0.0,0.0,0.165,0.108,0.0,0.0,0.172,0.162,0.186	-0.075
13500	ENSG00000075826	SEC31B	chr10	-	100502253	100502484	100506320	100506420	100500109	100500159	100507907	100508048	13500	0,2,10,1,3,0,2,2,1,0,3,0	2,19,7,2,7,7,3,7,5,7,0,6	0,0,0,0,3,0,1,3,0,0,0,2	9,8,1,6,6,4,11,7,6,5,1,5	200	331	5.51448703405e-05	0.0114252336555	0.0,0.148,0.703,0.453,0.415,0.0,0.525,0.321,0.249,0.0,1.0,0.0	0.0,0.0,0.0,0.0,0.453,0.0,0.131,0.415,0.0,0.0,0.0,0.398	0.201
13644	ENSG00000242808	SOX2-OT	chr3	+	181003774	181003933	181056696	181056786	180989772	180989852	181088876	181088917	13644	0,2,0,0,2,2,3,2,1,10,0,3	4,3,2,2,4,4,10,3,10,2,2,3	3,2,0,0,0,0,1,0,0,3,1,0	4,5,32,3,5,7,13,13,1,4,6,5	259	190	2.47838998835e-05	0.00657119974883	0.0,0.328,0.0,0.0,0.268,0.268,0.18,0.328,0.068,0.786,0.0,0.423	0.355,0.227,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.355,0.109,0.0	0.129
13659	ENSG00000242808	SOX2-OT	chr3	+	181563719	181563928	181699597	181699883	181175513	181175583	181715184	181715292	13659	7,10,5,7,6,9,5,4,9,2,6,8	197,487,52,76,397,159,272,174,78,156,145,310	9,7,0,19,4,15,25,18,8,18,4,4	129,179,332,43,289,531,94,61,120,341,284,121	309	386	0.000281192791829	0.033067304021	0.043,0.025,0.107,0.103,0.019,0.066,0.022,0.028,0.126,0.016,0.049,0.031	0.08,0.047,0.0,0.356,0.017,0.034,0.249,0.269,0.077,0.062,0.017,0.04	-0.051
14102	ENSG00000158828	PINK1	chr1	+	20645559	20645723	20648504	20648632	20644489	20644672	20648994	20649231	14102	198,230,249,229,408,656,596,252,354,562,192,357	237,251,183,249,379,476,484,210,326,459,171,337	353,299,334,145,323,245,390,221,283,366,184,230	350,282,385,181,397,293,481,290,269,403,180,292	264	228	5.19240836522e-05	0.0109983331378	0.419,0.442,0.54,0.443,0.482,0.543,0.515,0.509,0.484,0.514,0.492,0.478	0.466,0.478,0.428,0.409,0.413,0.419,0.412,0.397,0.476,0.44,0.469,0.405	0.054
14528	ENSG00000119906	SLF2	chr10	+	100950075	100950207	100950675	100950753	100947759	100947847	100956450	100956537	14528	29,130,22,24,53,58,52,24,32,52,21,38	39,121,29,36,83,78,63,35,41,51,45,70	49,58,69,28,47,84,35,44,33,61,41,50	41,75,43,38,42,73,40,39,34,58,27,33	232	178	0.000441599821667	0.0433763140894	0.363,0.452,0.368,0.338,0.329,0.363,0.388,0.345,0.375,0.439,0.264,0.294	0.478,0.372,0.552,0.361,0.462,0.469,0.402,0.464,0.427,0.447,0.538,0.538	-0.099
14726	ENSG00000075151	EIF4G3	chr1	-	21050865	21050994	21089137	21089213	20982387	20982408	21111322	21113129	14726	5,21,11,13,8,19,9,11,9,13,6,11	2,2,7,1,8,6,5,2,3,6,0,2	10,8,17,6,14,12,10,19,7,14,3,10	1,2,3,1,2,2,0,1,1,2,2,0	176	229	3.1475135486e-05	0.0077632240594	0.765,0.932,0.672,0.944,0.565,0.805,0.701,0.877,0.796,0.738,1.0,0.877	0.929,0.839,0.881,0.886,0.901,0.886,1.0,0.961,0.901,0.901,0.661,1.0	-0.09
15548	ENSG00000095485	CWF19L1	chr10	-	100253420	100253539	100256261	100256476	100246794	100246935	100260217	100260319	15548	22,37,35,33,27,42,51,26,29,43,18,20	3,2,8,1,6,4,8,4,1,12,0,3	43,27,48,21,24,43,58,27,40,34,20,44	0,2,0,6,0,3,2,0,1,3,0,3	315	219	1.58029514119e-06	0.000844152550021	0.836,0.928,0.753,0.958,0.758,0.88,0.816,0.819,0.953,0.714,1.0,0.823	1.0,0.904,1.0,0.709,1.0,0.909,0.953,1.0,0.965,0.887,1.0,0.911	-0.083
15550	ENSG00000095485	CWF19L1	chr10	-	100260217	100260319	100261978	100262063	100253420	100253539	100267570	100267638	15550	16,21,15,11,18,19,23,17,21,26,14,23	3,2,4,0,5,1,6,4,1,9,0,3	31,18,47,24,20,22,22,18,24,32,27,20	0,1,0,6,0,2,2,0,1,2,0,3	185	202	1.58076832524e-06	0.000844152550021	0.853,0.92,0.804,1.0,0.797,0.954,0.807,0.823,0.958,0.759,1.0,0.893	1.0,0.952,1.0,0.814,1.0,0.923,0.923,1.0,0.963,0.946,1.0,0.879	-0.069
15559	ENSG00000151247	EIF4E	chr4	-	98887078	98887167	98891236	98891332	98884921	98885061	98901875	98901982	15559	290,307,253,214,393,532,488,306,403,541,174,296	228,241,110,219,273,343,341,199,298,362,103,252	351,307,379,258,155,287,299,279,307,368,171,260	341,302,338,254,188,323,349,262,266,369,150,252	196	189	5.17751366225e-08	5.60872658583e-05	0.551,0.551,0.689,0.485,0.581,0.599,0.58,0.597,0.566,0.59,0.62,0.531	0.498,0.495,0.52,0.495,0.443,0.461,0.452,0.507,0.527,0.49,0.524,0.499	0.086
15560	ENSG00000151247	EIF4E	chr4	-	98887888	98887952	98891236	98891332	98886350	98887192	98901875	98901982	15560	289,307,253,212,393,532,488,306,403,541,174,293	185,202,171,129,249,326,324,164,285,376,110,198	351,309,417,259,156,287,299,279,305,369,171,261	237,216,397,228,152,233,246,203,249,240,154,201	196	164	0.000120298348748	0.0194919311657	0.567,0.56,0.553,0.579,0.569,0.577,0.558,0.61,0.542,0.546,0.57,0.553	0.553,0.545,0.468,0.487,0.462,0.508,0.504,0.535,0.506,0.563,0.482,0.521	0.054
15650	ENSG00000100503	NIN	chr14	-	50759856	50760359	50761789	50761911	50754741	50754867	50763825	50763964	15650	30,81,116,26,101,85,76,59,60,59,40,59	18,12,36,3,19,29,23,9,32,31,12,33	74,55,19,62,37,69,66,88,28,64,25,53	28,25,25,31,13,26,43,65,23,33,9,27	222	603	2.19079474304e-05	0.00611936948638	0.819,0.948,0.897,0.959,0.935,0.888,0.9,0.947,0.836,0.838,0.901,0.829	0.878,0.857,0.674,0.845,0.885,0.878,0.807,0.786,0.768,0.84,0.883,0.842	0.063
15663	ENSG00000163104	SMARCAD1	chr4	+	94283120	94283303	94284959	94285069	94281471	94281590	94289472	94289704	15663	32,52,22,31,25,49,55,40,35,43,23,27	50,63,50,26,75,86,90,53,61,79,31,65	45,40,41,54,34,73,42,52,48,57,28,49	58,52,48,53,27,72,50,58,52,57,23,59	283	210	7.62397398304e-05	0.0141502736891	0.322,0.38,0.246,0.469,0.198,0.297,0.312,0.359,0.299,0.288,0.355,0.236	0.365,0.363,0.388,0.431,0.483,0.429,0.384,0.4,0.407,0.426,0.475,0.381	-0.098
15674	ENSG00000230084	ZBTB47-AS1	chr3	-	42603244	42603358	42612291	42612367	42601960	42602097	42623763	42623812	15674	2,27,2,8,35,12,10,4,1,3,7,5	0,7,0,2,5,8,0,0,0,0,0,1	1,3,7,3,4,11,7,1,5,9,7,13	0,0,0,0,0,1,0,0,0,0,1,0	176	214	2.24840046126e-05	0.00613295708552	1.0,0.824,1.0,0.829,0.895,0.646,1.0,1.0,1.0,1.0,1.0,0.859	1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.895,1.0	-0.064
15940	ENSG00000291203	NA	chr4	+	119528739	119528867	119543752	119543845	119512812	119512970	119547706	119547728	15940	8,12,11,8,25,35,26,8,7,21,6,14	0,1,1,0,3,6,0,2,0,2,0,0	17,11,3,7,16,19,23,16,8,11,17,19	1,0,0,2,9,3,1,0,1,4,3,1	228	193	0.000137179901075	0.021316294874	1.0,0.91,0.903,1.0,0.876,0.832,1.0,0.772,1.0,0.899,1.0,1.0	0.935,1.0,1.0,0.748,0.601,0.843,0.951,1.0,0.871,0.7,0.827,0.941	0.065
16255	ENSG00000163637	PRICKLE2	chr3	-	64146829	64147702	64153181	64153368	64092235	64099925	64157161	64157365	16255	34,33,96,27,68,92,79,55,64,49,47,84	48,49,159,52,87,165,126,73,82,88,62,106	85,64,222,70,90,51,86,86,77,72,59,48	67,106,70,85,82,69,89,133,81,81,41,57	287	973	7.52742726307e-06	0.00268801626261	0.706,0.695,0.672,0.638,0.726,0.654,0.68,0.719,0.726,0.654,0.72,0.729	0.811,0.672,0.915,0.736,0.788,0.715,0.766,0.687,0.763,0.751,0.83,0.741	-0.071
16303	ENSG00000242086	MUC20-OT1	chr3	+	195688532	195688797	195696360	195696589	195683751	195683865	195699029	195699207	16303	14,32,9,12,17,11,21,15,6,5,14,11	8,15,5,3,13,10,1,13,9,5,6,4	12,4,9,7,20,9,26,18,9,20,7,20	5,3,0,5,2,4,6,2,2,0,3,2	365	329	0.000242127197175	0.0295184973662	0.612,0.658,0.619,0.783,0.541,0.498,0.95,0.51,0.375,0.474,0.678,0.713	0.684,0.546,1.0,0.558,0.9,0.67,0.796,0.89,0.802,1.0,0.678,0.9	-0.168
16326	ENSG00000242086	MUC20-OT1	chr3	+	195701379	195701495	195708133	195708435	195699029	195699207	195708746	195708807	16326	0,2,0,2,2,3,0,5,1,6,2,0	3,3,3,3,9,6,6,2,3,6,2,2	3,3,19,1,1,3,4,2,2,1,0,4	2,2,0,2,1,0,3,0,0,0,2,3	216	402	1.72667126375e-07	0.000142319002098	0.0,0.554,0.0,0.554,0.293,0.482,0.0,0.823,0.383,0.65,0.65,0.0	0.736,0.736,1.0,0.482,0.65,1.0,0.713,1.0,1.0,1.0,0.0,0.713	-0.387
16858	ENSG00000176623	RMDN1	chr8	-	86494828	86494966	86505299	86505379	86488551	86488639	86506994	86507112	16858	0,1,1,0,0,0,1,1,0,0,0,0	6,16,9,10,7,13,10,9,7,6,6,12	3,0,22,4,1,4,1,4,0,1,0,1	12,9,19,0,16,9,21,14,7,11,4,9	180	238	1.1285669288e-08	1.58480055946e-05	0.0,0.076,0.128,0.0,0.0,0.0,0.117,0.128,0.0,0.0,0.0,0.0	0.248,0.0,0.605,1.0,0.076,0.37,0.059,0.274,0.0,0.107,0.0,0.128	-0.202
17162	ENSG00000119326	CTNNAL1	chr9	-	108992631	108992819	108999066	108999256	108984346	108984436	109013301	109013499	17162	4,10,16,11,7,26,12,14,16,22,4,13	1,2,4,3,2,10,2,2,4,4,1,2	14,11,34,11,8,11,11,10,7,7,8,20	0,1,0,2,0,2,3,3,3,1,0,1	290	288	0.000220150253404	0.0277308865708	0.799,0.832,0.799,0.785,0.777,0.721,0.856,0.874,0.799,0.845,0.799,0.866	1.0,0.916,1.0,0.845,1.0,0.845,0.785,0.768,0.699,0.874,1.0,0.952	-0.078
17284	ENSG00000133935	ERG28	chr14	-	75654885	75654976	75657369	75657533	75651770	75651889	75660774	75660876	17284	22,20,23,21,38,32,40,16,25,41,21,27	35,43,49,20,49,77,80,43,44,61,30,55	44,26,60,28,45,34,41,26,22,30,37,40	53,30,49,21,53,31,56,48,30,42,20,50	264	191	0.00021903087857	0.0277308865708	0.313,0.252,0.254,0.432,0.359,0.231,0.266,0.212,0.291,0.327,0.336,0.262	0.375,0.385,0.47,0.491,0.381,0.442,0.346,0.282,0.347,0.341,0.572,0.367	-0.105
17920	ENSG00000119408	NEK6	chr9	+	124301935	124302054	124312508	124312649	124257948	124258085	124313922	124313985	17920	5,6,16,2,11,8,9,5,2,7,4,10	30,60,94,16,56,87,88,31,57,37,46,50	3,4,0,0,10,0,9,11,1,2,7,1	78,46,25,36,80,54,73,86,32,61,49,74	219	241	0.000285985860047	0.0332612082322	0.155,0.099,0.158,0.121,0.178,0.092,0.101,0.151,0.037,0.172,0.087,0.18	0.041,0.087,0.0,0.0,0.121,0.0,0.119,0.123,0.033,0.035,0.136,0.015	0.068
18058	ENSG00000001497	LAS1L	chrX	-	65520701	65520817	65522430	65522493	65517986	65518465	65523559	65523707	18058	4,11,5,3,12,12,18,9,8,12,3,5	3,3,2,3,7,9,5,7,6,7,3,9	3,4,0,0,13,8,6,11,7,7,5,9	6,13,25,8,12,7,17,10,8,7,5,9	163	216	0.000170874391143	0.0244751512894	0.639,0.829,0.768,0.57,0.694,0.639,0.827,0.63,0.639,0.694,0.57,0.424	0.399,0.29,0.0,0.0,0.589,0.602,0.319,0.593,0.537,0.57,0.57,0.57	0.24
18154	ENSG00000291099	NA	chr7	+	5839069	5839204	5839932	5840075	5833526	5833568	5840689	5840856	18154	0,2,1,6,3,2,5,2,8,0,1,2	15,21,30,21,33,29,30,6,19,15,11,19	4,0,0,1,0,1,2,2,4,0,0,0	24,15,20,12,13,17,18,25,24,24,6,20	235	243	2.15933053702e-05	0.00610977741128	0.0,0.09,0.033,0.228,0.086,0.067,0.147,0.256,0.303,0.0,0.086,0.098	0.147,0.0,0.0,0.079,0.0,0.057,0.103,0.076,0.147,0.0,0.0,0.0	0.065
18168	ENSG00000151687	ANKAR	chr2	+	189727855	189728097	189728659	189728821	189719571	189719813	189737682	189737841	18168	0,0,1,0,0,1,4,1,0,1,0,2	9,16,10,18,22,18,18,10,9,18,3,10	0,0,0,0,6,12,3,2,4,2,3,0	28,10,12,7,11,27,31,7,4,16,12,18	342	262	3.0830661002e-07	0.000224797021517	0.0,0.0,0.071,0.0,0.0,0.041,0.145,0.071,0.0,0.041,0.0,0.133	0.0,0.0,0.0,0.0,0.295,0.254,0.069,0.18,0.434,0.087,0.161,0.0	-0.081
18571	ENSG00000226688	ENTPD1-AS1	chr10	-	95878224	95878263	95904829	95904935	95876517	95876660	96089265	96089307	18571	15,11,15,14,18,22,16,5,10,20,7,8	0,0,0,0,0,2,1,0,0,1,0,4	8,11,40,13,6,11,15,17,18,6,3,17	1,2,12,3,0,0,0,4,0,1,0,0	206	139	9.68095530884e-05	0.0165339378619	1.0,1.0,1.0,1.0,1.0,0.881,0.915,1.0,1.0,0.931,1.0,0.574	0.844,0.788,0.692,0.745,1.0,1.0,1.0,0.741,1.0,0.802,1.0,1.0	0.057
18572	ENSG00000226688	ENTPD1-AS1	chr10	-	95878224	95878263	95904829	95904938	95876517	95876660	96089265	96089307	18572	15,13,16,16,18,21,17,6,10,24,7,10	0,0,0,0,0,2,1,0,0,1,0,4	9,10,40,13,6,13,17,20,18,9,1,20	1,2,12,3,0,0,0,4,0,1,0,0	209	139	8.70284722567e-05	0.0155968021613	1.0,1.0,1.0,1.0,1.0,0.875,0.919,1.0,1.0,0.941,1.0,0.624	0.857,0.769,0.689,0.742,1.0,1.0,1.0,0.769,1.0,0.857,1.0,1.0	0.056
18871	ENSG00000187398	LUZP2	chr11	+	25050037	25050130	25077328	25077406	24983125	24983293	25078553	25082604	18871	25,23,30,15,42,30,41,27,42,37,40,36	30,40,46,24,51,53,57,29,84,59,58,60	30,41,80,61,30,45,46,84,46,36,23,23	28,30,30,81,28,35,37,150,44,40,27,31	193	178	0.000415951420299	0.0417216880969	0.435,0.347,0.376,0.366,0.432,0.343,0.399,0.462,0.316,0.366,0.389,0.356	0.497,0.558,0.711,0.41,0.497,0.542,0.534,0.341,0.491,0.454,0.44,0.406	-0.108
18884	ENSG00000120049	KCNIP2	chr10	-	101828150	101828258	101828388	101828459	101827888	101827993	101828626	101828696	18884	58,37,59,40,89,151,101,56,83,125,22,55	60,43,50,42,106,150,118,64,66,124,32,52	107,112,83,39,93,73,101,116,52,64,45,104	95,83,28,32,66,56,76,102,41,63,35,74	171	208	0.000464605987085	0.0445962936717	0.54,0.511,0.589,0.537,0.505,0.55,0.51,0.516,0.605,0.551,0.455,0.563	0.578,0.621,0.783,0.597,0.632,0.613,0.618,0.58,0.607,0.553,0.61,0.631	-0.083
18958	ENSG00000164619	BMPER	chr7	+	34062001	34062047	34078856	34079186	34055162	34055303	34085755	34086092	18958	0,1,1,1,3,2,1,0,2,0,0,1	14,13,22,8,10,29,20,13,26,23,12,12	3,1,0,2,5,5,4,0,1,4,1,0	13,12,11,7,19,15,13,24,20,12,7,14	146	430	6.76521999465e-06	0.00251473839311	0.0,0.185,0.118,0.269,0.469,0.169,0.128,0.0,0.185,0.0,0.0,0.197	0.405,0.197,0.0,0.457,0.437,0.495,0.475,0.0,0.128,0.495,0.296,0.0	-0.139
18959	ENSG00000164619	BMPER	chr7	+	34062001	34062047	34078984	34079186	34055162	34055303	34085755	34086092	18959	0,1,1,1,3,2,1,0,2,0,0,1	13,11,20,8,10,28,20,11,25,23,12,11	3,1,0,2,5,5,4,0,1,4,1,0	13,13,11,7,14,14,12,22,20,12,6,13	146	302	1.19155190959e-06	0.000695041394648	0.0,0.158,0.094,0.205,0.383,0.129,0.094,0.0,0.142,0.0,0.0,0.158	0.323,0.137,0.0,0.371,0.425,0.425,0.408,0.0,0.094,0.408,0.256,0.0	-0.124
19005	ENSG00000144741	SLC25A26	chr3	+	66346363	66346408	66362859	66362929	66220741	66221127	66369477	66369542	19005	1,1,0,0,0,0,0,1,1,6,0,0	21,23,23,51,57,47,65,36,55,58,20,41	2,1,11,1,3,1,3,3,1,3,0,2	44,51,19,46,32,43,70,51,29,51,30,42	145	170	2.22727941216e-05	0.00611936948638	0.053,0.049,0.0,0.0,0.0,0.0,0.0,0.032,0.021,0.108,0.0,0.0	0.051,0.022,0.404,0.025,0.099,0.027,0.048,0.065,0.039,0.065,0.0,0.053	-0.053
