ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
44356	ENSG00000065882	TBC1D1	chr4	+	38051898	38052060	38049617	38049898	38053105	38053225	44356	7,16,25,13,26,45,26,18,18,44,12,14	0,1,2,1,2,0,1,0,3,1,0,0	24,14,9,8,18,18,23,5,13,10,4,16	4,2,0,1,1,2,4,2,3,0,0,1	262	100	0.000192740491779	0.0407997068179	1.0,0.859,0.827,0.832,0.832,1.0,0.908,1.0,0.696,0.944,1.0,1.0	0.696,0.728,1.0,0.753,0.873,0.775,0.687,0.488,0.623,1.0,1.0,0.859	0.118
45398	ENSG00000186952	TMEM232	chr5	-	110667227	110667364	110642259	110642371	110734902	110735015	45398	22,19,9,7,10,21,18,1,16,28,10,9	2,6,0,2,2,3,0,1,0,1,0,4	32,13,40,23,6,31,15,8,7,21,13,15	0,1,0,1,0,1,5,0,0,0,0,1	237	100	4.87983432257e-05	0.014750860787	0.823,0.572,1.0,0.596,0.678,0.747,1.0,0.297,1.0,0.922,1.0,0.487	1.0,0.846,1.0,0.907,1.0,0.929,0.559,1.0,1.0,1.0,1.0,0.864	-0.165
45810	ENSG00000293615	NA	chr2	-	69988741	69988838	69988445	69988505	69996685	69996888	45810	8,24,25,6,18,28,9,5,6,24,3,10	0,1,7,2,3,9,4,1,0,5,2,2	27,15,9,5,12,14,27,16,10,17,4,18	1,1,0,0,2,0,2,0,0,0,1,3	197	100	2.10414341506e-09	6.23573215482e-06	1.0,0.924,0.644,0.604,0.753,0.612,0.533,0.717,1.0,0.709,0.432,0.717	0.932,0.884,1.0,1.0,0.753,1.0,0.873,1.0,1.0,1.0,0.67,0.753	-0.185
46332	ENSG00000244128	LINC01322	chr3	+	165460451	165460632	165382794	165382907	165491195	165491266	46332	2,11,15,13,10,21,23,5,14,6,8,22	0,0,1,1,0,4,0,0,1,3,0,0	10,6,39,6,8,9,13,14,10,8,2,11	3,3,1,0,2,2,4,0,1,4,0,0	281	100	4.90544991183e-07	0.000446635304292	1.0,1.0,0.842,0.822,1.0,0.651,1.0,1.0,0.833,0.416,1.0,1.0	0.543,0.416,0.933,1.0,0.587,0.616,0.536,1.0,0.781,0.416,1.0,1.0	0.145
46337	ENSG00000244128	LINC01322	chr3	+	165460538	165460632	165382794	165382907	165491195	165491266	46337	2,10,16,19,14,24,19,6,12,5,8,22	0,0,1,1,0,4,0,0,1,3,0,0	10,12,39,8,15,5,14,14,15,10,4,12	3,3,1,0,2,2,4,0,1,4,0,0	194	100	2.21099794123e-05	0.00797547589106	1.0,1.0,0.892,0.907,1.0,0.756,1.0,1.0,0.861,0.462,1.0,1.0	0.632,0.673,0.953,1.0,0.794,0.563,0.643,1.0,0.885,0.563,1.0,1.0	0.098
47062	ENSG00000111711	GOLT1B	chr12	+	21507943	21508109	21507116	21507151	21508382	21508561	47062	11,4,45,9,7,8,8,6,13,18,10,13	1,4,0,0,0,0,2,0,4,2,0,0	8,12,1,8,12,8,5,3,11,15,6,5	1,4,0,0,2,3,2,1,0,1,3,2	266	100	7.42090893564e-05	0.0199848438442	0.805,0.273,1.0,1.0,1.0,1.0,0.601,1.0,0.55,0.772,1.0,1.0	0.75,0.53,1.0,1.0,0.693,0.501,0.484,0.53,1.0,0.849,0.429,0.484	0.146
47467	ENSG00000145730	PAM	chr5	+	102865822	102866284	102754782	102755348	102901355	102901413	47467	19,16,11,11,19,31,19,14,16,25,4,18	0,1,0,2,0,3,2,0,0,0,1,1	31,20,38,11,11,12,29,15,19,15,8,12	2,0,0,1,1,0,6,1,3,3,3,1	562	100	5.56251178452e-08	8.24238817279e-05	1.0,0.74,1.0,0.495,1.0,0.648,0.628,1.0,1.0,1.0,0.416,0.762	0.734,1.0,1.0,0.662,0.662,1.0,0.462,0.727,0.53,0.471,0.322,0.681	0.12
48036	ENSG00000271860	NA	chr6	+	97753722	97753771	97707686	97707804	97828048	97828206	48036	2,2,1,0,1,1,0,0,2,0,0,1	5,11,10,5,12,9,9,7,14,26,12,5	1,1,16,3,1,1,2,4,5,1,1,3	13,10,10,20,10,6,20,15,14,12,2,11	149	100	1.01778243611e-08	2.05104873568e-05	0.212,0.109,0.063,0.0,0.053,0.069,0.0,0.0,0.087,0.0,0.0,0.118	0.049,0.063,0.518,0.091,0.063,0.101,0.063,0.152,0.193,0.053,0.251,0.155	-0.087
48170	ENSG00000271860	NA	chr6	+	98270597	98270656	98099185	98099270	98275163	98275267	48170	1,2,0,2,1,4,0,0,3,4,0,3	6,14,13,10,14,20,20,7,23,9,4,11	3,1,14,5,1,4,6,2,1,3,1,2	13,12,19,16,7,16,11,11,16,8,3,11	159	100	0.000136176930224	0.0314708217293	0.095,0.082,0.0,0.112,0.043,0.112,0.0,0.0,0.076,0.218,0.0,0.146	0.127,0.05,0.317,0.164,0.082,0.136,0.255,0.103,0.038,0.191,0.173,0.103	-0.071
48751	ENSG00000242588	NA	chr7	+	128625796	128625855	128623574	128623781	128626294	128626455	48751	41,242,128,51,110,108,84,52,77,94,51,83	0,2,1,0,0,0,0,0,2,1,0,0	86,78,22,34,38,91,69,120,56,76,35,58	2,0,4,12,33,0,0,1,0,0,0,0	159	100	8.22157925295e-07	0.000671685248578	1.0,0.987,0.988,1.0,1.0,1.0,1.0,1.0,0.96,0.983,1.0,1.0	0.964,1.0,0.776,0.641,0.42,1.0,1.0,0.987,1.0,1.0,1.0,1.0	0.094
48876	ENSG00000213904	LIPE-AS1	chr19	+	42485095	42485223	42397103	42397224	42616544	42616665	48876	1,7,5,2,5,2,10,5,4,6,2,3	0,0,0,0,0,0,0,0,0,0,0,0	5,8,0,1,3,2,1,1,4,4,4,8	1,2,8,2,0,0,3,0,0,1,0,0	228	100	0.000183747679703	0.039446503012	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.687,0.637,0.0,0.18,1.0,1.0,0.128,1.0,1.0,0.637,1.0,1.0	0.311
49590	ENSG00000287364	NA	chr1	-	195758745	195758810	195753353	195753644	195759333	195759458	49590	0,0,1,0,0,3,2,2,1,3,0,2	3,5,7,12,8,6,10,6,5,5,1,10	3,4,26,1,0,3,0,1,9,2,0,1	7,5,20,11,5,17,20,1,9,18,1,7	165	100	0.000204701187127	0.0425822083198	0.0,0.0,0.08,0.0,0.0,0.233,0.108,0.168,0.108,0.267,0.0,0.108	0.206,0.327,0.441,0.052,0.0,0.097,0.0,0.377,0.377,0.063,0.0,0.08	-0.079
50006	ENSG00000204653	ASPDH	chr19	-	50512135	50512290	50511599	50511773	50514477	50514690	50006	10,7,15,6,4,23,41,9,24,22,6,22	4,1,2,0,0,3,2,2,2,4,1,0	25,15,7,5,29,19,24,15,7,18,18,11	2,1,0,1,3,1,2,0,0,0,0,0	255	100	8.2784304866e-05	0.0216472363698	0.495,0.733,0.746,1.0,1.0,0.75,0.889,0.638,0.825,0.683,0.702,1.0	0.831,0.855,1.0,0.662,0.791,0.882,0.825,1.0,1.0,1.0,1.0,1.0	-0.115
50009	ENSG00000204653	ASPDH	chr19	-	50512359	50512580	50511599	50511773	50514477	50514665	50009	0,2,4,5,3,6,11,3,6,6,1,2	4,1,2,0,0,3,2,2,2,4,1,0	6,5,14,3,3,7,3,3,3,6,3,7	2,1,0,1,3,1,2,0,0,0,0,0	321	100	5.71242605885e-06	0.00280318762	0.0,0.384,0.384,1.0,1.0,0.384,0.631,0.318,0.483,0.318,0.238,1.0	0.483,0.609,1.0,0.483,0.238,0.686,0.318,1.0,1.0,1.0,1.0,1.0	-0.223
50016	ENSG00000204653	ASPDH	chr19	-	50512926	50513011	50511599	50511773	50514477	50514664	50016	3,13,9,14,30,15,28,13,6,26,2,4	4,1,2,0,0,3,2,2,2,4,1,0	21,20,34,8,15,25,18,10,4,18,8,12	2,1,0,1,3,1,2,0,0,0,0,0	185	100	8.63871885056e-05	0.0223572706471	0.288,0.875,0.709,1.0,1.0,0.73,0.883,0.778,0.619,0.778,0.519,1.0	0.85,0.915,1.0,0.812,0.73,0.931,0.829,1.0,1.0,1.0,1.0,1.0	-0.157
50437	ENSG00000113460	BRIX1	chr5	+	34918363	34918475	34915676	34915897	34922216	34922287	50437	26,32,30,22,33,45,46,21,43,42,18,42	0,0,1,0,0,2,0,0,1,0,0,2	37,39,33,37,18,43,48,33,35,58,19,53	1,3,0,2,1,3,0,0,3,3,1,3	212	100	0.000247531451543	0.0489047727028	1.0,1.0,0.934,1.0,1.0,0.914,1.0,1.0,0.953,1.0,1.0,0.908	0.946,0.86,1.0,0.897,0.895,0.871,1.0,1.0,0.846,0.901,0.9,0.893	0.058
50948	ENSG00000241058	NSUN6	chr10	-	18648489	18648645	18616183	18616293	18651128	18651587	50948	27,64,27,7,37,29,17,21,20,35,16,31	0,0,0,2,4,6,8,3,1,0,0,0	34,25,14,23,15,51,34,38,23,56,28,36	0,0,0,0,2,0,0,0,4,0,0,0	256	100	2.94164816173e-06	0.00172326994113	1.0,1.0,1.0,0.578,0.783,0.654,0.454,0.732,0.887,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.746,1.0,1.0,1.0,0.692,1.0,1.0,1.0	-0.113
52347	ENSG00000255717	SNHG1	chr11	-	62854017	62854064	62851987	62853833	62854518	62854551	52347	29,50,41,19,37,28,38,19,10,35,14,28	1,0,23,0,0,0,4,1,0,2,0,0	31,30,16,16,27,34,27,17,45,35,20,46	0,0,0,0,0,0,1,0,1,0,0,0	147	100	4.59340142045e-06	0.00239396994513	0.952,1.0,0.548,1.0,1.0,1.0,0.866,0.928,1.0,0.923,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.948,1.0,0.968,1.0,1.0,1.0	-0.058
52406	ENSG00000185272	RBM11	chr21	+	14219562	14219725	14216153	14216282	14221096	14221169	52406	17,23,20,27,33,37,45,16,40,56,15,28	5,1,1,0,1,0,6,3,2,0,6,1	29,49,72,25,25,33,37,24,32,35,26,53	0,1,0,0,0,6,5,0,1,0,1,1	263	100	0.000178742814638	0.038593382496	0.564,0.897,0.884,1.0,0.926,1.0,0.74,0.67,0.884,1.0,0.487,0.914	1.0,0.949,1.0,1.0,1.0,0.677,0.738,1.0,0.924,1.0,0.908,0.953	-0.099
52576	ENSG00000122678	POLM	chr7	-	44076508	44076629	44073782	44074530	44078755	44078811	52576	3,7,14,2,5,0,7,1,7,3,1,1	1,3,0,1,0,2,1,1,1,0,0,0	3,6,1,2,1,5,2,11,6,6,6,4	3,3,22,0,4,2,4,2,0,0,1,1	221	100	8.23837544062e-06	0.00376180151804	0.576,0.514,1.0,0.475,1.0,0.0,0.76,0.312,0.76,1.0,1.0,1.0	0.312,0.475,0.02,1.0,0.102,0.531,0.185,0.713,1.0,1.0,0.731,0.644	0.14
52813	ENSG00000291010	MRPS31P5	chr13	-	52189638	52189914	52186682	52186823	52194253	52194410	52813	21,40,8,13,24,23,24,27,16,26,16,13	4,2,0,2,0,2,1,1,0,0,0,0	18,14,62,18,11,34,15,23,13,22,9,8	0,3,0,0,5,4,0,0,2,5,1,1	376	100	7.64690124944e-06	0.00357715210959	0.583,0.842,1.0,0.634,1.0,0.754,0.865,0.878,1.0,1.0,1.0,1.0	1.0,0.554,1.0,1.0,0.369,0.693,1.0,1.0,0.634,0.539,0.705,0.68	0.115
53487	ENSG00000198626	RYR2	chr1	+	237355964	237355985	237330877	237330982	237364357	237364372	53487	7,18,6,6,13,24,11,11,10,29,1,5	26,23,41,41,47,68,74,22,53,48,16,17	10,6,0,1,10,4,1,4,4,10,3,8	40,45,32,28,41,43,66,41,33,44,36,45	121	100	2.39749465158e-06	0.00151040324439	0.182,0.393,0.108,0.108,0.186,0.226,0.109,0.292,0.135,0.333,0.049,0.196	0.171,0.099,0.0,0.029,0.168,0.071,0.012,0.075,0.091,0.158,0.064,0.128	0.104
53660	ENSG00000198453	ZNF568	chr19	+	36976326	36976367	36974419	36974466	36991175	36991299	53660	0,5,1,1,1,1,2,0,1,0,1,0	3,9,9,3,10,3,11,13,7,6,1,2	1,0,0,3,1,12,0,6,2,4,1,3	9,1,1,9,6,5,6,8,4,6,5,11	141	100	1.80371958262e-05	0.00684964777479	0.0,0.283,0.073,0.191,0.066,0.191,0.114,0.0,0.092,0.0,0.415,0.0	0.073,0.0,0.0,0.191,0.106,0.63,0.0,0.347,0.262,0.321,0.124,0.162	-0.066
53862	ENSG00000115568	ZNF142	chr2	-	218651700	218651822	218650358	218650526	218656149	218656463	53862	10,20,15,8,36,30,27,16,14,21,14,12	1,3,5,3,1,5,5,2,0,1,2,3	14,10,39,10,24,15,12,20,9,6,14,11	1,0,0,0,3,1,4,0,1,2,0,1	222	100	6.05328995716e-05	0.0171973740116	0.818,0.75,0.575,0.546,0.942,0.73,0.709,0.783,1.0,0.904,0.759,0.643	0.863,1.0,1.0,1.0,0.783,0.871,0.575,1.0,0.802,0.575,1.0,0.832	-0.095
53951	ENSG00000122870	BICC1	chr10	+	58796339	58796526	58793483	58793615	58798398	58798560	53951	9,13,25,2,15,37,28,16,6,32,13,17	0,0,0,0,0,1,0,0,0,2,0,0	14,18,0,9,10,19,32,34,13,23,14,26	0,0,14,1,1,2,3,0,0,1,0,1	287	100	0.000151054506169	0.034004899526	1.0,1.0,1.0,1.0,1.0,0.928,1.0,1.0,1.0,0.848,1.0,1.0	1.0,1.0,0.0,0.758,0.777,0.768,0.788,1.0,1.0,0.889,1.0,0.901	0.158
54719	ENSG00000122378	PRXL2A	chr10	+	80420482	80420645	80408493	80408643	80425865	80426006	54719	34,36,51,16,70,57,60,36,35,41,18,37	4,0,4,1,5,6,2,0,0,0,0,1	37,51,33,30,53,32,31,38,34,70,32,51	0,1,0,0,2,0,0,0,0,0,1,2	263	100	2.61339324825e-05	0.00901805636835	0.764,1.0,0.829,0.859,0.842,0.783,0.919,1.0,1.0,1.0,1.0,0.934	1.0,0.951,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.924,0.907	-0.064
55252	ENSG00000213963	NA	chr2	-	177332141	177332251	177323084	177323396	177334392	177334529	55252	8,21,6,0,8,11,12,0,10,16,7,11	9,23,5,13,6,7,15,14,2,10,5,7	7,13,0,0,0,0,0,0,0,0,9,0	16,1,41,28,18,28,15,20,14,22,2,18	210	100	2.18915996442e-11	1.22545120808e-07	0.297,0.303,0.364,0.0,0.388,0.428,0.276,0.0,0.704,0.432,0.4,0.428	0.172,0.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.0	0.192
55743	ENSG00000288591	NA	chr12	+	64787359	64787381	64785880	64786045	64827834	64827896	55743	1,3,2,1,10,5,4,3,7,5,2,5	5,3,3,0,3,1,2,0,0,2,1,2	1,4,9,3,4,8,4,2,4,7,1,6	0,0,0,0,0,2,1,3,2,0,0,0	122	100	1.30009030208e-08	2.51919164547e-05	0.141,0.45,0.353,1.0,0.732,0.804,0.621,1.0,1.0,0.672,0.621,0.672	1.0,1.0,1.0,1.0,1.0,0.766,0.766,0.353,0.621,1.0,1.0,1.0	-0.203
56242	ENSG00000118482	PHF3	chr6	+	63684128	63685911	63679999	63680161	63691736	63692043	56242	188,361,198,118,328,349,323,204,255,272,150,265	0,3,3,1,1,0,5,0,1,2,2,2	233,221,316,183,202,270,212,265,205,253,125,250	2,2,0,0,2,1,0,0,1,0,0,0	1883	100	0.000244997107965	0.0485946297834	1.0,0.865,0.778,0.862,0.946,1.0,0.774,1.0,0.931,0.878,0.799,0.876	0.861,0.854,1.0,1.0,0.843,0.935,1.0,1.0,0.916,1.0,1.0,1.0	-0.058
57362	ENSG00000198046	ZNF667	chr19	-	56471698	56472187	56462337	56462429	56478032	56478065	57362	9,18,20,10,19,20,9,14,8,14,5,14	0,2,2,4,0,0,3,0,2,3,0,2	13,12,62,14,9,7,14,13,11,2,11,20	0,0,0,0,1,0,1,1,1,1,0,1	589	100	9.81133795319e-08	0.00012674319911	1.0,0.604,0.629,0.298,1.0,1.0,0.337,1.0,0.404,0.442,1.0,0.543	1.0,1.0,1.0,1.0,0.604,1.0,0.704,0.688,0.651,0.253,1.0,0.772	-0.118
58298	ENSG00000143434	SEMA6C	chr1	-	151136447	151136579	151136010	151136163	151136856	151137074	58298	14,16,23,11,23,48,20,21,26,21,16,21	1,1,11,1,1,1,1,0,1,2,0,1	29,28,50,22,43,19,41,53,17,23,15,36	0,0,0,1,1,1,0,2,0,0,0,1	232	100	3.57824295166e-05	0.0117060436787	0.858,0.873,0.474,0.826,0.908,0.954,0.896,1.0,0.918,0.819,1.0,0.901	1.0,1.0,1.0,0.905,0.949,0.891,1.0,0.92,1.0,1.0,1.0,0.939	-0.098
59526	ENSG00000178722	LINC03122	chr5	+	61686882	61687070	61637765	61637846	61703865	61704108	59526	10,15,4,2,9,11,3,9,0,5,6,3	1,3,0,2,0,0,0,2,2,1,7,1	9,4,1,1,6,12,1,3,1,5,8,2	0,0,0,0,2,1,0,0,2,3,0,0	288	100	0.000229564073895	0.0463857535997	0.776,0.635,1.0,0.258,1.0,1.0,1.0,0.61,0.0,0.635,0.229,0.51	1.0,1.0,1.0,1.0,0.51,0.806,1.0,1.0,0.148,0.367,1.0,1.0	-0.181
59534	ENSG00000178722	LINC03122	chr5	+	61686921	61687070	61637754	61637846	61703865	61704108	59534	6,7,1,3,7,8,2,8,0,3,5,2	1,3,0,2,0,0,0,2,2,1,7,1	8,3,1,1,3,6,1,2,1,4,5,2	0,0,0,0,2,1,0,0,2,3,0,0	249	100	4.4395014914e-05	0.0136380222543	0.707,0.484,1.0,0.376,1.0,1.0,1.0,0.616,0.0,0.546,0.223,0.445	1.0,1.0,1.0,1.0,0.376,0.707,1.0,1.0,0.167,0.349,1.0,1.0	-0.183
59568	ENSG00000269547	NA	chr19	-	38944968	38945104	38942682	38942751	38946471	38946567	59568	15,18,23,10,17,26,18,13,11,18,3,7	0,0,0,0,0,0,3,0,1,1,0,1	23,13,13,4,16,8,10,14,8,18,15,19	0,3,7,2,2,2,4,0,1,3,2,1	236	100	4.47419878924e-14	1.782877318e-09	1.0,1.0,1.0,1.0,1.0,1.0,0.718,1.0,0.823,0.884,1.0,0.748	1.0,0.647,0.44,0.459,0.772,0.629,0.514,1.0,0.772,0.718,0.761,0.89	0.214
59963	ENSG00000168502	MTCL1	chr18	+	8828907	8828964	8824698	8826232	8831606	8832777	59963	23,7,35,16,29,95,33,21,25,53,10,17	1,5,9,0,2,2,1,2,0,0,1,1	25,20,10,6,23,21,21,24,16,19,15,16	0,1,0,0,2,1,0,0,0,0,0,0	157	100	6.62908297194e-05	0.0183839675131	0.936,0.471,0.712,1.0,0.902,0.968,0.955,0.87,1.0,1.0,0.864,0.915	1.0,0.927,1.0,1.0,0.88,0.93,1.0,1.0,1.0,1.0,1.0,1.0	-0.095
60874	ENSG00000116991	SIPA1L2	chr1	-	232574173	232574222	232513856	232515608	232608911	232608988	60874	11,14,17,9,14,33,28,10,32,9,5,8	0,2,2,0,1,1,1,0,2,0,2,1	14,15,6,12,15,11,14,20,9,6,8,10	0,1,18,4,1,0,1,1,3,3,0,1	149	100	4.54009265338e-06	0.00237437419974	1.0,0.824,0.851,1.0,0.904,0.957,0.949,1.0,0.915,1.0,0.627,0.843	1.0,0.91,0.183,0.668,0.91,1.0,0.904,0.931,0.668,0.573,1.0,0.87	0.104
61764	ENSG00000054118	THRAP3	chr1	+	36225411	36225463	36224432	36224505	36282532	36282700	61764	1,0,0,0,0,0,3,0,0,1,0,0	14,5,3,1,13,13,11,8,8,9,2,8	0,2,5,3,1,5,2,0,2,2,4,0	10,12,7,6,8,11,26,5,6,12,8,9	152	100	4.26528111941e-07	0.000405445819917	0.045,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.068,0.0,0.0	0.0,0.099,0.32,0.248,0.076,0.23,0.048,0.0,0.18,0.099,0.248,0.0	-0.107
62364	ENSG00000186998	EMID1	chr22	+	29225132	29225216	29215526	29215630	29231019	29231140	62364	6,18,3,9,17,14,14,6,10,12,7,10	0,0,0,1,1,0,0,0,0,0,0,2	6,10,13,12,8,16,25,19,18,11,8,10	1,0,0,0,3,0,6,9,0,1,2,0	184	100	4.26026376976e-06	0.0022791638312	1.0,1.0,1.0,0.83,0.902,1.0,1.0,1.0,1.0,1.0,1.0,0.731	0.765,1.0,1.0,1.0,0.592,1.0,0.694,0.534,1.0,0.857,0.685,1.0	0.111
62368	ENSG00000186998	EMID1	chr22	+	29226489	29226551	29215526	29215630	29231019	29231140	62368	10,17,14,4,28,25,32,8,15,11,13,19	0,0,0,1,1,0,0,0,0,0,0,2	18,27,15,10,9,18,18,36,34,13,8,13	1,0,0,0,3,0,6,9,0,1,2,0	162	100	5.56727157581e-05	0.016402397529	1.0,1.0,1.0,0.712,0.945,1.0,1.0,1.0,1.0,1.0,1.0,0.854	0.917,1.0,1.0,1.0,0.649,1.0,0.649,0.712,1.0,0.889,0.712,1.0	0.082
62380	ENSG00000186998	EMID1	chr22	+	29254202	29254287	29243444	29243489	29258816	29259597	62380	14,49,18,9,25,30,38,11,16,38,12,33	2,0,0,0,2,0,1,0,0,1,0,0	24,39,18,16,18,35,34,38,33,32,17,17	0,1,3,2,2,0,1,4,3,4,3,1	185	100	9.14253588502e-07	0.000729325571041	0.791,1.0,1.0,1.0,0.871,1.0,0.954,1.0,1.0,0.954,1.0,1.0	1.0,0.955,0.764,0.812,0.829,1.0,0.948,0.837,0.856,0.812,0.754,0.902	0.092
62381	ENSG00000186998	EMID1	chr22	+	29255270	29255361	29243444	29243489	29258816	29259597	62381	2,2,12,5,6,12,6,8,2,9,10,11	2,0,0,0,2,0,1,0,0,1,0,0	9,4,29,3,9,6,10,16,2,15,15,6	0,1,3,2,2,0,1,4,3,4,3,1	191	100	3.94615453647e-08	6.21276815413e-05	0.344,1.0,1.0,1.0,0.611,1.0,0.759,1.0,1.0,0.825,1.0,1.0	1.0,0.677,0.835,0.44,0.702,1.0,0.84,0.677,0.259,0.663,0.724,0.759	0.164
62567	ENSG00000075826	SEC31B	chr10	-	100507424	100507567	100506320	100506420	100507907	100508048	62567	10,52,29,14,45,54,51,29,24,30,19,32	0,2,9,1,3,0,2,2,1,0,3,0	34,31,47,15,44,44,43,37,15,14,27,44	0,0,0,0,3,0,1,3,0,0,0,2	243	100	8.07575519258e-05	0.0211905853396	1.0,0.915,0.57,0.852,0.861,1.0,0.913,0.856,0.908,1.0,0.723,1.0	1.0,1.0,1.0,1.0,0.858,1.0,0.947,0.835,1.0,1.0,1.0,0.901	-0.079
63282	ENSG00000061938	TNK2	chr3	-	195882285	195882328	195879121	195879175	195883156	195883309	63282	37,53,48,42,86,100,81,46,57,94,27,55	0,3,18,4,1,1,4,2,1,0,0,2	65,43,59,14,75,35,90,90,39,40,41,58	1,1,0,0,1,0,2,0,0,0,0,2	143	100	4.86112427756e-07	0.00044528192996	1.0,0.925,0.651,0.88,0.984,0.986,0.934,0.941,0.976,1.0,1.0,0.951	0.978,0.968,1.0,1.0,0.981,1.0,0.969,1.0,1.0,1.0,1.0,0.953	-0.052
63344	ENSG00000235109	ZSCAN31	chr6	-	28329302	28329714	28327382	28327533	28336081	28336198	63344	20,27,22,7,13,31,13,8,11,28,4,10	0,3,1,2,1,2,1,0,1,0,0,0	13,16,12,8,15,14,12,10,17,6,4,18	2,0,0,1,0,1,4,2,1,4,4,2	512	100	5.77156378301e-06	0.00282304181789	1.0,0.637,0.811,0.406,0.717,0.752,0.717,1.0,0.682,1.0,1.0,1.0	0.559,1.0,1.0,0.61,1.0,0.732,0.369,0.494,0.769,0.227,0.163,0.637	0.18
63348	ENSG00000235109	ZSCAN31	chr6	-	28329302	28329778	28327382	28327533	28336081	28336148	63348	21,30,23,7,16,34,19,12,15,37,7,14	0,3,1,2,1,2,1,0,1,0,0,0	19,17,12,14,15,12,12,10,22,7,6,19	2,0,0,1,0,1,4,2,1,4,4,2	576	100	4.41651938798e-06	0.00232990258355	1.0,0.635,0.8,0.378,0.735,0.747,0.767,1.0,0.723,1.0,1.0,1.0	0.623,1.0,1.0,0.709,1.0,0.676,0.342,0.465,0.793,0.233,0.207,0.623	0.176
64092	ENSG00000138698	RAP1GDS1	chr4	+	98379016	98379163	98352475	98352601	98404476	98404602	64092	59,77,37,61,80,56,84,32,56,79,28,89	4,1,3,2,8,4,2,2,1,5,0,2	48,58,112,65,31,84,79,53,47,69,16,36	9,3,42,7,4,13,12,7,12,10,3,3	247	100	5.42876854581e-11	2.73503168927e-07	0.857,0.969,0.833,0.925,0.802,0.85,0.944,0.866,0.958,0.865,1.0,0.947	0.683,0.887,0.519,0.79,0.758,0.723,0.727,0.754,0.613,0.736,0.683,0.829	0.176
65318	ENSG00000114698	PLSCR4	chr3	-	146250556	146250637	146223732	146223777	146250959	146251125	65318	1,5,8,2,8,9,1,4,2,3,10,3	0,0,0,0,1,4,2,0,3,0,2,0	4,6,0,3,7,1,6,2,5,6,7,2	1,4,4,2,3,1,1,1,2,0,5,0	181	100	2.38885482144e-05	0.00847544381613	1.0,1.0,1.0,1.0,0.815,0.554,0.216,1.0,0.269,1.0,0.734,1.0	0.688,0.453,0.0,0.453,0.563,0.356,0.768,0.525,0.58,1.0,0.436,1.0	0.231
67594	ENSG00000241852	C8orf58	chr8	+	22602536	22602643	22602199	22602312	22603194	22604142	67594	2,7,2,1,10,14,9,2,3,12,1,6	2,2,5,0,4,3,2,3,1,3,3,6	6,5,23,1,3,3,11,6,4,5,5,3	1,0,0,0,2,2,5,1,2,0,1,0	207	100	0.000112789333412	0.0274069013524	0.326,0.628,0.162,1.0,0.547,0.693,0.685,0.244,0.592,0.659,0.139,0.326	0.743,1.0,1.0,1.0,0.42,0.42,0.515,0.743,0.491,1.0,0.707,1.0	-0.253
68732	ENSG00000168038	ULK4	chr3	-	41937228	41937340	41935861	41935940	41938097	41938197	68732	2,3,5,6,7,5,10,0,4,15,0,5	10,28,16,1,7,17,17,2,9,11,3,9	0,3,0,1,1,3,0,2,1,2,1,2	6,6,11,9,12,9,1,19,8,8,5,11	212	100	1.89087034719e-06	0.00127227747242	0.086,0.048,0.128,0.739,0.321,0.122,0.217,0.0,0.173,0.391,0.0,0.208	0.0,0.191,0.0,0.05,0.038,0.136,0.0,0.047,0.056,0.105,0.086,0.079	0.137
69151	ENSG00000078304	PPP2R5C	chr14	+	101917830	101917947	101909588	101909690	101925140	101925307	69151	5,11,14,4,14,14,20,7,14,11,8,13	1,3,10,1,1,1,5,6,2,3,1,4	8,13,15,3,14,11,16,19,6,8,5,15	1,0,1,3,0,4,1,3,0,1,0,0	217	100	4.06955053941e-05	0.0127609115784	0.697,0.628,0.392,0.648,0.866,0.866,0.648,0.35,0.763,0.628,0.787,0.6	0.787,1.0,0.874,0.315,1.0,0.559,0.881,0.745,1.0,0.787,1.0,1.0	-0.173
69638	ENSG00000122203	KIAA1191	chr5	-	176355570	176355749	176350612	176350737	176359480	176359567	69638	37,38,33,36,39,61,91,26,34,71,13,29	2,0,0,0,0,0,0,0,0,1,0,2	44,31,16,15,22,39,61,38,24,33,30,35	0,2,19,0,2,0,0,0,3,2,3,0	279	100	1.56871339596e-06	0.00112368204445	0.869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.962,1.0,0.839	1.0,0.847,0.232,1.0,0.798,1.0,1.0,1.0,0.741,0.855,0.782,1.0	0.118
